,File Name,1,0,,,
439,cvrpsimple2i.mps.gz-r4,29.02,16.92,1,1,2
440,cvs08r139-94.mps.gz-r0,223.1,529.93,1,1,2
441,cvs08r139-94.mps.gz-r1,1085.91,904.47,1,1,2
442,cvs08r139-94.mps.gz-r2,1238.94,534.62,1,1,2
443,cvs08r139-94.mps.gz-r3,1398.82,2277.8,1,1,2
444,cvs08r139-94.mps.gz-r4,906.03,679.27,1,1,2
445,cvs16r70-62.mps.gz-r0,2181.43,1227.61,1,1,2
446,cvs16r70-62.mps.gz-r1,3201.6,1930.42,1,1,2
447,cvs16r70-62.mps.gz-r2,2679.51,1564.83,1,1,2
448,cvs16r70-62.mps.gz-r3,2916.62,2244.08,1,1,2
449,cvs16r70-62.mps.gz-r4,3326.92,1531.66,1,1,2
450,cvs16r89-60.mps.gz-r0,858.57,4942.69,1,1,2
451,cvs16r89-60.mps.gz-r1,7200,7200,0,0,0
452,cvs16r89-60.mps.gz-r2,7200.01,7200,0,0,0
453,cvs16r89-60.mps.gz-r3,7200,1240.46,0,1,1
454,cvs16r89-60.mps.gz-r4,4229.37,2595.16,1,1,2
455,dale-cta.mps.gz-r0,68.06,305.99,1,1,2
456,dale-cta.mps.gz-r1,62.64,78.08,1,1,2
457,dale-cta.mps.gz-r2,69.36,19.92,1,1,2
458,dale-cta.mps.gz-r3,76.55,2599.82,1,1,2
459,dale-cta.mps.gz-r4,69.64,4426.51,1,1,2
460,dano3_3.mps.gz-r0,10.99,11.16,1,1,2
461,dano3_3.mps.gz-r1,10.34,10.54,1,1,2
462,dano3_3.mps.gz-r2,11.43,11.32,1,1,2
463,dano3_3.mps.gz-r3,10.48,10.65,1,1,2
464,dano3_3.mps.gz-r4,10.98,11.25,1,1,2
465,dano3_5.mps.gz-r0,40.68,42.42,1,1,2
466,dano3_5.mps.gz-r1,55.45,44.56,1,1,2
467,dano3_5.mps.gz-r2,43.66,43.43,1,1,2
468,dano3_5.mps.gz-r3,46.32,46.12,1,1,2
469,dano3_5.mps.gz-r4,44.31,39.07,1,1,2
470,danoint.mps.gz-r0,377.16,451.58,1,1,2
471,danoint.mps.gz-r1,447.21,351.31,1,1,2
472,danoint.mps.gz-r2,321.58,296.18,1,1,2
473,danoint.mps.gz-r3,465.18,307.66,1,1,2
474,danoint.mps.gz-r4,488.85,493.06,1,1,2
475,dcmulti.mps.gz-r0,0.42,0.42,1,1,2
476,dcmulti.mps.gz-r1,0.36,0.34,1,1,2
477,dcmulti.mps.gz-r2,0.36,0.35,1,1,2
478,dcmulti.mps.gz-r3,0.33,0.33,1,1,2
479,dcmulti.mps.gz-r4,0.47,0.47,1,1,2
480,decomp1.mps.gz-r0,0.51,0.5,1,1,2
481,decomp1.mps.gz-r1,0.47,0.47,1,1,2
482,decomp1.mps.gz-r2,0.46,0.46,1,1,2
483,decomp1.mps.gz-r3,0.47,0.48,1,1,2
484,decomp1.mps.gz-r4,0.47,0.46,1,1,2
485,decomp2.mps.gz-r0,0.61,0.6,1,1,2
486,decomp2.mps.gz-r1,0.59,0.59,1,1,2
487,decomp2.mps.gz-r2,0.58,0.58,1,1,2
488,decomp2.mps.gz-r3,0.59,0.57,1,1,2
489,decomp2.mps.gz-r4,0.6,0.61,1,1,2
490,diameterc-mstc-v20a190d5i.mps.gz-r0,67.6,58.61,1,1,2
491,diameterc-mstc-v20a190d5i.mps.gz-r1,39.47,52.61,1,1,2
492,diameterc-mstc-v20a190d5i.mps.gz-r2,37.65,41.32,1,1,2
493,diameterc-mstc-v20a190d5i.mps.gz-r3,53.41,52.24,1,1,2
494,diameterc-mstc-v20a190d5i.mps.gz-r4,54.08,49.52,1,1,2
495,diameterc-msts-v40a100d5i.mps.gz-r0,65.9,103.35,1,1,2
496,diameterc-msts-v40a100d5i.mps.gz-r1,50.07,54.7,1,1,2
497,diameterc-msts-v40a100d5i.mps.gz-r2,63.22,75.55,1,1,2
498,diameterc-msts-v40a100d5i.mps.gz-r3,42.99,36.94,1,1,2
499,diameterc-msts-v40a100d5i.mps.gz-r4,54.39,65.27,1,1,2
500,disctom.mps.gz-r0,0.56,0.6,1,1,2
501,disctom.mps.gz-r1,0.53,0.56,1,1,2
502,disctom.mps.gz-r2,0.54,0.55,1,1,2
503,disctom.mps.gz-r3,0.57,0.57,1,1,2
504,disctom.mps.gz-r4,0.55,0.58,1,1,2
505,drayage-100-12.mps.gz-r0,1.17,1.14,1,1,2
506,drayage-100-12.mps.gz-r1,1.26,1.3,1,1,2
507,drayage-100-12.mps.gz-r2,1.69,1.69,1,1,2
508,drayage-100-12.mps.gz-r3,1.07,1.06,1,1,2
509,drayage-100-12.mps.gz-r4,1.56,1.56,1,1,2
510,drayage-100-23.mps.gz-r0,0.33,0.33,1,1,2
511,drayage-100-23.mps.gz-r1,0.33,0.33,1,1,2
512,drayage-100-23.mps.gz-r2,0.33,0.33,1,1,2
513,drayage-100-23.mps.gz-r3,0.32,0.33,1,1,2
514,drayage-100-23.mps.gz-r4,0.32,0.32,1,1,2
515,drayage-25-23.mps.gz-r0,0.91,0.91,1,1,2
516,drayage-25-23.mps.gz-r1,0.92,0.95,1,1,2
517,drayage-25-23.mps.gz-r2,0.72,0.74,1,1,2
518,drayage-25-23.mps.gz-r3,0.81,0.82,1,1,2
519,drayage-25-23.mps.gz-r4,1.03,1.01,1,1,2
520,drayage-25-27.mps.gz-r0,1.2,1.91,1,1,2
521,drayage-25-27.mps.gz-r1,1.07,1.11,1,1,2
522,drayage-25-27.mps.gz-r2,1.39,1.27,1,1,2
523,drayage-25-27.mps.gz-r3,1.26,1.22,1,1,2
524,drayage-25-27.mps.gz-r4,2.25,2.03,1,1,2
525,drayage-25-32.mps.gz-r0,1.49,1.49,1,1,2
526,drayage-25-32.mps.gz-r1,1.85,1.61,1,1,2
527,drayage-25-32.mps.gz-r2,1.57,1.52,1,1,2
528,drayage-25-32.mps.gz-r3,1.37,1.35,1,1,2
529,drayage-25-32.mps.gz-r4,1.49,1.45,1,1,2
530,dsbmip.mps.gz-r0,0.2,0.2,1,1,2
531,dsbmip.mps.gz-r1,0.32,0.32,1,1,2
532,dsbmip.mps.gz-r2,0.31,0.31,1,1,2
533,dsbmip.mps.gz-r3,0.47,0.51,1,1,2
534,dsbmip.mps.gz-r4,0.2,0.2,1,1,2
535,dws008-01.mps.gz-r0,2583.66,4621.57,1,1,2
536,dws008-01.mps.gz-r1,2434.48,6523.68,1,1,2
537,dws008-01.mps.gz-r2,2235.01,5114.94,1,1,2
538,dws008-01.mps.gz-r3,2104.5,3399.99,1,1,2
539,dws008-01.mps.gz-r4,4995.51,3077.83,1,1,2
540,eil33-2.mps.gz-r0,21.99,18.49,1,1,2
541,eil33-2.mps.gz-r1,20.72,14.4,1,1,2
542,eil33-2.mps.gz-r2,18.67,14.72,1,1,2
543,eil33-2.mps.gz-r3,19.43,16.32,1,1,2
544,eil33-2.mps.gz-r4,19.66,17.21,1,1,2
545,eilA101-2.mps.gz-r0,2351.72,2487.84,1,1,2
546,eilA101-2.mps.gz-r1,3421.92,1904.65,1,1,2
547,eilA101-2.mps.gz-r2,3247.84,2075.28,1,1,2
548,eilA101-2.mps.gz-r3,3170.62,1783.33,1,1,2
549,eilA101-2.mps.gz-r4,3420.22,1830.66,1,1,2
550,eilC76-2.mps.gz-r0,135.09,169.37,1,1,2
551,eilC76-2.mps.gz-r1,114.6,168.38,1,1,2
552,eilC76-2.mps.gz-r2,165.36,114.95,1,1,2
553,eilC76-2.mps.gz-r3,128.09,119.3,1,1,2
554,eilC76-2.mps.gz-r4,168.79,118.24,1,1,2
555,enlight11.mps.gz-r0,0.01,0.01,1,1,2
556,enlight11.mps.gz-r1,0.01,0.01,1,1,2
557,enlight11.mps.gz-r2,0.01,0.01,1,1,2
558,enlight11.mps.gz-r3,0.01,0.01,1,1,2
559,enlight11.mps.gz-r4,0.01,0.01,1,1,2
560,enlight4.mps.gz-r0,0,0,1,1,2
561,enlight4.mps.gz-r1,0,0,1,1,2
562,enlight4.mps.gz-r2,0,0,1,1,2
563,enlight4.mps.gz-r3,0,0,1,1,2
564,enlight4.mps.gz-r4,0,0,1,1,2
565,enlight8.mps.gz-r0,0.01,0.01,1,1,2
566,enlight8.mps.gz-r1,0.01,0.01,1,1,2
567,enlight8.mps.gz-r2,0.01,0.01,1,1,2
568,enlight8.mps.gz-r3,0.01,0.01,1,1,2
569,enlight8.mps.gz-r4,0.01,0.01,1,1,2
570,enlight9.mps.gz-r0,0.01,0.01,1,1,2
571,enlight9.mps.gz-r1,0.01,0.01,1,1,2
572,enlight9.mps.gz-r2,0.01,0.01,1,1,2
573,enlight9.mps.gz-r3,0.01,0.01,1,1,2
574,enlight9.mps.gz-r4,0.01,0.01,1,1,2
575,enlight_hard.mps.gz-r0,0.01,0.01,1,1,2
576,enlight_hard.mps.gz-r1,0.01,0.01,1,1,2
577,enlight_hard.mps.gz-r2,0.01,0.01,1,1,2
578,enlight_hard.mps.gz-r3,0.01,0.01,1,1,2
579,enlight_hard.mps.gz-r4,0.01,0.01,1,1,2
580,ex10.mps.gz-r0,5.49,5.4,1,1,2
581,ex10.mps.gz-r1,5.51,5.41,1,1,2
582,ex10.mps.gz-r2,5.27,5.23,1,1,2
583,ex10.mps.gz-r3,5.14,5.19,1,1,2
584,ex10.mps.gz-r4,5.33,5.41,1,1,2
585,exp-1-500-5-5.mps.gz-r0,0.67,0.69,1,1,2
586,exp-1-500-5-5.mps.gz-r1,0.78,0.79,1,1,2
587,exp-1-500-5-5.mps.gz-r2,0.7,0.71,1,1,2
588,exp-1-500-5-5.mps.gz-r3,0.72,0.75,1,1,2
589,exp-1-500-5-5.mps.gz-r4,0.77,0.69,1,1,2
590,f2gap201600.mps.gz-r0,0.57,0.54,1,1,2
591,f2gap201600.mps.gz-r1,0.58,0.58,1,1,2
592,f2gap201600.mps.gz-r2,0.53,0.52,1,1,2
593,f2gap201600.mps.gz-r3,0.59,0.54,1,1,2
594,f2gap201600.mps.gz-r4,0.49,0.44,1,1,2
595,f2gap401600.mps.gz-r0,0.7,0.69,1,1,2
596,f2gap401600.mps.gz-r1,0.59,0.61,1,1,2
597,f2gap401600.mps.gz-r2,0.65,0.59,1,1,2
598,f2gap401600.mps.gz-r3,0.56,0.55,1,1,2
599,f2gap401600.mps.gz-r4,0.61,0.57,1,1,2
600,f2gap40400.mps.gz-r0,0.07,0.07,1,1,2
601,f2gap40400.mps.gz-r1,0.11,0.11,1,1,2
602,f2gap40400.mps.gz-r2,0.09,0.1,1,1,2
603,f2gap40400.mps.gz-r3,0.09,0.09,1,1,2
604,f2gap40400.mps.gz-r4,0.11,0.11,1,1,2
605,f2gap801600.mps.gz-r0,0.85,0.81,1,1,2
606,f2gap801600.mps.gz-r1,0.87,0.97,1,1,2
607,f2gap801600.mps.gz-r2,0.93,0.92,1,1,2
608,f2gap801600.mps.gz-r3,0.81,0.84,1,1,2
609,f2gap801600.mps.gz-r4,0.92,0.85,1,1,2
610,fast0507.mps.gz-r0,69.99,62.31,1,1,2
611,fast0507.mps.gz-r1,61.83,67.03,1,1,2
612,fast0507.mps.gz-r2,52.48,53.07,1,1,2
613,fast0507.mps.gz-r3,56.56,59.95,1,1,2
614,fast0507.mps.gz-r4,74.56,61.51,1,1,2
615,fastxgemm-n2r6s0t2.mps.gz-r0,12.86,12.7,1,1,2
616,fastxgemm-n2r6s0t2.mps.gz-r1,11.34,9.96,1,1,2
617,fastxgemm-n2r6s0t2.mps.gz-r2,9.05,9.02,1,1,2
618,fastxgemm-n2r6s0t2.mps.gz-r3,24.97,25.58,1,1,2
619,fastxgemm-n2r6s0t2.mps.gz-r4,9.32,8.56,1,1,2
620,fastxgemm-n2r7s4t1.mps.gz-r0,19.19,20.39,1,1,2
621,fastxgemm-n2r7s4t1.mps.gz-r1,31.64,29.52,1,1,2
622,fastxgemm-n2r7s4t1.mps.gz-r2,38.89,38.97,1,1,2
623,fastxgemm-n2r7s4t1.mps.gz-r3,21.1,21.89,1,1,2
624,fastxgemm-n2r7s4t1.mps.gz-r4,312.38,63.48,1,1,2
625,fhnw-binpack4-18.mps.gz-r0,1.21,0.41,1,1,2
626,fhnw-binpack4-18.mps.gz-r1,0.89,0.7,1,1,2
627,fhnw-binpack4-18.mps.gz-r2,1.37,0.48,1,1,2
628,fhnw-binpack4-18.mps.gz-r3,1.81,0.81,1,1,2
629,fhnw-binpack4-18.mps.gz-r4,1.16,0.43,1,1,2
630,fhnw-binpack4-4.mps.gz-r0,1.19,0.49,1,1,2
631,fhnw-binpack4-4.mps.gz-r1,0.92,0.69,1,1,2
632,fhnw-binpack4-4.mps.gz-r2,1.12,0.51,1,1,2
633,fhnw-binpack4-4.mps.gz-r3,1.18,0.49,1,1,2
634,fhnw-binpack4-4.mps.gz-r4,0.91,0.59,1,1,2
635,fhnw-binpack4-48.mps.gz-r0,0.25,0.24,1,1,2
636,fhnw-binpack4-48.mps.gz-r1,0.25,0.23,1,1,2
637,fhnw-binpack4-48.mps.gz-r2,0.26,0.25,1,1,2
638,fhnw-binpack4-48.mps.gz-r3,0.25,0.25,1,1,2
639,fhnw-binpack4-48.mps.gz-r4,0.24,0.24,1,1,2
640,fhnw-sq2.mps.gz-r0,5660.06,7200,1,0,1
641,fhnw-sq2.mps.gz-r1,776.56,3530.7,1,1,2
642,fhnw-sq2.mps.gz-r2,7200,7200.01,0,0,0
643,fhnw-sq2.mps.gz-r3,7200.01,7200.01,0,0,0
644,fhnw-sq2.mps.gz-r4,7200,663.67,0,1,1
645,fiball.mps.gz-r0,58.73,92.31,1,1,2
646,fiball.mps.gz-r1,11.43,96.86,1,1,2
647,fiball.mps.gz-r2,66.41,70.61,1,1,2
648,fiball.mps.gz-r3,11.46,83.87,1,1,2
649,fiball.mps.gz-r4,109.18,55.17,1,1,2
650,fiber.mps.gz-r0,0.38,0.39,1,1,2
651,fiber.mps.gz-r1,0.26,0.26,1,1,2
652,fiber.mps.gz-r2,0.32,0.32,1,1,2
653,fiber.mps.gz-r3,0.48,0.49,1,1,2
654,fiber.mps.gz-r4,0.43,0.43,1,1,2
655,fillomino7x7-0i.mps.gz-r0,1747.73,71.47,1,1,2
656,fillomino7x7-0i.mps.gz-r1,364.77,50.54,1,1,2
657,fillomino7x7-0i.mps.gz-r2,111.84,86.35,1,1,2
658,fillomino7x7-0i.mps.gz-r3,65.41,41.44,1,1,2
659,fillomino7x7-0i.mps.gz-r4,33.84,89.64,1,1,2
660,fjspeasy01i.mps.gz-r0,3.51,3.48,1,1,2
661,fjspeasy01i.mps.gz-r1,3.49,3.65,1,1,2
662,fjspeasy01i.mps.gz-r2,3.73,3.68,1,1,2
663,fjspeasy01i.mps.gz-r3,3.86,3.61,1,1,2
664,fjspeasy01i.mps.gz-r4,3.59,3.55,1,1,2
665,g200x740.mps.gz-r0,7.29,11.72,1,1,2
666,g200x740.mps.gz-r1,8.43,15.98,1,1,2
667,g200x740.mps.gz-r2,6.3,12.62,1,1,2
668,g200x740.mps.gz-r3,8.13,9.53,1,1,2
669,g200x740.mps.gz-r4,5.78,12.64,1,1,2
670,gasprod1-2.mps.gz-r0,5.36,7.46,1,1,2
671,gasprod1-2.mps.gz-r1,5.53,7.77,1,1,2
672,gasprod1-2.mps.gz-r2,5.51,19.8,1,1,2
673,gasprod1-2.mps.gz-r3,6.77,22.17,1,1,2
674,gasprod1-2.mps.gz-r4,5.56,15.8,1,1,2
675,gasprod1-3.mps.gz-r0,6.9,5.35,1,1,2
676,gasprod1-3.mps.gz-r1,9.96,11.14,1,1,2
677,gasprod1-3.mps.gz-r2,5.84,9.04,1,1,2
678,gasprod1-3.mps.gz-r3,10.43,4.82,1,1,2
679,gasprod1-3.mps.gz-r4,6.65,9.21,1,1,2
680,gasprod2-1.mps.gz-r0,112.46,81.18,1,1,2
681,gasprod2-1.mps.gz-r1,119.9,116.86,1,1,2
682,gasprod2-1.mps.gz-r2,142.88,76.75,1,1,2
683,gasprod2-1.mps.gz-r3,111.75,113.07,1,1,2
684,gasprod2-1.mps.gz-r4,87.38,114.49,1,1,2
685,gasprod2-2.mps.gz-r0,32.3,31.94,1,1,2
686,gasprod2-2.mps.gz-r1,31.42,31.29,1,1,2
687,gasprod2-2.mps.gz-r2,27.97,28.31,1,1,2
688,gasprod2-2.mps.gz-r3,27.99,27.64,1,1,2
689,gasprod2-2.mps.gz-r4,38.69,35.2,1,1,2
690,gen-ip002.mps.gz-r0,109.44,113.19,1,1,2
691,gen-ip002.mps.gz-r1,112.58,116.56,1,1,2
692,gen-ip002.mps.gz-r2,113.6,113.94,1,1,2
693,gen-ip002.mps.gz-r3,110.09,112.01,1,1,2
694,gen-ip002.mps.gz-r4,111.56,112.8,1,1,2
695,gen-ip021.mps.gz-r0,57.64,56.55,1,1,2
696,gen-ip021.mps.gz-r1,56.62,55.95,1,1,2
697,gen-ip021.mps.gz-r2,56.4,55.43,1,1,2
698,gen-ip021.mps.gz-r3,54.99,54.68,1,1,2
699,gen-ip021.mps.gz-r4,56.64,57.22,1,1,2
700,gen-ip036.mps.gz-r0,54.21,52.64,1,1,2
701,gen-ip036.mps.gz-r1,55.07,55.22,1,1,2
702,gen-ip036.mps.gz-r2,54.48,54.55,1,1,2
703,gen-ip036.mps.gz-r3,53.36,53,1,1,2
704,gen-ip036.mps.gz-r4,54.11,53.76,1,1,2
705,gen-ip054.mps.gz-r0,50.83,45.22,1,1,2
706,gen-ip054.mps.gz-r1,61.75,47.78,1,1,2
707,gen-ip054.mps.gz-r2,52.21,46.13,1,1,2
708,gen-ip054.mps.gz-r3,48.77,44.99,1,1,2
709,gen-ip054.mps.gz-r4,50.25,45.62,1,1,2
710,gen.mps.gz-r0,0.06,0.06,1,1,2
711,gen.mps.gz-r1,0.06,0.06,1,1,2
712,gen.mps.gz-r2,0.06,0.06,1,1,2
713,gen.mps.gz-r3,0.06,0.06,1,1,2
714,gen.mps.gz-r4,0.06,0.06,1,1,2
715,ger50-17-ptp-pop-6t.mps.gz-r0,7200.01,5198.23,0,1,1
716,ger50-17-ptp-pop-6t.mps.gz-r1,7200.01,6976.08,0,1,1
717,ger50-17-ptp-pop-6t.mps.gz-r2,7200.01,7114.61,0,1,1
718,ger50-17-ptp-pop-6t.mps.gz-r3,7200.01,5698.22,0,1,1
719,ger50-17-ptp-pop-6t.mps.gz-r4,7200.01,5520.3,0,1,1
720,gfd-schedulen180f7d50m30k18.mps.gz-r0,119.6,120.55,1,1,2
721,gfd-schedulen180f7d50m30k18.mps.gz-r1,140.47,141.14,1,1,2
722,gfd-schedulen180f7d50m30k18.mps.gz-r2,132.6,129.04,1,1,2
723,gfd-schedulen180f7d50m30k18.mps.gz-r3,159.84,157.31,1,1,2
724,gfd-schedulen180f7d50m30k18.mps.gz-r4,145.14,148.28,1,1,2
725,gfd-schedulen25f5d20m10k3i.mps.gz-r0,1.99,2.05,1,1,2
726,gfd-schedulen25f5d20m10k3i.mps.gz-r1,2.46,2.3,1,1,2
727,gfd-schedulen25f5d20m10k3i.mps.gz-r2,2.5,2.47,1,1,2
728,gfd-schedulen25f5d20m10k3i.mps.gz-r3,2.21,2.25,1,1,2
729,gfd-schedulen25f5d20m10k3i.mps.gz-r4,2.36,2.24,1,1,2
730,gfd-schedulen55f2d50m30k3i.mps.gz-r0,27.87,27.65,1,1,2
731,gfd-schedulen55f2d50m30k3i.mps.gz-r1,21.14,22.23,1,1,2
732,gfd-schedulen55f2d50m30k3i.mps.gz-r2,19.4,19.08,1,1,2
733,gfd-schedulen55f2d50m30k3i.mps.gz-r3,22,25.12,1,1,2
734,gfd-schedulen55f2d50m30k3i.mps.gz-r4,23.38,21.32,1,1,2
735,glass-sc.mps.gz-r0,689.84,683.97,1,1,2
736,glass-sc.mps.gz-r1,665.98,678.36,1,1,2
737,glass-sc.mps.gz-r2,699.03,684.79,1,1,2
738,glass-sc.mps.gz-r3,657.38,651.73,1,1,2
739,glass-sc.mps.gz-r4,733.66,695.62,1,1,2
740,glass4.mps.gz-r0,55.67,14.9,1,1,2
741,glass4.mps.gz-r1,17.55,10.67,1,1,2
742,glass4.mps.gz-r2,52.47,13.35,1,1,2
743,glass4.mps.gz-r3,23.59,25.83,1,1,2
744,glass4.mps.gz-r4,51.24,19.87,1,1,2
745,gmu-35-40.mps.gz-r0,129.77,33.52,1,1,2
746,gmu-35-40.mps.gz-r1,641,24.39,1,1,2
747,gmu-35-40.mps.gz-r2,36.69,49.99,1,1,2
748,gmu-35-40.mps.gz-r3,24.49,19.21,1,1,2
749,gmu-35-40.mps.gz-r4,59.21,91.6,1,1,2
750,gmu-35-50.mps.gz-r0,165.92,1660.2,1,1,2
751,gmu-35-50.mps.gz-r1,172.68,854.67,1,1,2
752,gmu-35-50.mps.gz-r2,1427.58,246.01,1,1,2
753,gmu-35-50.mps.gz-r3,2346.3,3016.83,1,1,2
754,gmu-35-50.mps.gz-r4,1140.37,997.86,1,1,2
755,gr4x6.mps.gz-r0,0.06,0.06,1,1,2
756,gr4x6.mps.gz-r1,0.06,0.06,1,1,2
757,gr4x6.mps.gz-r2,0.02,0.03,1,1,2
758,gr4x6.mps.gz-r3,0.06,0.06,1,1,2
759,gr4x6.mps.gz-r4,0.06,0.06,1,1,2
760,graph20-20-1rand.mps.gz-r0,45.01,76.87,1,1,2
761,graph20-20-1rand.mps.gz-r1,50.04,69.71,1,1,2
762,graph20-20-1rand.mps.gz-r2,42.76,79.46,1,1,2
763,graph20-20-1rand.mps.gz-r3,49.23,64.18,1,1,2
764,graph20-20-1rand.mps.gz-r4,44.88,87.2,1,1,2
765,graphdraw-domain.mps.gz-r0,46.44,65.27,1,1,2
766,graphdraw-domain.mps.gz-r1,102.76,57.45,1,1,2
767,graphdraw-domain.mps.gz-r2,99.52,39.33,1,1,2
768,graphdraw-domain.mps.gz-r3,76.93,41.43,1,1,2
769,graphdraw-domain.mps.gz-r4,79.99,50.14,1,1,2
770,graphdraw-gemcutter.mps.gz-r0,21.04,7.76,1,1,2
771,graphdraw-gemcutter.mps.gz-r1,25.57,9.6,1,1,2
772,graphdraw-gemcutter.mps.gz-r2,22.86,10.42,1,1,2
773,graphdraw-gemcutter.mps.gz-r3,15.47,11.02,1,1,2
774,graphdraw-gemcutter.mps.gz-r4,16.39,10.2,1,1,2
775,gsvm2rl3.mps.gz-r0,1666.2,1662.29,1,1,2
776,gsvm2rl3.mps.gz-r1,1559.38,1590.56,1,1,2
777,gsvm2rl3.mps.gz-r2,1564.58,1536.85,1,1,2
778,gsvm2rl3.mps.gz-r3,1619.76,1609.19,1,1,2
779,gsvm2rl3.mps.gz-r4,1579.37,1593.48,1,1,2
780,gt2.mps.gz-r0,0.04,0.04,1,1,2
781,gt2.mps.gz-r1,0.04,0.04,1,1,2
782,gt2.mps.gz-r2,0.05,0.06,1,1,2
783,gt2.mps.gz-r3,0.03,0.03,1,1,2
784,gt2.mps.gz-r4,0.03,0.03,1,1,2
785,gus-sch.mps.gz-r0,1.09,1.07,1,1,2
786,gus-sch.mps.gz-r1,0.94,0.87,1,1,2
787,gus-sch.mps.gz-r2,0.89,0.93,1,1,2
788,gus-sch.mps.gz-r3,0.89,0.87,1,1,2
789,gus-sch.mps.gz-r4,1.3,1.28,1,1,2
790,h50x2450.mps.gz-r0,2.61,2.76,1,1,2
791,h50x2450.mps.gz-r1,2.65,2.61,1,1,2
792,h50x2450.mps.gz-r2,2.69,2.71,1,1,2
793,h50x2450.mps.gz-r3,2.77,2.87,1,1,2
794,h50x2450.mps.gz-r4,2.94,2.43,1,1,2
795,h80x6320d.mps.gz-r0,11.56,11.17,1,1,2
796,h80x6320d.mps.gz-r1,8.46,8.62,1,1,2
797,h80x6320d.mps.gz-r2,10.5,8.06,1,1,2
798,h80x6320d.mps.gz-r3,8.72,9.82,1,1,2
799,h80x6320d.mps.gz-r4,10.51,11.57,1,1,2
800,hanoi5.mps.gz-r0,1.55,1.59,1,1,2
801,hanoi5.mps.gz-r1,1.46,1.48,1,1,2
802,hanoi5.mps.gz-r2,1.51,1.51,1,1,2
803,hanoi5.mps.gz-r3,1.46,1.47,1,1,2
804,hanoi5.mps.gz-r4,1.62,1.55,1,1,2
805,haprp.mps.gz-r0,0.08,0.08,1,1,2
806,haprp.mps.gz-r1,0.08,0.09,1,1,2
807,haprp.mps.gz-r2,0.09,0.08,1,1,2
808,haprp.mps.gz-r3,0.08,0.08,1,1,2
809,haprp.mps.gz-r4,0.08,0.08,1,1,2
810,hypothyroid-k1.mps.gz-r0,1.93,1.87,1,1,2
811,hypothyroid-k1.mps.gz-r1,1.91,1.92,1,1,2
812,hypothyroid-k1.mps.gz-r2,1.86,1.96,1,1,2
813,hypothyroid-k1.mps.gz-r3,1.87,1.94,1,1,2
814,hypothyroid-k1.mps.gz-r4,1.85,1.9,1,1,2
815,ic97_potential.mps.gz-r0,1296.66,1239.04,1,1,2
816,ic97_potential.mps.gz-r1,1361.42,1309.47,1,1,2
817,ic97_potential.mps.gz-r2,780.45,933.69,1,1,2
818,ic97_potential.mps.gz-r3,1876.81,1197.73,1,1,2
819,ic97_potential.mps.gz-r4,960.42,682.8,1,1,2
820,ic97_tension.mps.gz-r0,2.81,2.34,1,1,2
821,ic97_tension.mps.gz-r1,3.36,2.01,1,1,2
822,ic97_tension.mps.gz-r2,3.95,2.7,1,1,2
823,ic97_tension.mps.gz-r3,4.5,2.13,1,1,2
824,ic97_tension.mps.gz-r4,6.25,2.45,1,1,2
825,icir97_tension.mps.gz-r0,435.87,313.24,1,1,2
826,icir97_tension.mps.gz-r1,1923.12,1310.04,1,1,2
827,icir97_tension.mps.gz-r2,519.08,504.59,1,1,2
828,icir97_tension.mps.gz-r3,1033.13,1106.94,1,1,2
829,icir97_tension.mps.gz-r4,703.58,947.37,1,1,2
830,iis-glass-cov.mps.gz-r0,91.47,91.18,1,1,2
831,iis-glass-cov.mps.gz-r1,105,102.65,1,1,2
832,iis-glass-cov.mps.gz-r2,94.08,94.38,1,1,2
833,iis-glass-cov.mps.gz-r3,100.1,93.6,1,1,2
834,iis-glass-cov.mps.gz-r4,97.77,97.4,1,1,2
835,iis-hc-cov.mps.gz-r0,418.88,414.8,1,1,2
836,iis-hc-cov.mps.gz-r1,379.95,380.69,1,1,2
837,iis-hc-cov.mps.gz-r2,363.52,364.06,1,1,2
838,iis-hc-cov.mps.gz-r3,373.66,375.71,1,1,2
839,iis-hc-cov.mps.gz-r4,388.72,401.73,1,1,2
840,irp.mps.gz-r0,2.35,2.02,1,1,2
841,irp.mps.gz-r1,4.06,3.04,1,1,2
842,irp.mps.gz-r2,3.26,3.1,1,1,2
843,irp.mps.gz-r3,3.45,3.46,1,1,2
844,irp.mps.gz-r4,2.54,2.36,1,1,2
845,istanbul-no-cutoff.mps.gz-r0,28.34,26.6,1,1,2
846,istanbul-no-cutoff.mps.gz-r1,33.84,30.27,1,1,2
847,istanbul-no-cutoff.mps.gz-r2,24.06,24.22,1,1,2
848,istanbul-no-cutoff.mps.gz-r3,36.92,33.07,1,1,2
849,istanbul-no-cutoff.mps.gz-r4,21.05,20.52,1,1,2
850,k16x240b.mps.gz-r0,46.55,664.16,1,1,2
851,k16x240b.mps.gz-r1,45.26,764.9,1,1,2
852,k16x240b.mps.gz-r2,39.18,699.13,1,1,2
853,k16x240b.mps.gz-r3,52.39,349.84,1,1,2
854,k16x240b.mps.gz-r4,53.18,850.12,1,1,2
855,k1mushroom.mps.gz-r0,12.35,12.27,1,1,2
856,k1mushroom.mps.gz-r1,12.4,12.2,1,1,2
857,k1mushroom.mps.gz-r2,12.6,12.45,1,1,2
858,k1mushroom.mps.gz-r3,12.35,12.43,1,1,2
859,k1mushroom.mps.gz-r4,12.54,12.47,1,1,2
