,File Name,1,0,,,
860,k1mushroomi.mps.gz-r0,2215.97,935.58,1,1,2
861,k1mushroomi.mps.gz-r1,956.28,2035.17,1,1,2
862,k1mushroomi.mps.gz-r2,1274.11,1419.39,1,1,2
863,k1mushroomi.mps.gz-r3,910.77,878.72,1,1,2
864,k1mushroomi.mps.gz-r4,1143.16,955.88,1,1,2
865,khb05250.mps.gz-r0,0.22,0.22,1,1,2
866,khb05250.mps.gz-r1,0.22,0.21,1,1,2
867,khb05250.mps.gz-r2,0.23,0.24,1,1,2
868,khb05250.mps.gz-r3,0.24,0.24,1,1,2
869,khb05250.mps.gz-r4,0.25,0.24,1,1,2
870,l2p12.mps.gz-r0,3.95,3.89,1,1,2
871,l2p12.mps.gz-r1,3.96,4,1,1,2
872,l2p12.mps.gz-r2,4.16,4.09,1,1,2
873,l2p12.mps.gz-r3,3.95,3.98,1,1,2
874,l2p12.mps.gz-r4,4.08,4.08,1,1,2
875,l2p1i.mps.gz-r0,338.19,389.46,1,1,2
876,l2p1i.mps.gz-r1,495.83,759.35,1,1,2
877,l2p1i.mps.gz-r2,643.95,505.59,1,1,2
878,l2p1i.mps.gz-r3,1900.97,523.28,1,1,2
879,l2p1i.mps.gz-r4,852.87,469.66,1,1,2
880,l2p2i.mps.gz-r0,6215.29,7002.81,1,1,2
881,l2p2i.mps.gz-r1,7200,7200.03,0,0,0
882,l2p2i.mps.gz-r2,5981.26,7200.01,1,0,1
883,l2p2i.mps.gz-r3,7200.02,7200.01,0,0,0
884,l2p2i.mps.gz-r4,6111.95,7200.01,1,0,1
885,lectsched-1.mps.gz-r0,3.51,3.37,1,1,2
886,lectsched-1.mps.gz-r1,3.38,3.5,1,1,2
887,lectsched-1.mps.gz-r2,3.33,3.38,1,1,2
888,lectsched-1.mps.gz-r3,3.39,3.3,1,1,2
889,lectsched-1.mps.gz-r4,2.98,3.1,1,1,2
890,lectsched-2.mps.gz-r0,1.79,1.78,1,1,2
891,lectsched-2.mps.gz-r1,2.04,1.98,1,1,2
892,lectsched-2.mps.gz-r2,1.93,1.96,1,1,2
893,lectsched-2.mps.gz-r3,1.86,1.86,1,1,2
894,lectsched-2.mps.gz-r4,0.65,0.65,1,1,2
895,lectsched-3.mps.gz-r0,3.33,3.25,1,1,2
896,lectsched-3.mps.gz-r1,3.07,3.14,1,1,2
897,lectsched-3.mps.gz-r2,3.23,3.29,1,1,2
898,lectsched-3.mps.gz-r3,3.26,3.15,1,1,2
899,lectsched-3.mps.gz-r4,3.26,3.25,1,1,2
900,lectsched-4-obj.mps.gz-r0,1.56,1.43,1,1,2
901,lectsched-4-obj.mps.gz-r1,1.54,1.45,1,1,2
902,lectsched-4-obj.mps.gz-r2,1.14,1.05,1,1,2
903,lectsched-4-obj.mps.gz-r3,1.22,1.11,1,1,2
904,lectsched-4-obj.mps.gz-r4,1.71,1.47,1,1,2
905,lectsched-5-obj.mps.gz-r0,10.54,10.47,1,1,2
906,lectsched-5-obj.mps.gz-r1,10.71,10.58,1,1,2
907,lectsched-5-obj.mps.gz-r2,10.73,10.7,1,1,2
908,lectsched-5-obj.mps.gz-r3,10.65,10.57,1,1,2
909,lectsched-5-obj.mps.gz-r4,11.05,10.66,1,1,2
910,leo1.mps.gz-r0,161.41,744.89,1,1,2
911,leo1.mps.gz-r1,195.63,600.45,1,1,2
912,leo1.mps.gz-r2,155.08,598.73,1,1,2
913,leo1.mps.gz-r3,188.23,510.04,1,1,2
914,leo1.mps.gz-r4,283.59,883.72,1,1,2
915,leo2.mps.gz-r0,436.72,778.55,1,1,2
916,leo2.mps.gz-r1,281.28,2013.66,1,1,2
917,leo2.mps.gz-r2,481.73,4416.15,1,1,2
918,leo2.mps.gz-r3,313.96,1454.93,1,1,2
919,leo2.mps.gz-r4,462.19,3754.48,1,1,2
920,loopha13.mps.gz-r0,647.76,511.86,1,1,2
921,loopha13.mps.gz-r1,250.73,299.45,1,1,2
922,loopha13.mps.gz-r2,428.36,401.01,1,1,2
923,loopha13.mps.gz-r3,272.53,236.79,1,1,2
924,loopha13.mps.gz-r4,567.07,605.47,1,1,2
925,lotsize.mps.gz-r0,1124.3,7200,1,0,1
926,lotsize.mps.gz-r1,1253.33,3214.73,1,1,2
927,lotsize.mps.gz-r2,943.99,7200,1,0,1
928,lotsize.mps.gz-r3,935.99,7200,1,0,1
929,lotsize.mps.gz-r4,1916.14,6311.9,1,1,2
930,lrn.mps.gz-r0,52.18,64.69,1,1,2
931,lrn.mps.gz-r1,169.52,104.36,1,1,2
932,lrn.mps.gz-r2,128.77,143.72,1,1,2
933,lrn.mps.gz-r3,87.14,149.48,1,1,2
934,lrn.mps.gz-r4,91.4,114.58,1,1,2
935,mad.mps.gz-r0,96.43,136.77,1,1,2
936,mad.mps.gz-r1,188.33,324.09,1,1,2
937,mad.mps.gz-r2,70.73,114.68,1,1,2
938,mad.mps.gz-r3,174.08,137.19,1,1,2
939,mad.mps.gz-r4,268.53,223.36,1,1,2
940,manna81.mps.gz-r0,0.24,0.24,1,1,2
941,manna81.mps.gz-r1,0.26,0.25,1,1,2
942,manna81.mps.gz-r2,0.24,0.23,1,1,2
943,manna81.mps.gz-r3,0.24,0.24,1,1,2
944,manna81.mps.gz-r4,0.25,0.24,1,1,2
945,map06.mps.gz-r0,76.41,99.95,1,1,2
946,map06.mps.gz-r1,89.77,56.92,1,1,2
947,map06.mps.gz-r2,58.06,59.35,1,1,2
948,map06.mps.gz-r3,115.61,62.24,1,1,2
949,map06.mps.gz-r4,58.23,57.25,1,1,2
950,map10.mps.gz-r0,82.36,39.76,1,1,2
951,map10.mps.gz-r1,48.91,43.47,1,1,2
952,map10.mps.gz-r2,51.96,79.45,1,1,2
953,map10.mps.gz-r3,45.76,40.51,1,1,2
954,map10.mps.gz-r4,49.4,76.57,1,1,2
955,map14860-20.mps.gz-r0,21.94,21.77,1,1,2
956,map14860-20.mps.gz-r1,25.79,24.27,1,1,2
957,map14860-20.mps.gz-r2,27.21,25.47,1,1,2
958,map14860-20.mps.gz-r3,21.07,23.13,1,1,2
959,map14860-20.mps.gz-r4,22.5,25.44,1,1,2
960,map16715-04.mps.gz-r0,139.74,124.95,1,1,2
961,map16715-04.mps.gz-r1,134.69,136.03,1,1,2
962,map16715-04.mps.gz-r2,160.44,157.38,1,1,2
963,map16715-04.mps.gz-r3,140.1,127.86,1,1,2
964,map16715-04.mps.gz-r4,221.26,171.3,1,1,2
965,map18.mps.gz-r0,31.52,28.85,1,1,2
966,map18.mps.gz-r1,34.13,32.04,1,1,2
967,map18.mps.gz-r2,32.06,31.61,1,1,2
968,map18.mps.gz-r3,33.22,32.7,1,1,2
969,map18.mps.gz-r4,29.36,27.74,1,1,2
970,mappingmesh3x3mpeg2i.mps.gz-r0,8.86,5.72,1,1,2
971,mappingmesh3x3mpeg2i.mps.gz-r1,8.53,5.69,1,1,2
972,mappingmesh3x3mpeg2i.mps.gz-r2,12.31,10.41,1,1,2
973,mappingmesh3x3mpeg2i.mps.gz-r3,7.3,6.53,1,1,2
974,mappingmesh3x3mpeg2i.mps.gz-r4,12.78,7.43,1,1,2
975,mario-t-hard5i.mps.gz-r0,305.32,310.92,1,1,2
976,mario-t-hard5i.mps.gz-r1,609.03,631.25,1,1,2
977,mario-t-hard5i.mps.gz-r2,319.87,321.39,1,1,2
978,mario-t-hard5i.mps.gz-r3,543.53,529.01,1,1,2
979,mario-t-hard5i.mps.gz-r4,564.21,311.5,1,1,2
980,markshare_4_0.mps.gz-r0,6.31,6.65,1,1,2
981,markshare_4_0.mps.gz-r1,5.61,5.48,1,1,2
982,markshare_4_0.mps.gz-r2,8.06,7.29,1,1,2
983,markshare_4_0.mps.gz-r3,6.58,6.2,1,1,2
984,markshare_4_0.mps.gz-r4,4.34,4.58,1,1,2
985,markshare_5_0.mps.gz-r0,1510.6,1522.52,1,1,2
986,markshare_5_0.mps.gz-r1,1704.37,1701.61,1,1,2
987,markshare_5_0.mps.gz-r2,1395.78,1383.32,1,1,2
988,markshare_5_0.mps.gz-r3,1356.74,1351.31,1,1,2
989,markshare_5_0.mps.gz-r4,1360.66,1348.72,1,1,2
990,mas74.mps.gz-r0,43.56,45.91,1,1,2
991,mas74.mps.gz-r1,42.32,42.34,1,1,2
992,mas74.mps.gz-r2,52.89,45.11,1,1,2
993,mas74.mps.gz-r3,42.44,41.34,1,1,2
994,mas74.mps.gz-r4,42.08,40.55,1,1,2
995,mas76.mps.gz-r0,3.74,3.71,1,1,2
996,mas76.mps.gz-r1,3.71,3.7,1,1,2
997,mas76.mps.gz-r2,3.85,3.63,1,1,2
998,mas76.mps.gz-r3,3.1,3.74,1,1,2
999,mas76.mps.gz-r4,2.77,3.25,1,1,2
1000,mc11.mps.gz-r0,3.65,3.42,1,1,2
1001,mc11.mps.gz-r1,3.48,3.48,1,1,2
1002,mc11.mps.gz-r2,3.38,3.43,1,1,2
1003,mc11.mps.gz-r3,3.76,4.19,1,1,2
1004,mc11.mps.gz-r4,3.38,3.36,1,1,2
1005,mc7.mps.gz-r0,7.19,6.92,1,1,2
1006,mc7.mps.gz-r1,7.55,7.5,1,1,2
1007,mc7.mps.gz-r2,8.98,9.13,1,1,2
1008,mc7.mps.gz-r3,9.18,9.61,1,1,2
1009,mc7.mps.gz-r4,8.9,9.02,1,1,2
1010,mc8.mps.gz-r0,5.03,4.93,1,1,2
1011,mc8.mps.gz-r1,4.54,4.51,1,1,2
1012,mc8.mps.gz-r2,5.61,5.87,1,1,2
1013,mc8.mps.gz-r3,4.87,4.76,1,1,2
1014,mc8.mps.gz-r4,5.38,5.39,1,1,2
1015,mcsched.mps.gz-r0,44.07,35.83,1,1,2
1016,mcsched.mps.gz-r1,31.13,21.19,1,1,2
1017,mcsched.mps.gz-r2,39.62,27.08,1,1,2
1018,mcsched.mps.gz-r3,21.1,19.34,1,1,2
1019,mcsched.mps.gz-r4,28.16,21.14,1,1,2
1020,mik-250-20-75-1.mps.gz-r0,0.33,0.31,1,1,2
1021,mik-250-20-75-1.mps.gz-r1,0.37,0.42,1,1,2
1022,mik-250-20-75-1.mps.gz-r2,0.38,0.36,1,1,2
1023,mik-250-20-75-1.mps.gz-r3,0.41,0.41,1,1,2
1024,mik-250-20-75-1.mps.gz-r4,0.32,0.34,1,1,2
1025,mik-250-20-75-2.mps.gz-r0,0.33,0.34,1,1,2
1026,mik-250-20-75-2.mps.gz-r1,0.38,0.35,1,1,2
1027,mik-250-20-75-2.mps.gz-r2,0.38,0.39,1,1,2
1028,mik-250-20-75-2.mps.gz-r3,0.33,0.34,1,1,2
1029,mik-250-20-75-2.mps.gz-r4,0.34,0.36,1,1,2
1030,mik-250-20-75-3.mps.gz-r0,0.38,0.35,1,1,2
1031,mik-250-20-75-3.mps.gz-r1,0.37,0.35,1,1,2
1032,mik-250-20-75-3.mps.gz-r2,0.39,0.36,1,1,2
1033,mik-250-20-75-3.mps.gz-r3,0.38,0.35,1,1,2
1034,mik-250-20-75-3.mps.gz-r4,0.37,0.36,1,1,2
1035,mik-250-20-75-4.mps.gz-r0,0.81,1.23,1,1,2
1036,mik-250-20-75-4.mps.gz-r1,0.81,0.9,1,1,2
1037,mik-250-20-75-4.mps.gz-r2,0.8,0.95,1,1,2
1038,mik-250-20-75-4.mps.gz-r3,0.79,0.67,1,1,2
1039,mik-250-20-75-4.mps.gz-r4,0.56,0.69,1,1,2
1040,mik-250-20-75-5.mps.gz-r0,0.32,0.31,1,1,2
1041,mik-250-20-75-5.mps.gz-r1,0.34,0.32,1,1,2
1042,mik-250-20-75-5.mps.gz-r2,0.33,0.34,1,1,2
1043,mik-250-20-75-5.mps.gz-r3,0.34,0.34,1,1,2
1044,mik-250-20-75-5.mps.gz-r4,0.34,0.33,1,1,2
1045,milo-v12-6-r2-40-1.mps.gz-r0,320.48,293.47,1,1,2
1046,milo-v12-6-r2-40-1.mps.gz-r1,302.86,273.84,1,1,2
1047,milo-v12-6-r2-40-1.mps.gz-r2,163.95,244.43,1,1,2
1048,milo-v12-6-r2-40-1.mps.gz-r3,230.36,161.66,1,1,2
1049,milo-v12-6-r2-40-1.mps.gz-r4,415.29,298.31,1,1,2
1050,mine-166-5.mps.gz-r0,2.86,2.77,1,1,2
1051,mine-166-5.mps.gz-r1,2.95,2.66,1,1,2
1052,mine-166-5.mps.gz-r2,3.18,2.66,1,1,2
1053,mine-166-5.mps.gz-r3,3.04,2.73,1,1,2
1054,mine-166-5.mps.gz-r4,2.86,2.6,1,1,2
1055,mine-90-10.mps.gz-r0,10.48,8.58,1,1,2
1056,mine-90-10.mps.gz-r1,13.55,8.32,1,1,2
1057,mine-90-10.mps.gz-r2,16.4,9.32,1,1,2
1058,mine-90-10.mps.gz-r3,15.81,9.57,1,1,2
1059,mine-90-10.mps.gz-r4,13.62,9.75,1,1,2
1060,misc07.mps.gz-r0,0.81,1.43,1,1,2
1061,misc07.mps.gz-r1,1.79,1.69,1,1,2
1062,misc07.mps.gz-r2,0.96,2.02,1,1,2
1063,misc07.mps.gz-r3,0.86,1.93,1,1,2
1064,misc07.mps.gz-r4,2.6,2.38,1,1,2
1065,mitre.mps.gz-r0,0.36,0.36,1,1,2
1066,mitre.mps.gz-r1,0.28,0.27,1,1,2
1067,mitre.mps.gz-r2,0.37,0.36,1,1,2
1068,mitre.mps.gz-r3,0.36,0.37,1,1,2
1069,mitre.mps.gz-r4,0.35,0.34,1,1,2
1070,mkc1.mps.gz-r0,3.95,3.71,1,1,2
1071,mkc1.mps.gz-r1,2.96,2.75,1,1,2
1072,mkc1.mps.gz-r2,2.05,4.36,1,1,2
1073,mkc1.mps.gz-r3,3.63,3.34,1,1,2
1074,mkc1.mps.gz-r4,2.15,2.66,1,1,2
1075,mod008inf.mps.gz-r0,0.12,0.11,1,1,2
1076,mod008inf.mps.gz-r1,0.11,0.11,1,1,2
1077,mod008inf.mps.gz-r2,0.11,0.11,1,1,2
1078,mod008inf.mps.gz-r3,0.11,0.1,1,1,2
1079,mod008inf.mps.gz-r4,0.11,0.11,1,1,2
1080,mod010.mps.gz-r0,0.26,0.28,1,1,2
1081,mod010.mps.gz-r1,0.23,0.24,1,1,2
1082,mod010.mps.gz-r2,0.25,0.24,1,1,2
1083,mod010.mps.gz-r3,0.21,0.2,1,1,2
1084,mod010.mps.gz-r4,0.25,0.26,1,1,2
1085,mod011.mps.gz-r0,18.76,32.33,1,1,2
1086,mod011.mps.gz-r1,17.91,18.3,1,1,2
1087,mod011.mps.gz-r2,28.79,28.46,1,1,2
1088,mod011.mps.gz-r3,20.12,30.21,1,1,2
1089,mod011.mps.gz-r4,20.36,17.69,1,1,2
1090,momentum2.mps.gz-r0,1769.26,7200.01,1,0,1
1091,momentum2.mps.gz-r1,175.37,395.1,1,1,2
1092,momentum2.mps.gz-r2,526.51,7200.01,1,0,1
1093,momentum2.mps.gz-r3,321.87,1048.26,1,1,2
1094,momentum2.mps.gz-r4,382.05,3982.16,1,1,2
1095,mrcpspj30-15-5i.mps.gz-r0,22.7,22.48,1,1,2
1096,mrcpspj30-15-5i.mps.gz-r1,19.19,18.49,1,1,2
1097,mrcpspj30-15-5i.mps.gz-r2,20.54,20.01,1,1,2
1098,mrcpspj30-15-5i.mps.gz-r3,28.26,27.83,1,1,2
1099,mrcpspj30-15-5i.mps.gz-r4,40.73,40.29,1,1,2
1100,mrcpspj30-17-10i.mps.gz-r0,8.64,12.93,1,1,2
1101,mrcpspj30-17-10i.mps.gz-r1,15.12,12.73,1,1,2
1102,mrcpspj30-17-10i.mps.gz-r2,13.09,7.22,1,1,2
1103,mrcpspj30-17-10i.mps.gz-r3,13.93,14.18,1,1,2
1104,mrcpspj30-17-10i.mps.gz-r4,13.71,13.01,1,1,2
1105,mrcpspj30-53-3i.mps.gz-r0,216.27,222.18,1,1,2
1106,mrcpspj30-53-3i.mps.gz-r1,262.2,261.28,1,1,2
1107,mrcpspj30-53-3i.mps.gz-r2,230.9,225.1,1,1,2
1108,mrcpspj30-53-3i.mps.gz-r3,143.87,146.28,1,1,2
1109,mrcpspj30-53-3i.mps.gz-r4,156.67,214.26,1,1,2
1110,msc98-ip.mps.gz-r0,24.9,24.77,1,1,2
1111,msc98-ip.mps.gz-r1,26.92,30.69,1,1,2
1112,msc98-ip.mps.gz-r2,21.98,22.34,1,1,2
1113,msc98-ip.mps.gz-r3,53.21,41.61,1,1,2
1114,msc98-ip.mps.gz-r4,29.15,34.84,1,1,2
1115,mspsphard01i.mps.gz-r0,50.93,39.66,1,1,2
1116,mspsphard01i.mps.gz-r1,36.72,37.01,1,1,2
1117,mspsphard01i.mps.gz-r2,54.65,54.19,1,1,2
1118,mspsphard01i.mps.gz-r3,45.27,44.71,1,1,2
1119,mspsphard01i.mps.gz-r4,37.8,36.96,1,1,2
1120,mspsphard03i.mps.gz-r0,234.01,168.89,1,1,2
1121,mspsphard03i.mps.gz-r1,323.04,222.86,1,1,2
1122,mspsphard03i.mps.gz-r2,185.47,164.95,1,1,2
1123,mspsphard03i.mps.gz-r3,138.07,226.05,1,1,2
1124,mspsphard03i.mps.gz-r4,215.91,137.87,1,1,2
1125,mtest4ma.mps.gz-r0,0.81,0.77,1,1,2
1126,mtest4ma.mps.gz-r1,1,1.03,1,1,2
1127,mtest4ma.mps.gz-r2,1.04,1.06,1,1,2
1128,mtest4ma.mps.gz-r3,0.86,0.83,1,1,2
1129,mtest4ma.mps.gz-r4,0.85,0.88,1,1,2
1130,mushroom-best.mps.gz-r0,35.29,32.61,1,1,2
1131,mushroom-best.mps.gz-r1,29.72,29.45,1,1,2
1132,mushroom-best.mps.gz-r2,52.67,52.13,1,1,2
1133,mushroom-best.mps.gz-r3,45.6,37.39,1,1,2
1134,mushroom-best.mps.gz-r4,47.84,40.96,1,1,2
1135,mzzv11.mps.gz-r0,7.18,7.96,1,1,2
1136,mzzv11.mps.gz-r1,6.96,6.89,1,1,2
1137,mzzv11.mps.gz-r2,7.52,6.83,1,1,2
1138,mzzv11.mps.gz-r3,6.87,6.79,1,1,2
1139,mzzv11.mps.gz-r4,8.4,8.21,1,1,2
1140,mzzv42z.mps.gz-r0,5.45,5.54,1,1,2
1141,mzzv42z.mps.gz-r1,6.11,6.2,1,1,2
1142,mzzv42z.mps.gz-r2,6.99,6.95,1,1,2
1143,mzzv42z.mps.gz-r3,5.91,5.75,1,1,2
1144,mzzv42z.mps.gz-r4,6.29,6.18,1,1,2
1145,n13-3.mps.gz-r0,0.34,0.35,1,1,2
1146,n13-3.mps.gz-r1,0.32,0.34,1,1,2
1147,n13-3.mps.gz-r2,0.29,0.29,1,1,2
1148,n13-3.mps.gz-r3,0.26,0.28,1,1,2
1149,n13-3.mps.gz-r4,0.33,0.33,1,1,2
1150,n2seq36f.mps.gz-r0,0.45,0.45,1,1,2
1151,n2seq36f.mps.gz-r1,1.62,1.61,1,1,2
1152,n2seq36f.mps.gz-r2,0.29,0.28,1,1,2
1153,n2seq36f.mps.gz-r3,0.57,0.57,1,1,2
1154,n2seq36f.mps.gz-r4,0.54,0.78,1,1,2
1155,n2seq36q.mps.gz-r0,52.03,39.54,1,1,2
1156,n2seq36q.mps.gz-r1,10.23,10.21,1,1,2
1157,n2seq36q.mps.gz-r2,28.64,28.9,1,1,2
1158,n2seq36q.mps.gz-r3,36.66,37.42,1,1,2
1159,n2seq36q.mps.gz-r4,6.5,6.49,1,1,2
1160,n3div36.mps.gz-r0,40.25,62.06,1,1,2
1161,n3div36.mps.gz-r1,32.8,76.22,1,1,2
1162,n3div36.mps.gz-r2,37.7,77.87,1,1,2
1163,n3div36.mps.gz-r3,33.93,71.06,1,1,2
1164,n3div36.mps.gz-r4,35.74,69.38,1,1,2
1165,n3seq24.mps.gz-r0,1638.69,138.48,1,1,2
1166,n3seq24.mps.gz-r1,714.46,411.59,1,1,2
1167,n3seq24.mps.gz-r2,211.75,482.43,1,1,2
1168,n3seq24.mps.gz-r3,616.99,258.33,1,1,2
1169,n3seq24.mps.gz-r4,322.02,508.04,1,1,2
1170,n5-3.mps.gz-r0,2.52,2.15,1,1,2
1171,n5-3.mps.gz-r1,2.83,2.6,1,1,2
1172,n5-3.mps.gz-r2,2.36,2.29,1,1,2
1173,n5-3.mps.gz-r3,2.51,2.05,1,1,2
1174,n5-3.mps.gz-r4,1.71,2.25,1,1,2
1175,n6-3.mps.gz-r0,2.9,2.54,1,1,2
1176,n6-3.mps.gz-r1,3.4,3.17,1,1,2
1177,n6-3.mps.gz-r2,2.68,2.92,1,1,2
1178,n6-3.mps.gz-r3,3.15,3.16,1,1,2
1179,n6-3.mps.gz-r4,3.43,3.61,1,1,2
1180,n7-3.mps.gz-r0,3.7,4.76,1,1,2
1181,n7-3.mps.gz-r1,2.83,4.63,1,1,2
1182,n7-3.mps.gz-r2,3.25,3.18,1,1,2
1183,n7-3.mps.gz-r3,3.22,4.37,1,1,2
1184,n7-3.mps.gz-r4,3.33,4.52,1,1,2
1185,n9-3.mps.gz-r0,1888.77,7200,1,0,1
1186,n9-3.mps.gz-r1,2065.18,7200,1,0,1
1187,n9-3.mps.gz-r2,2393.91,7200,1,0,1
1188,n9-3.mps.gz-r3,2169.36,7200,1,0,1
1189,n9-3.mps.gz-r4,2061.86,7200,1,0,1
1190,neos-1061020.mps.gz-r0,48.84,38.59,1,1,2
1191,neos-1061020.mps.gz-r1,31.81,31.49,1,1,2
1192,neos-1061020.mps.gz-r2,33.52,30.42,1,1,2
1193,neos-1061020.mps.gz-r3,30.81,30.36,1,1,2
1194,neos-1061020.mps.gz-r4,32.76,27.96,1,1,2
1195,neos-1112782.mps.gz-r0,2840.75,1906.98,1,1,2
1196,neos-1112782.mps.gz-r1,88.55,2230.92,1,1,2
1197,neos-1112782.mps.gz-r2,90.91,7200.07,1,0,1
1198,neos-1112782.mps.gz-r3,144.27,84.62,1,1,2
1199,neos-1112782.mps.gz-r4,143.81,1525.23,1,1,2
1200,neos-1112787.mps.gz-r0,110.39,7200.09,1,0,1
1201,neos-1112787.mps.gz-r1,136.48,1911.14,1,1,2
1202,neos-1112787.mps.gz-r2,76.56,3992.92,1,1,2
1203,neos-1112787.mps.gz-r3,190.96,230.8,1,1,2
1204,neos-1112787.mps.gz-r4,185.23,179.04,1,1,2
1205,neos-1122047.mps.gz-r0,2.03,2.02,1,1,2
1206,neos-1122047.mps.gz-r1,5.38,5.35,1,1,2
1207,neos-1122047.mps.gz-r2,2.05,1.99,1,1,2
1208,neos-1122047.mps.gz-r3,2.09,2.03,1,1,2
1209,neos-1122047.mps.gz-r4,4.5,4.45,1,1,2
1210,neos-1171448.mps.gz-r0,0.61,0.62,1,1,2
1211,neos-1171448.mps.gz-r1,0.77,0.73,1,1,2
1212,neos-1171448.mps.gz-r2,0.62,0.61,1,1,2
1213,neos-1171448.mps.gz-r3,0.6,0.59,1,1,2
1214,neos-1171448.mps.gz-r4,0.89,0.89,1,1,2
1215,neos-1171737.mps.gz-r0,234.49,200.92,1,1,2
1216,neos-1171737.mps.gz-r1,111.47,40.97,1,1,2
1217,neos-1171737.mps.gz-r2,97.38,158.6,1,1,2
1218,neos-1171737.mps.gz-r3,97.07,193.82,1,1,2
1219,neos-1171737.mps.gz-r4,261.04,104.01,1,1,2
1220,neos-1223462.mps.gz-r0,1.31,1.33,1,1,2
1221,neos-1223462.mps.gz-r1,0.97,0.98,1,1,2
1222,neos-1223462.mps.gz-r2,1.12,1.11,1,1,2
1223,neos-1223462.mps.gz-r3,1.05,1.05,1,1,2
1224,neos-1223462.mps.gz-r4,1.06,1.05,1,1,2
1225,neos-1324574.mps.gz-r0,125.07,125.38,1,1,2
1226,neos-1324574.mps.gz-r1,211.71,197.63,1,1,2
1227,neos-1324574.mps.gz-r2,165.24,164.48,1,1,2
1228,neos-1324574.mps.gz-r3,36.94,36.18,1,1,2
1229,neos-1324574.mps.gz-r4,63.37,63.74,1,1,2
1230,neos-1330346.mps.gz-r0,417.35,246.77,1,1,2
1231,neos-1330346.mps.gz-r1,393.52,196.61,1,1,2
1232,neos-1330346.mps.gz-r2,365.34,191.85,1,1,2
1233,neos-1330346.mps.gz-r3,302.33,321.82,1,1,2
1234,neos-1330346.mps.gz-r4,331.11,221.69,1,1,2
1235,neos-1337307.mps.gz-r0,53.8,55.32,1,1,2
1236,neos-1337307.mps.gz-r1,41.26,39.11,1,1,2
1237,neos-1337307.mps.gz-r2,58.15,69.17,1,1,2
1238,neos-1337307.mps.gz-r3,71.18,67.39,1,1,2
1239,neos-1337307.mps.gz-r4,45.09,44.81,1,1,2
1240,neos-1367061.mps.gz-r0,2.8,2.68,1,1,2
1241,neos-1367061.mps.gz-r1,2.71,2.82,1,1,2
1242,neos-1367061.mps.gz-r2,2.8,2.78,1,1,2
1243,neos-1367061.mps.gz-r3,42.13,46.58,1,1,2
1244,neos-1367061.mps.gz-r4,2.8,2.86,1,1,2
1245,neos-1396125.mps.gz-r0,22.68,17.33,1,1,2
1246,neos-1396125.mps.gz-r1,16.27,4.69,1,1,2
1247,neos-1396125.mps.gz-r2,10.93,9.59,1,1,2
1248,neos-1396125.mps.gz-r3,22.15,14.58,1,1,2
1249,neos-1396125.mps.gz-r4,16.3,19.32,1,1,2
1250,neos-1425699.mps.gz-r0,0.04,0.04,1,1,2
1251,neos-1425699.mps.gz-r1,0.04,0.04,1,1,2
1252,neos-1425699.mps.gz-r2,0.04,0.04,1,1,2
1253,neos-1425699.mps.gz-r3,0.04,0.04,1,1,2
1254,neos-1425699.mps.gz-r4,0.04,0.04,1,1,2
1255,neos-1430701.mps.gz-r0,0.83,0.81,1,1,2
1256,neos-1430701.mps.gz-r1,3.64,2.42,1,1,2
1257,neos-1430701.mps.gz-r2,1.26,1.28,1,1,2
1258,neos-1430701.mps.gz-r3,1.47,1.42,1,1,2
1259,neos-1430701.mps.gz-r4,0.81,0.86,1,1,2
1260,neos-1445532.mps.gz-r0,0.42,0.4,1,1,2
1261,neos-1445532.mps.gz-r1,0.36,0.38,1,1,2
1262,neos-1445532.mps.gz-r2,0.4,0.39,1,1,2
1263,neos-1445532.mps.gz-r3,0.54,0.5,1,1,2
1264,neos-1445532.mps.gz-r4,0.44,0.44,1,1,2
1265,neos-1445738.mps.gz-r0,6.88,8.32,1,1,2
1266,neos-1445738.mps.gz-r1,9.82,9.03,1,1,2
1267,neos-1445738.mps.gz-r2,9.17,8.68,1,1,2
1268,neos-1445738.mps.gz-r3,11.86,10.29,1,1,2
1269,neos-1445738.mps.gz-r4,9.69,8.39,1,1,2
1270,neos-1445743.mps.gz-r0,7.07,5.95,1,1,2
1271,neos-1445743.mps.gz-r1,8.01,7.71,1,1,2
1272,neos-1445743.mps.gz-r2,4.95,8.11,1,1,2
1273,neos-1445743.mps.gz-r3,7.07,6.74,1,1,2
1274,neos-1445743.mps.gz-r4,9.45,7.88,1,1,2
1275,neos-1445765.mps.gz-r0,7.77,6.88,1,1,2
1276,neos-1445765.mps.gz-r1,10.24,10.54,1,1,2
1277,neos-1445765.mps.gz-r2,11.1,10.54,1,1,2
1278,neos-1445765.mps.gz-r3,10.46,10.59,1,1,2
1279,neos-1445765.mps.gz-r4,5.43,5.45,1,1,2
1280,neos-1456979.mps.gz-r0,56.28,47.4,1,1,2
1281,neos-1456979.mps.gz-r1,45.33,47.49,1,1,2
1282,neos-1456979.mps.gz-r2,57.45,45.75,1,1,2
1283,neos-1456979.mps.gz-r3,45.6,54.93,1,1,2
1284,neos-1456979.mps.gz-r4,48.15,46.55,1,1,2
1285,neos-1516309.mps.gz-r0,0.47,0.46,1,1,2
1286,neos-1516309.mps.gz-r1,0.45,0.47,1,1,2
1287,neos-1516309.mps.gz-r2,0.47,0.47,1,1,2
1288,neos-1516309.mps.gz-r3,0.46,0.45,1,1,2
