File Name,RoundingHeurLevel-0,RootCutLevel-1,StrongBranching-1,StrongBranching-0,RoundingHeurLevel-1,RootCutLevel-0,TreeCutLevel-0,DivingHeurLevel-1,TreeCutLevel-1,SubMipHeurLevel-1,SubMipHeurLevel-0,MipLogLevel-2,DivingHeurLevel-0
load_balancing_2447,1754.33,3600.02,792.52,849.46,1311.52,3600.02,1143.93,786.88,3600.03,849.96,717.73,1000.62,1000.47
load_balancing_2448,3600.01,3584.08,3600.03,3600.04,3600.02,3600.03,3600.04,3600.03,3600.02,3600.02,3600.04,3600.03,3600.03
load_balancing_2449,1916.12,2458.77,1513.39,1352.01,1650.92,3600.03,2040.0,1692.09,1923.36,1553.51,1393.51,1598.76,1688.31
load_balancing_245,3600.02,1576.46,1500.58,1336.08,2278.97,3600.05,1177.77,992.28,1509.14,879.04,3311.56,1423.78,1055.66
load_balancing_2451,3600.02,1699.15,1046.68,3600.03,1088.22,3600.02,1463.88,986.36,2125.56,955.58,1015.54,971.63,987.66
load_balancing_2452,2063.04,2258.89,2106.41,2155.7,2379.08,3600.02,2606.71,2321.12,3600.02,2271.03,1954.0,2322.4,2384.07
load_balancing_2453,3297.68,698.13,371.43,378.82,430.77,3600.05,337.63,356.56,683.52,346.8,311.46,399.89,369.41
load_balancing_2454,526.05,649.08,511.0,559.54,543.19,3600.04,682.37,500.06,1006.04,540.03,444.89,529.09,518.49
load_balancing_2456,805.57,806.27,724.79,683.71,687.07,3600.05,762.63,777.78,879.91,798.95,629.04,779.39,807.96
load_balancing_2459,3600.02,3600.04,3600.04,3600.03,3600.02,3600.02,3600.1,647.43,3600.03,3600.01,3600.02,3600.02,655.88
load_balancing_246,1934.44,891.35,898.41,845.11,856.4,3600.03,1106.76,970.25,1620.68,828.41,809.03,992.37,1087.98
load_balancing_2460,3600.02,626.61,641.21,456.63,547.87,3600.03,591.8,649.32,1003.22,594.7,497.21,650.71,692.17
load_balancing_2461,2440.61,1184.78,1469.5,1035.34,1015.12,3600.05,1499.94,1379.74,2672.9,1669.65,1102.95,1292.56,1290.84
load_balancing_2462,3600.01,3600.05,3600.02,3600.02,3600.01,3600.04,3600.04,3469.9,3600.02,3600.03,3600.05,3568.56,3600.02
load_balancing_2463,1773.38,1416.2,1108.23,1350.82,1162.61,3600.04,1191.14,2098.76,2027.84,1214.08,1052.95,1501.92,1245.39
load_balancing_2464,966.45,1108.5,1012.72,907.27,1042.25,3600.05,1182.26,1215.33,2340.72,1077.08,1502.96,900.23,1320.94
load_balancing_2465,3600.02,1777.56,3600.03,3600.02,1441.42,3600.03,3600.05,3600.02,3600.02,3600.02,3600.01,2328.83,3600.02
load_balancing_2466,926.4,757.59,639.24,601.74,650.13,3600.03,619.91,662.52,867.41,547.01,746.53,752.91,722.7
load_balancing_2467,3600.03,1524.84,1803.4,1503.01,1044.48,3600.03,3600.03,1300.45,3600.03,2340.94,1734.36,1306.47,1307.1
load_balancing_2468,370.09,251.67,187.06,258.73,235.85,3600.03,195.88,194.03,862.25,181.87,185.7,191.3,194.35
load_balancing_247,930.48,516.49,489.48,439.77,343.66,3600.06,501.0,351.33,585.53,454.61,401.56,479.62,351.22
load_balancing_2470,824.43,632.89,657.23,684.4,711.35,3600.06,1020.4,726.59,3600.04,1022.8,1015.23,729.22,616.12
load_balancing_2471,530.74,481.81,509.03,548.54,520.88,3600.06,569.6,439.22,553.0,446.56,485.5,452.77,450.63
load_balancing_2472,3600.01,2010.83,1642.98,1584.31,1620.63,3600.05,2488.2,1275.7,3600.04,2114.79,1707.78,1426.26,1590.03
load_balancing_2474,3600.03,343.55,331.92,317.16,353.91,3600.03,339.99,358.75,342.78,334.8,305.54,377.88,430.32
load_balancing_2476,1423.19,1003.01,850.21,899.71,1053.8,3600.03,985.53,899.64,1295.02,749.13,941.81,847.02,880.86
load_balancing_2477,2786.77,3564.06,3600.02,3212.86,3600.03,3600.05,3266.49,3344.21,3600.02,3600.05,3600.04,3143.2,3205.02
load_balancing_2478,3600.03,2689.04,3600.02,341.48,3600.02,3600.05,3600.02,3600.02,3600.03,361.93,3600.01,3600.02,379.73
load_balancing_2479,538.73,483.47,452.91,398.69,546.54,3600.02,490.18,448.72,380.93,462.43,358.71,436.91,456.36
load_balancing_248,631.36,593.27,707.65,634.86,656.92,3600.03,621.84,675.76,760.82,572.71,462.98,682.2,588.16
load_balancing_2480,661.03,514.73,570.99,525.65,571.59,3600.03,649.8,491.92,551.4,506.25,541.55,623.18,515.08
load_balancing_2481,1222.44,1162.45,948.64,772.41,1032.54,3600.02,1052.58,916.79,2191.43,1004.53,831.96,896.74,909.85
load_balancing_2482,1458.39,615.9,395.17,398.49,450.45,3600.02,470.36,451.21,1765.4,419.29,374.62,451.33,443.96
load_balancing_2484,1491.07,981.68,635.15,689.97,643.44,3600.05,747.77,859.4,711.66,656.41,468.54,679.45,1047.97
load_balancing_2485,3600.02,2375.05,2470.81,2861.17,2195.58,3600.03,3044.44,2375.16,3262.91,2301.08,2436.36,2955.84,2340.88
load_balancing_2486,3600.03,2531.64,2718.72,2530.41,2883.1,3600.06,3134.7,2988.02,3600.03,2670.1,3135.18,1782.69,2857.0
load_balancing_2487,906.21,784.47,707.49,1526.92,1181.99,3600.02,785.98,837.82,1174.77,841.88,941.85,1028.61,832.35
load_balancing_2488,3600.03,3600.02,3600.02,3600.02,3600.03,3600.02,3600.02,875.94,3600.02,3600.03,3600.02,3600.03,3600.03
load_balancing_2493,1057.46,851.79,839.28,955.16,977.05,3600.06,1033.63,817.29,1572.42,723.26,1001.11,774.63,855.64
load_balancing_2496,3600.07,675.52,626.18,650.28,715.86,3600.02,715.95,631.03,743.13,634.82,665.61,677.69,748.68
load_balancing_2497,2444.75,2121.21,2253.52,1976.23,2456.98,3600.02,2488.76,2501.52,3324.57,2329.44,1977.7,2364.26,2393.35
load_balancing_2498,3575.43,3600.04,3600.02,3485.73,3600.02,3600.03,3600.06,3600.02,3600.04,3600.03,3600.02,3600.03,3600.03
load_balancing_25,1109.41,701.67,612.62,573.8,560.85,3600.06,843.24,634.87,991.42,699.67,726.9,723.34,624.03
load_balancing_2500,2453.66,1466.01,1928.61,843.31,945.94,3600.03,870.45,2094.76,1437.32,2363.52,822.95,1979.6,1879.56
load_balancing_2501,1659.1,1223.99,2149.82,1489.46,1329.22,3600.05,2172.0,2509.45,3343.84,2051.98,3600.02,1782.42,1782.08
load_balancing_2504,2371.25,1575.52,834.39,1540.43,1971.64,3600.05,1248.19,1141.36,2758.29,1270.42,1806.81,1254.56,1098.01
load_balancing_2505,3600.02,1627.51,1729.85,1348.93,2705.88,3600.03,679.26,800.62,3600.03,809.91,1727.91,819.13,1755.71
load_balancing_2506,934.38,794.72,1139.08,733.84,1091.55,3600.05,1026.87,1239.89,1233.47,1144.73,980.03,1011.41,1075.43
load_balancing_2507,3600.02,1867.78,993.19,1320.62,1384.28,3600.02,2214.62,1706.08,2642.82,1430.53,1420.37,1515.65,2272.83
load_balancing_2508,2608.4,1948.3,1574.32,1296.55,1509.44,3600.05,2682.31,1578.67,3122.73,1670.07,1322.52,1659.77,1532.82
load_balancing_2509,786.26,561.91,596.26,625.09,660.55,3600.05,670.22,639.54,939.07,716.63,672.95,620.06,639.42
load_balancing_251,1254.91,377.83,390.16,440.87,362.51,3600.03,238.67,207.85,437.1,277.56,314.4,210.51,206.84
load_balancing_2510,1236.87,1699.26,1327.95,1532.58,1570.0,3600.03,1367.92,1350.51,2243.79,1410.8,1501.9,1380.46,1330.03
load_balancing_2512,3600.02,3498.73,3190.31,2777.37,3346.51,3600.02,3600.03,3334.95,3600.03,3590.72,3196.67,2988.67,3068.79
load_balancing_2514,2650.73,2864.91,2053.21,2085.7,2136.31,3600.03,2698.06,2391.88,2817.84,2216.87,2469.03,2340.7,2583.98
load_balancing_2515,1835.81,315.85,330.43,300.65,322.09,3600.02,246.58,340.12,256.63,311.12,268.15,341.9,341.21
load_balancing_2517,522.49,455.91,429.91,485.54,536.73,3600.02,465.83,456.0,724.71,461.38,399.14,536.94,574.49
load_balancing_2518,2751.92,544.09,510.78,414.99,545.8,3600.03,544.5,487.22,624.78,479.68,484.11,525.01,528.9
load_balancing_2519,320.2,432.03,288.03,299.91,296.26,3600.05,337.9,354.24,398.37,258.61,256.88,394.87,377.57
load_balancing_252,3600.01,3449.39,3063.58,1819.53,2088.21,3600.02,3065.13,2614.74,3600.03,2088.32,3195.25,2494.54,3429.05
load_balancing_2520,3101.75,2820.36,2260.17,2426.2,3227.01,3600.03,3600.04,2426.22,3377.11,2592.92,2397.8,2568.44,2309.72
load_balancing_2525,874.33,340.45,327.1,386.64,491.99,3600.03,411.3,360.24,346.29,371.36,556.57,390.23,381.91
load_balancing_2526,1380.99,1064.71,608.7,535.73,549.08,3600.02,646.85,598.91,1456.85,594.21,1182.5,562.41,591.15
load_balancing_2529,2604.23,474.74,521.59,578.67,640.95,3600.03,453.83,731.48,629.77,355.36,779.87,790.82,900.62
load_balancing_253,3600.01,1702.9,1704.08,1713.94,1785.26,3600.05,1660.85,1642.38,2973.78,1825.42,2333.83,1856.09,1689.66
load_balancing_2531,3600.02,858.63,683.27,602.15,694.66,3600.03,749.57,699.61,750.28,634.24,617.57,695.9,671.14
load_balancing_2532,3600.02,2425.43,2091.84,2076.88,2322.27,3600.02,3343.71,2516.9,3600.02,2528.96,2538.22,2212.35,2277.81
load_balancing_2533,1227.3,3600.02,552.99,440.87,432.47,3600.03,609.63,1083.53,557.46,1011.73,578.65,1236.73,633.7
load_balancing_2534,717.39,850.85,705.51,566.33,779.64,3600.02,655.62,623.92,948.87,594.51,570.64,657.02,597.49
load_balancing_2535,1400.15,746.9,563.84,584.71,557.23,3600.05,536.34,614.66,784.08,588.94,537.13,625.37,623.22
load_balancing_2536,2368.25,974.56,1198.69,867.14,1300.63,3600.06,1529.42,1225.44,2706.13,1175.11,1160.44,1235.34,1308.07
load_balancing_2538,1115.59,1023.24,1157.27,893.33,1197.83,3600.04,1386.17,1096.46,2355.64,1076.68,1145.96,1096.14,1123.43
load_balancing_2539,3600.02,3600.03,1776.84,3110.15,3600.03,3600.05,1505.68,1489.42,1960.82,2370.85,1469.55,2519.54,2413.69
load_balancing_254,2046.23,638.02,592.75,678.7,726.58,3600.03,740.97,697.18,783.3,614.09,559.83,577.99,682.73
load_balancing_2541,3600.02,2407.97,2130.47,1849.49,1883.6,3600.04,2236.11,2106.68,2249.28,2039.05,2140.7,2020.15,2058.87
load_balancing_2542,528.65,266.48,220.78,631.09,586.86,3600.03,231.79,225.41,316.59,254.1,443.18,235.09,228.96
load_balancing_2543,3600.02,3600.02,3600.02,3600.03,3600.04,3600.03,2985.79,3600.03,2068.97,3600.02,3600.02,3600.02,3600.03
load_balancing_2545,1420.58,266.03,239.15,372.9,272.88,3600.03,263.61,276.46,392.42,250.89,217.29,275.42,268.75
load_balancing_2546,891.21,616.37,525.55,445.86,649.02,3600.03,528.47,459.67,730.12,498.86,515.77,444.81,453.6
load_balancing_2547,2434.07,889.67,657.48,804.1,845.67,3600.03,1244.03,1255.57,2056.85,1087.4,799.24,1215.57,1224.86
load_balancing_2548,1647.36,1604.71,1448.39,1515.84,1769.93,3600.02,2296.06,1686.9,2732.18,1813.96,1653.9,1568.3,1586.8
load_balancing_2549,932.66,713.41,467.64,559.36,502.15,3600.04,623.33,458.17,713.44,443.29,521.98,462.04,455.98
load_balancing_255,3600.01,814.42,821.16,813.89,741.64,3600.02,795.67,955.01,1400.7,823.89,779.06,847.1,893.75
load_balancing_2550,624.67,292.97,391.69,400.47,300.75,3600.03,314.51,326.48,438.92,466.1,356.1,329.37,328.68
load_balancing_2551,727.12,569.52,612.07,556.12,609.31,3600.03,606.87,600.27,706.69,596.52,536.5,601.06,596.88
load_balancing_2552,920.18,1196.84,874.04,785.49,1102.61,3600.02,1059.45,1175.88,2773.32,976.82,926.76,1060.38,1015.43
load_balancing_2553,3600.01,1057.98,606.1,744.54,671.48,3600.02,765.47,869.55,1068.78,639.01,676.25,780.65,784.93
load_balancing_2554,595.05,719.75,720.6,700.32,668.67,3600.04,796.62,602.22,801.77,685.45,564.79,1141.44,674.79
load_balancing_2555,970.15,633.13,1016.46,945.82,923.22,3600.05,897.69,819.44,1043.79,796.12,859.48,850.95,807.4
load_balancing_2556,923.66,892.52,921.12,823.94,911.41,3600.03,1098.34,897.42,2120.99,984.45,963.61,937.64,1001.74
load_balancing_2558,3600.01,3600.03,3600.04,3600.02,2904.2,3600.02,3600.02,3600.02,3600.02,3600.02,3600.02,3600.02,3600.01
load_balancing_2559,3600.01,2174.46,1038.1,869.44,3600.02,3600.05,591.1,1083.08,1687.27,2580.11,2159.32,1220.63,863.4
load_balancing_256,1963.96,504.87,591.45,604.87,631.45,3600.03,803.18,640.3,865.63,652.66,504.33,544.52,793.27
load_balancing_2560,215.99,152.54,194.45,592.11,308.62,3600.02,213.4,212.51,214.3,206.04,192.23,225.44,388.27
load_balancing_2561,3600.03,3600.02,3600.05,3600.04,3600.05,3600.02,3600.02,3600.04,3600.02,3600.03,3006.6,3468.74,3600.05
load_balancing_2562,513.03,541.99,410.12,479.74,630.42,3600.02,559.16,844.04,753.35,441.83,520.46,796.05,516.84
load_balancing_2565,2221.53,1200.78,1055.48,965.59,1118.04,3600.02,1449.74,1007.71,1779.0,894.66,975.54,1019.46,1036.23
load_balancing_2566,1263.19,1355.35,1581.15,1454.5,1712.55,3600.06,2676.0,1652.27,2852.47,1661.85,1274.91,1639.77,1602.59
load_balancing_2567,1281.75,1191.15,1129.71,980.87,1115.1,3600.01,1294.57,1121.76,1514.07,935.58,854.8,1175.36,1153.25
load_balancing_2568,1016.09,281.69,624.97,263.01,574.82,3600.05,508.15,637.24,559.04,533.89,496.32,655.95,633.77
load_balancing_257,2695.09,2815.86,2801.32,2684.76,2804.56,3600.03,3247.51,2916.37,3196.07,2641.51,2578.58,2954.62,2996.34
load_balancing_2570,3600.05,3600.04,3600.04,3600.02,3600.02,3600.05,3600.05,3600.02,3600.03,3600.02,3275.79,3600.03,3600.02
load_balancing_2571,653.01,612.96,607.48,550.02,637.9,3600.03,579.16,546.72,717.34,476.41,470.65,528.29,659.3
load_balancing_2572,608.43,294.24,343.82,363.79,340.82,3600.02,337.01,372.05,481.12,234.74,291.49,365.13,368.51
load_balancing_2573,386.19,135.24,177.73,183.73,123.58,3600.06,139.92,172.86,231.71,140.49,134.86,171.17,165.34
load_balancing_2574,3600.02,446.85,368.31,395.13,430.7,3600.01,432.63,453.74,432.17,396.87,377.51,450.56,441.12
load_balancing_2575,1200.46,737.49,688.26,553.63,1234.28,3600.02,1223.56,776.87,2270.29,670.45,938.76,1468.36,768.94
load_balancing_2577,667.48,281.91,2659.8,2659.86,3600.02,3600.02,609.28,3600.02,3600.02,3059.98,2462.23,1212.75,3600.02
load_balancing_2578,3600.02,793.18,778.57,574.96,619.31,3600.04,752.49,690.4,1186.18,748.97,1007.2,773.92,684.0
load_balancing_2579,3600.01,3600.03,3255.8,3416.98,2780.7,3600.02,3600.02,3600.03,3600.01,3600.02,3600.04,3600.04,3600.03
load_balancing_258,2409.91,534.51,898.57,843.76,903.6,3600.02,748.25,551.21,1323.63,769.14,1088.3,541.74,526.21
load_balancing_2580,1091.46,767.34,737.53,621.18,807.5,3600.03,763.89,782.67,1033.86,735.7,672.37,793.53,804.87
load_balancing_2581,381.98,162.74,258.32,219.62,148.79,3600.04,147.67,288.1,408.87,180.49,215.19,228.42,293.98
load_balancing_2582,627.26,204.5,349.27,290.35,193.16,3600.06,255.26,319.91,434.06,294.73,242.19,315.68,319.85
load_balancing_2583,3585.86,3600.03,2777.64,1894.53,1963.95,3600.05,2751.85,1970.87,3600.01,3600.02,2049.57,3600.02,3600.05
load_balancing_2584,1530.69,1255.87,1211.51,1095.98,1341.73,3600.02,1348.72,1102.79,1645.86,1490.77,1202.34,1034.85,1032.56
load_balancing_2586,1654.64,2126.53,1974.95,1698.57,1872.01,3600.03,3276.4,2293.6,3600.02,1734.38,2036.83,2675.72,1997.67
load_balancing_2587,3600.03,917.58,644.69,727.5,681.6,3600.05,754.88,703.89,1153.77,675.71,816.09,674.45,1982.05
load_balancing_2588,1915.74,1016.78,1249.7,1152.28,1365.85,3600.02,1923.85,1346.63,2100.01,1215.03,991.34,1920.24,1325.97
load_balancing_2589,2284.05,2223.01,2058.77,1958.27,2209.63,3600.03,2120.61,1616.28,2004.73,2260.01,1757.39,1613.89,1550.26
load_balancing_259,3600.01,597.17,496.6,466.39,448.63,3600.03,524.58,511.24,608.34,496.43,444.26,556.92,470.56
load_balancing_2590,3600.02,168.62,122.73,190.26,1842.81,3600.02,138.18,134.82,1965.36,182.5,315.91,132.63,132.45
load_balancing_2591,3600.03,764.92,595.09,558.9,748.39,3600.04,710.88,678.62,940.4,644.88,757.7,675.8,1275.07
load_balancing_2592,1555.71,249.4,326.71,317.99,404.05,3600.04,359.48,374.85,455.37,352.28,337.63,360.35,365.68
load_balancing_2593,3600.02,3600.02,3600.02,3309.52,3600.03,3600.05,3600.02,3600.02,3600.04,3600.03,3476.46,3600.03,3600.03
load_balancing_2595,2240.08,2362.77,1526.36,1508.59,2241.05,3600.02,2629.04,2351.91,2842.53,1456.55,1504.19,2271.09,2425.64
load_balancing_2596,601.01,735.91,677.43,632.37,646.89,3600.03,832.53,681.35,878.99,586.91,532.49,717.11,609.87
load_balancing_2597,2558.49,1764.95,1859.31,1908.1,2945.09,3600.06,3431.9,1585.47,3600.02,2926.72,2117.65,1602.81,1716.34
load_balancing_2598,1227.25,935.25,1091.95,1033.7,1249.44,3600.04,1079.48,1096.98,1349.06,1297.53,1012.14,1083.78,1053.89
load_balancing_2599,1335.5,435.44,363.78,356.64,505.32,3600.05,446.54,402.05,492.78,368.41,384.86,405.57,412.9
load_balancing_26,2385.28,711.39,648.46,605.11,585.49,3600.02,637.43,576.39,594.93,643.01,514.16,684.91,540.43
load_balancing_260,1022.27,982.16,829.12,577.97,821.81,3600.04,1167.82,784.84,2681.16,745.49,569.0,794.0,776.27
load_balancing_2600,3600.03,2691.41,3476.14,2746.35,3250.21,3600.05,3600.02,3559.75,3600.04,3262.16,2686.28,3329.56,3600.03
load_balancing_2601,3503.86,413.03,255.93,260.91,286.74,3600.06,387.24,275.07,473.49,387.19,369.57,269.34,273.73
load_balancing_2602,3035.48,3600.02,3600.02,3317.21,3588.4,3600.05,3600.02,3600.02,3600.03,3499.8,3442.26,3568.8,3600.02
load_balancing_2603,1038.53,1006.26,1067.89,1006.03,992.77,3600.06,1378.37,842.99,2314.35,957.78,1004.61,1054.28,826.8
load_balancing_2604,751.0,617.33,761.15,626.08,551.74,3600.05,704.39,800.35,684.61,615.84,612.8,932.6,845.27
load_balancing_2606,445.07,328.61,295.08,298.13,217.34,3600.05,239.0,305.23,569.91,177.15,244.36,322.76,308.71
load_balancing_2607,3600.01,1861.33,1821.74,1311.59,2953.5,3600.05,1739.43,1886.47,3556.4,1333.3,1639.65,1849.72,1856.78
load_balancing_2608,1169.48,1352.78,1147.86,930.79,1142.99,3600.04,1994.24,1133.85,1605.26,1002.38,1154.32,1896.64,1155.06
load_balancing_2609,950.89,754.04,894.58,647.08,1023.12,3600.05,1152.88,762.25,2380.74,909.97,764.53,795.63,835.88
load_balancing_261,1888.02,1791.7,1669.83,1810.9,1659.7,3600.03,3242.4,1777.89,3600.03,1986.32,1697.84,1854.44,1985.5
load_balancing_2610,1375.45,2724.72,2649.87,1144.44,681.56,3600.05,3313.37,3600.02,509.89,393.57,1855.72,632.04,1426.65
load_balancing_2611,3600.01,2399.08,1478.01,1622.62,1322.75,3600.02,2545.81,1531.12,2641.75,1565.94,1415.56,1383.54,1559.94
load_balancing_2612,587.03,1103.5,594.87,404.9,554.7,3600.03,489.88,676.74,527.18,526.14,484.57,700.44,694.76
load_balancing_2613,2483.56,3600.02,3600.02,3134.0,3600.03,3600.03,3600.04,3475.97,3600.03,3204.95,3600.02,3563.0,3344.25
load_balancing_2614,2690.88,2597.63,2786.47,2855.65,1889.04,3600.03,3600.03,3476.53,3600.05,2655.49,1754.17,3380.79,3062.67
load_balancing_2615,3600.03,3600.03,2962.04,2458.23,3099.92,3600.05,3600.02,3322.79,3600.03,2828.52,2468.01,3336.68,3331.06
load_balancing_2616,525.93,420.68,433.9,350.33,409.8,3600.02,506.79,417.9,484.33,495.21,376.45,472.91,416.09
load_balancing_2617,3600.01,1196.92,816.56,684.41,818.42,3600.02,895.89,815.21,1258.98,697.76,598.91,806.95,805.4
load_balancing_2618,3600.03,3600.03,3600.03,3600.03,539.62,3600.02,3600.01,3600.02,3600.02,3600.02,3600.02,3600.02,3600.02
load_balancing_2619,3600.02,3600.03,1165.45,3600.03,3077.92,3600.02,1360.84,1124.05,3600.02,1241.96,3600.02,1289.9,1138.23
load_balancing_262,687.84,664.78,677.4,680.41,697.42,3600.06,665.53,566.76,853.43,621.88,633.51,620.64,574.67
load_balancing_2620,3600.03,2730.48,2769.64,2931.06,2316.41,3600.05,3600.02,2869.96,3600.03,2771.48,3600.02,2694.12,3600.03
load_balancing_2621,3600.02,2661.85,1865.47,1603.99,1755.38,3600.05,1773.99,1664.19,3471.4,1727.63,1921.23,1912.07,3600.02
load_balancing_2622,2385.84,866.1,551.48,2576.67,772.57,3600.04,3600.01,1970.0,2970.89,1374.11,893.04,825.47,951.3
load_balancing_2625,746.42,990.24,621.11,618.99,611.04,3600.03,756.45,674.94,2086.25,673.85,572.33,661.83,633.35
load_balancing_2626,978.45,1063.65,761.07,897.78,945.9,3600.05,1268.07,825.7,2662.68,989.75,810.97,858.98,845.07
load_balancing_2627,3600.02,3600.03,3600.02,3600.02,3515.51,3600.02,3600.05,3600.02,3600.03,3311.2,3600.03,3288.89,3600.02
load_balancing_2629,1357.85,1422.65,1022.23,1044.48,1308.75,3600.02,1351.17,1423.65,1356.53,1231.51,1205.77,1282.09,1314.65
load_balancing_263,3600.02,1548.94,3600.02,3600.02,674.45,3600.05,3600.02,585.46,3600.02,1066.19,2990.87,1290.65,437.0
load_balancing_2630,3600.02,3600.03,3600.04,3600.02,3600.03,3600.02,3600.03,2778.37,3600.02,3600.04,3600.02,3600.03,3600.02
load_balancing_2633,848.23,883.02,785.59,681.01,851.84,3600.02,806.6,801.26,962.38,740.0,824.4,770.99,775.83
load_balancing_2634,2640.76,2923.4,2821.22,2603.97,2717.28,3600.05,2920.72,2867.6,3600.03,2625.73,2350.68,2703.95,3035.46
load_balancing_2635,2218.15,2317.28,2093.88,1885.79,2054.36,3600.02,2150.53,1962.38,3219.3,1543.15,2537.21,2532.75,1405.67
load_balancing_2636,3600.02,3600.03,3593.3,3185.69,3600.03,3600.05,3600.03,3600.04,3600.02,3014.02,3207.91,3384.99,3600.04
load_balancing_2638,2424.55,1081.8,1041.96,949.63,905.53,3600.02,909.58,777.84,1316.42,1005.8,959.3,852.39,769.47
load_balancing_2639,3600.01,2352.29,1667.06,2360.09,1568.8,3600.03,1830.28,1537.74,3600.05,1953.32,3502.64,2987.2,2327.98
load_balancing_264,3600.02,2008.13,2878.84,2645.12,3034.64,3600.03,3600.03,2847.93,3600.02,2980.84,3114.19,2734.27,2698.37
load_balancing_2640,3600.01,2997.26,2330.33,2340.75,1362.98,3600.03,3600.01,1927.42,3600.02,1925.16,2240.27,1940.9,1918.23
load_balancing_2641,586.74,517.92,289.68,374.79,348.41,3600.03,302.0,349.41,507.63,348.33,372.88,327.74,353.59
load_balancing_2642,3600.02,1535.62,566.91,961.6,1050.63,3600.03,776.99,993.43,2005.56,795.48,858.69,733.43,896.26
load_balancing_2643,2251.79,2511.81,1561.55,1568.74,1646.07,3600.03,1735.93,1326.74,3050.44,1636.87,1452.83,1540.74,1572.67
load_balancing_2644,2840.42,316.75,397.23,362.83,419.09,3600.05,357.07,410.54,422.11,364.84,386.11,419.64,427.04
load_balancing_2647,1909.12,2167.43,1901.86,1427.72,2501.02,3600.03,1702.06,3085.63,3600.04,2156.93,2053.74,2337.22,2232.24
load_balancing_2649,1106.01,266.72,379.9,363.45,265.91,3600.02,267.82,301.38,473.4,296.89,338.15,361.94,320.34
load_balancing_265,3600.04,3600.01,3600.04,3600.02,3600.02,3600.05,3600.02,3600.02,3600.02,3362.53,3600.04,1877.76,3370.36
load_balancing_2650,993.52,699.63,669.94,474.74,1122.15,3600.02,994.49,535.39,639.78,496.81,606.54,644.43,525.4
load_balancing_2651,3600.02,2455.17,2190.67,3600.03,3094.0,3600.02,3600.03,2659.34,3600.03,3035.71,2452.05,2653.49,2943.35
load_balancing_2652,3600.03,2168.53,2712.56,2379.92,3600.02,3600.02,2723.91,2702.26,3538.66,2804.31,3454.28,3280.9,2784.13
load_balancing_2653,858.34,519.22,507.72,845.44,697.87,3600.05,475.28,558.81,658.39,488.92,576.77,517.33,933.03
load_balancing_2654,3600.01,1079.14,1079.72,986.02,1189.98,3600.02,1256.06,1069.97,2666.67,1024.55,871.98,1057.31,1067.71
load_balancing_2655,787.61,690.42,537.52,283.16,451.93,3600.03,518.21,483.23,585.92,307.68,397.8,499.56,486.03
load_balancing_2656,191.7,155.51,128.7,169.96,152.13,3600.06,182.81,127.97,361.67,133.64,121.79,132.41,127.68
load_balancing_2657,559.0,315.94,303.52,392.81,277.72,3600.02,289.78,329.54,494.53,283.94,275.48,344.44,327.61
load_balancing_2658,1795.14,1989.95,2162.99,1557.49,2057.13,3600.03,2685.84,1260.91,1290.83,1811.67,1428.77,1252.33,1267.17
load_balancing_2660,761.31,662.28,526.08,533.3,597.17,3600.02,619.88,574.63,841.59,570.77,520.88,574.92,556.3
load_balancing_2661,3600.04,1464.65,3600.01,3600.02,3600.02,3600.04,3600.02,3600.02,3600.04,1312.34,3600.01,1497.5,1700.81
load_balancing_2662,2598.66,2613.41,2276.49,2023.97,2740.53,3600.04,2392.11,2330.9,3113.49,2088.43,2551.83,2091.15,2226.72
load_balancing_2663,3600.02,1546.13,1245.23,1076.87,1742.78,3600.04,1531.31,1371.06,3600.01,1636.93,1492.57,1366.81,1559.81
load_balancing_2664,2638.4,3060.31,2659.51,1691.33,1797.32,3600.05,2853.46,2787.89,1955.15,1589.48,1596.13,1693.13,2749.88
load_balancing_2665,723.43,390.63,523.96,475.57,556.58,3600.05,452.08,493.41,577.93,372.19,397.47,522.75,498.18
load_balancing_2666,1092.55,964.6,753.79,638.29,959.52,3600.03,758.44,692.42,798.66,604.08,693.27,637.25,3600.02
load_balancing_2667,761.97,1057.73,845.25,747.28,996.55,3600.02,834.85,738.18,1180.55,721.97,794.15,1146.22,740.18
load_balancing_267,3600.02,3584.62,3600.02,3600.03,3600.02,3600.03,3600.03,3600.02,3600.03,3600.02,3600.03,3600.03,3600.03
load_balancing_2670,3591.76,3483.64,3400.74,3286.64,3142.18,3600.04,3600.03,3555.36,3600.02,3047.85,2951.74,3600.02,3520.85
load_balancing_2671,413.42,345.94,404.4,322.03,402.12,3600.02,376.42,283.04,373.34,354.72,330.23,396.02,281.89
load_balancing_2673,3600.02,3600.02,3243.73,2482.59,3600.02,3600.02,3600.03,3600.02,3600.04,2887.3,3600.02,2839.23,3600.07
load_balancing_2674,3499.23,3166.38,2854.19,2805.39,2754.05,3600.03,3600.02,3321.88,3600.03,2985.71,2584.35,2961.11,2944.1
load_balancing_2675,2446.51,2642.1,1631.5,1597.07,1611.15,3600.04,1552.21,1842.1,2859.56,1616.24,1665.64,1781.58,1644.3
load_balancing_2678,2217.16,2546.83,1732.38,3600.03,2048.02,3600.03,2882.96,3110.49,3600.02,1770.24,1790.49,2162.19,2358.56
load_balancing_2679,3600.01,200.69,2491.04,3600.02,421.71,3600.02,187.43,502.03,969.59,271.71,366.89,191.92,1402.59
