File Name,RoundingHeurLevel-0,RootCutLevel-1,StrongBranching-1,StrongBranching-0,RoundingHeurLevel-1,RootCutLevel-0,TreeCutLevel-0,DivingHeurLevel-1,TreeCutLevel-1,SubMipHeurLevel-1,SubMipHeurLevel-0,MipLogLevel-2,DivingHeurLevel-0
load_balancing_1679,434.48,229.96,315.36,280.88,299.77,3600.03,354.93,319.11,454.66,345.92,301.41,329.18,487.5
load_balancing_1680,2529.41,3600.02,675.88,3600.02,3600.03,3600.02,3600.02,745.95,3600.03,3600.03,3600.03,653.49,3600.03
load_balancing_1681,2731.26,2491.08,3335.89,3246.08,2976.91,3600.05,3025.84,2084.03,3372.76,3202.87,3182.26,1874.24,2896.15
load_balancing_1683,774.64,717.16,567.71,562.0,555.98,3600.03,652.65,602.64,2130.13,579.53,523.38,567.4,612.02
load_balancing_1684,1625.93,1100.5,1453.97,1562.89,2250.1,3600.05,2803.62,2677.43,1811.2,1384.43,1607.55,1692.42,1890.2
load_balancing_1685,1774.32,647.67,659.59,754.18,752.18,3600.03,787.41,674.55,976.29,700.0,667.44,763.18,656.27
load_balancing_1686,3600.01,3600.03,2268.8,2267.21,2691.36,3600.05,3600.05,2565.29,3600.04,2307.93,2223.54,2730.76,2570.08
load_balancing_1687,3600.01,846.1,629.91,493.85,657.38,3600.05,851.71,567.0,1052.48,756.92,723.93,802.29,565.25
load_balancing_1688,3600.05,3600.03,3600.04,3600.03,3600.02,3600.02,3600.03,3600.03,3600.02,3600.03,3457.01,3600.04,3600.02
load_balancing_1689,3600.02,3600.03,3600.04,2802.14,3600.03,3600.05,3600.03,3600.04,3600.03,3442.53,3600.03,3600.02,3600.04
load_balancing_169,3600.01,3600.02,3600.02,3600.03,3600.03,3600.02,480.08,517.65,3600.03,433.48,3600.03,3600.03,528.98
load_balancing_1690,3600.02,2190.12,1674.27,1943.82,2411.45,3600.05,3600.02,1923.62,3600.03,2456.04,2092.43,2259.67,1946.41
load_balancing_1691,3600.01,3550.4,3600.03,3234.86,3600.04,3600.05,3600.03,3600.02,3600.04,3600.02,3600.02,3600.03,3600.02
load_balancing_1693,437.0,214.82,155.7,191.45,161.84,3600.02,181.35,163.44,235.52,186.61,284.19,167.88,285.39
load_balancing_1695,544.35,282.39,313.58,342.17,263.31,3600.03,317.56,389.77,435.26,283.57,367.98,295.48,308.23
load_balancing_1696,3600.02,1539.0,689.63,653.35,3600.01,3600.02,3600.04,3600.03,857.84,1966.63,1430.7,1939.97,1369.68
load_balancing_1697,2844.47,2768.17,2746.32,1848.26,3061.3,3600.03,3600.02,2726.26,3600.03,3137.17,2153.8,2931.31,2721.43
load_balancing_1698,1343.05,296.46,388.59,317.21,258.1,3600.06,402.4,400.66,286.53,278.47,348.7,386.08,408.71
load_balancing_1701,379.24,217.76,284.25,226.6,178.32,3600.03,211.06,189.02,494.11,225.95,238.33,183.87,185.81
load_balancing_1703,863.03,1026.07,746.4,936.25,764.52,3600.06,918.31,881.73,1099.79,1020.68,748.15,872.28,895.92
load_balancing_1705,485.01,306.64,216.12,254.69,277.31,3600.02,285.09,251.18,341.25,239.53,212.53,240.09,250.64
load_balancing_1706,537.12,588.71,478.24,443.67,487.24,3600.02,517.01,575.35,560.22,471.39,527.54,557.76,574.91
load_balancing_1707,3600.01,442.95,3600.03,3600.03,3600.04,3600.05,3600.02,435.56,3600.02,3584.27,3600.02,3600.02,3600.03
load_balancing_1708,3600.01,3207.81,3234.4,2508.17,2891.97,3600.05,3600.03,3600.03,3600.05,3179.17,2901.21,3600.02,3600.03
load_balancing_1709,2601.96,2421.35,1898.74,1160.69,1318.2,3600.06,1388.4,1473.9,1372.91,1238.84,1343.59,1365.15,1579.75
load_balancing_1710,3060.29,712.34,767.7,559.15,703.35,3600.06,603.92,659.57,804.65,854.22,705.7,655.52,665.63
load_balancing_1711,873.83,870.6,842.15,830.22,1144.24,3600.04,1008.29,1005.45,1914.01,930.4,849.96,982.89,891.63
load_balancing_1712,514.45,508.95,459.99,451.71,505.77,3600.03,504.26,494.18,651.67,478.13,477.88,520.51,490.21
load_balancing_1715,977.48,3600.02,362.86,428.69,505.97,3600.02,454.32,460.78,3600.02,419.9,436.96,407.85,505.26
load_balancing_1717,596.7,440.4,425.99,449.82,549.22,3600.03,445.73,420.81,428.86,423.02,399.58,429.09,412.72
load_balancing_1718,623.02,503.02,370.61,346.46,451.26,3600.04,461.24,446.75,619.63,404.01,437.15,403.89,400.79
load_balancing_1719,2652.07,2787.02,1856.14,2141.56,2443.85,3600.05,3600.02,2646.14,3600.03,2886.66,2432.54,1862.11,2136.31
load_balancing_1720,1368.81,1255.29,1288.42,1245.77,1131.33,3600.05,1995.28,1462.25,1507.56,1244.18,1252.64,1332.04,1452.83
load_balancing_1721,2093.48,1288.93,1732.96,1883.09,2036.04,3600.05,2188.36,1927.43,2026.29,1853.42,2291.03,1725.59,1785.58
load_balancing_1722,3600.02,3588.47,3600.05,3600.02,3600.03,3600.05,3600.02,3600.03,3600.02,3600.02,3463.68,3600.04,3600.03
load_balancing_1723,748.83,770.29,1060.4,773.64,765.42,3600.02,926.94,1216.76,2062.9,792.06,1035.21,1163.11,1079.77
load_balancing_1724,3600.01,3089.54,3410.97,2922.38,3005.59,3600.04,3600.04,2978.88,3600.03,2760.75,2850.21,3600.02,2968.32
load_balancing_1725,3600.01,1736.04,1353.25,1438.48,2259.84,3600.04,2703.53,2163.11,3600.03,1463.13,1846.51,1337.63,2088.66
load_balancing_1727,989.62,762.9,933.38,795.04,1017.72,3600.02,1054.29,1064.87,1308.15,1044.54,924.79,1029.45,1072.96
load_balancing_1729,2075.45,2025.52,1667.5,1630.29,1655.45,3600.04,3600.03,1906.84,3600.02,1684.88,1708.16,1925.06,1791.73
load_balancing_173,963.74,635.67,577.66,495.5,757.67,3600.02,631.97,711.65,685.65,559.24,463.07,639.61,751.76
load_balancing_1731,3600.04,1299.7,1132.98,1685.77,1055.36,3600.02,1040.25,905.41,1640.61,1346.04,1421.99,999.33,910.2
load_balancing_1732,2514.92,3593.62,2356.98,1968.02,1800.43,3600.05,3600.03,2365.96,3600.03,1968.55,2023.08,2388.39,2173.01
load_balancing_1733,1650.08,1729.82,1540.72,1513.37,1465.11,3600.04,2778.85,1453.37,2685.5,1840.9,1491.67,1475.99,1545.41
load_balancing_1734,1905.29,3600.02,3600.04,3600.02,377.74,3600.02,3600.02,3600.02,3600.03,409.98,3600.02,3600.02,3600.02
load_balancing_1735,480.36,521.36,486.72,438.75,468.9,3600.05,451.11,485.45,529.14,457.61,411.17,492.56,492.04
load_balancing_1736,3600.01,3597.46,3600.02,3600.02,3600.04,3600.03,3600.02,3600.04,3600.03,3600.05,3600.02,3600.03,3600.04
load_balancing_1737,2049.0,887.24,744.87,649.03,802.15,3600.05,834.36,759.01,894.3,756.99,679.46,775.95,748.52
load_balancing_1739,1528.1,1108.46,1014.59,1098.77,857.89,3600.02,925.13,1181.3,2580.04,882.98,818.55,848.51,793.86
load_balancing_174,1880.34,2026.78,2119.44,2398.03,2234.19,3600.06,2576.75,2117.9,2873.67,1595.27,2391.96,2357.42,2302.39
load_balancing_1742,1896.05,2239.26,1990.1,1828.97,1797.0,3600.02,2008.1,2014.98,3600.03,1639.09,1809.14,1691.94,2087.08
load_balancing_1744,1675.34,2143.19,1984.67,1704.76,1404.0,3600.04,2369.47,1387.69,2503.57,2161.6,1864.21,1280.09,1400.58
load_balancing_1745,1313.03,1491.68,1319.69,1286.05,968.59,3600.02,2717.37,1871.04,3600.03,1422.81,1563.45,1448.31,1271.8
load_balancing_1746,993.24,952.3,914.55,1018.72,1165.57,3600.03,955.61,1034.06,2072.41,1024.64,990.67,1095.15,1118.52
load_balancing_1749,656.64,593.96,490.32,447.64,1134.36,3600.03,676.54,462.81,3600.02,513.84,679.55,455.02,461.43
load_balancing_1750,3600.01,3600.03,3381.85,3308.25,3600.03,3600.02,3600.03,3600.02,3600.02,3340.54,3600.02,3600.03,3600.03
load_balancing_1752,2727.39,2109.59,2389.45,2011.41,2755.59,3600.02,3600.02,2873.77,3600.03,2179.61,2430.24,2417.92,2897.46
load_balancing_1753,3600.01,3326.23,2837.92,2853.18,3068.37,3600.03,2814.5,3204.27,3600.02,3195.43,3307.11,3120.17,3103.46
load_balancing_1754,1043.77,1182.42,1273.42,1013.34,1284.72,3600.05,1056.23,1029.14,1346.18,1082.84,970.8,1126.1,1056.0
load_balancing_1755,1493.55,583.14,223.02,355.3,265.85,3600.03,356.67,244.16,725.12,257.22,462.36,262.75,249.9
load_balancing_1757,506.65,744.43,302.06,471.14,530.69,3600.05,321.59,556.64,313.04,257.09,427.9,397.99,395.61
load_balancing_1758,2420.42,1092.08,1248.0,1310.82,1267.36,3600.03,2209.89,1334.24,1904.04,1243.95,1619.08,1176.93,1160.07
load_balancing_1760,904.9,691.88,837.98,762.23,805.78,3600.06,869.91,874.4,1258.34,790.52,885.59,893.83,779.78
load_balancing_1761,1049.14,3600.03,3600.03,1548.04,698.19,3600.03,812.2,3600.02,2972.23,646.49,3377.27,3600.02,3600.02
load_balancing_1762,731.68,406.46,350.96,439.83,428.93,3600.03,500.81,494.9,513.83,428.65,417.0,364.72,412.0
load_balancing_1763,3600.01,2780.13,2326.02,2177.9,2297.71,3600.02,2257.96,2428.38,3600.03,2831.23,2803.59,2318.22,2396.7
load_balancing_1764,3600.03,2822.46,3600.04,3262.9,3600.04,3600.02,3422.34,3449.27,3600.02,3329.57,3600.04,2985.1,3600.03
load_balancing_1765,336.24,376.69,513.62,401.33,592.25,3600.03,496.31,337.09,411.22,361.58,467.23,600.51,337.19
load_balancing_1766,3600.02,3600.03,2978.12,2915.09,3600.03,3600.02,3600.01,3600.02,3600.03,2899.3,3192.13,3468.95,3173.74
load_balancing_1768,3600.01,3600.05,3600.04,2765.38,3600.02,3600.02,3346.98,3600.02,3600.02,3149.29,3600.03,3600.04,3600.05
load_balancing_1769,1207.08,760.18,804.68,628.03,832.93,3600.02,1007.25,736.73,3089.67,859.24,659.66,765.5,729.97
load_balancing_177,3250.0,872.81,840.57,1212.12,816.5,3600.05,1222.87,864.21,1729.73,698.27,922.73,863.36,867.41
load_balancing_1771,1555.9,801.84,828.4,772.32,973.49,3600.05,1016.66,836.99,1210.82,903.75,936.32,791.64,834.09
load_balancing_1772,603.31,659.48,723.07,464.37,671.48,3600.05,591.37,653.81,955.93,648.46,554.98,566.76,685.58
load_balancing_1773,749.7,613.82,759.14,627.26,784.04,3600.03,870.22,850.18,614.85,689.94,681.88,785.4,865.14
load_balancing_1774,1607.15,1331.25,954.6,1046.72,1409.97,3600.03,1329.03,1195.12,2653.03,1006.36,1019.27,1047.61,1191.79
load_balancing_1776,396.76,260.88,364.74,325.82,393.51,3600.02,371.94,358.24,284.0,423.04,368.04,382.86,449.37
load_balancing_1777,2175.53,1132.34,1309.88,1162.63,1157.83,3600.03,2215.99,1106.53,2302.95,1367.48,1050.35,1082.6,1172.71
load_balancing_1778,2936.88,3600.03,3234.81,2217.31,3443.35,3600.03,3600.02,3519.83,3600.06,3333.5,2766.39,3600.03,3600.03
load_balancing_1779,452.3,426.69,689.35,380.12,534.22,3600.04,785.31,446.77,355.65,295.11,488.48,408.3,420.54
load_balancing_1781,2245.86,3253.92,1883.02,1642.66,2571.64,3600.06,3319.31,1696.49,2756.52,1670.67,1806.98,1894.5,1585.29
load_balancing_1782,542.25,413.1,458.59,414.27,466.74,3600.03,434.78,330.63,1328.64,258.42,296.39,344.23,330.23
load_balancing_1784,2847.49,2595.55,2919.7,2592.73,2629.01,3600.03,3052.92,2447.12,3512.31,2878.66,2267.44,2325.26,2451.96
load_balancing_1785,1584.21,1095.35,886.52,768.03,1115.37,3600.05,870.48,981.73,1291.22,1060.47,741.15,954.43,978.03
load_balancing_1788,3600.01,3600.02,3600.02,3600.02,3600.02,3600.02,3600.03,3600.02,2110.9,3600.02,3600.02,3600.03,3123.94
load_balancing_1789,3600.03,3600.02,1111.21,3600.04,841.32,3600.02,783.05,3600.02,1255.77,728.58,829.51,2183.98,3600.02
load_balancing_179,1028.34,927.16,848.94,997.94,809.07,3600.03,824.37,845.9,1103.91,819.3,778.79,845.94,862.48
load_balancing_1790,3364.78,3376.23,3358.64,2839.11,3600.04,3600.03,3573.15,3452.43,3600.02,2961.9,3320.57,3600.02,3431.79
load_balancing_1791,414.99,383.81,364.39,346.69,353.53,3600.05,338.41,405.62,471.6,377.51,308.71,397.68,317.97
load_balancing_1793,2470.79,2333.85,1969.57,1791.93,1677.11,3600.04,2206.37,1882.41,3600.04,1853.47,1824.05,1758.33,1888.76
load_balancing_1794,537.97,327.89,357.94,342.0,363.24,3600.06,356.47,427.86,540.6,470.08,381.53,395.62,419.88
load_balancing_1796,3600.02,3153.61,1399.3,903.5,867.4,3600.02,1050.52,1178.34,1471.71,1094.79,1258.01,1111.66,1207.67
load_balancing_1798,924.24,1001.99,865.3,761.79,828.83,3600.05,876.98,817.98,1133.88,864.96,833.18,796.31,813.3
load_balancing_1799,1040.54,704.34,957.08,780.89,854.87,3600.04,1211.15,955.34,1088.76,884.81,747.1,1029.09,2492.64
load_balancing_1800,3600.02,1054.1,1743.73,827.43,1114.93,3600.05,1437.13,1093.02,979.44,1060.05,1080.53,1161.56,1107.76
load_balancing_1801,3600.03,2929.2,2486.13,1783.21,2015.43,3600.02,3271.91,3171.22,3600.02,2045.68,2674.55,3038.32,2447.91
load_balancing_1802,1217.95,1470.41,1266.25,1273.0,1092.68,3600.03,1513.39,1128.9,2508.87,1227.44,1186.97,1346.98,1008.71
load_balancing_1803,2620.48,1900.93,1512.92,1572.18,2437.3,3600.04,2625.5,1800.8,3231.85,3587.92,1878.17,1838.95,1802.12
load_balancing_1804,2235.57,1856.89,1431.37,771.94,906.33,3600.02,780.73,938.78,1022.18,746.09,765.31,926.07,1016.38
load_balancing_1805,3600.03,589.41,440.27,411.18,624.74,3600.06,473.88,540.46,627.67,464.57,448.7,534.18,534.17
load_balancing_1806,3133.29,3248.73,3259.59,2854.88,3265.47,3600.02,3600.03,3600.03,3600.05,2527.82,3499.73,2911.73,2922.24
load_balancing_1807,3600.02,3600.03,2887.45,2300.93,2703.48,3600.04,2221.7,1837.74,3600.02,2732.98,1920.76,2335.29,1664.83
load_balancing_1809,1768.34,1572.27,1476.36,1669.57,2252.77,3600.03,2711.75,1397.68,3600.02,2453.03,1598.08,1296.9,1580.06
load_balancing_181,3600.04,891.8,826.75,726.69,1286.52,3600.03,801.17,878.13,1001.54,831.26,1114.27,759.66,877.12
load_balancing_1810,1829.58,2041.35,1989.84,2053.05,2295.56,3600.03,2571.72,2084.35,2926.98,1409.06,1576.9,1672.8,1979.51
load_balancing_1811,1613.29,618.31,638.48,601.18,573.83,3600.02,698.15,710.9,1372.27,673.23,646.08,607.51,712.0
load_balancing_1812,3600.02,1859.99,1848.39,1767.81,1796.13,3600.03,2542.32,1779.77,2689.44,1948.97,1682.39,1860.99,1821.08
load_balancing_1814,405.26,226.86,181.27,190.19,157.63,3600.02,176.3,182.55,269.52,218.97,250.83,185.85,175.38
load_balancing_1815,3600.02,450.68,317.96,436.65,322.4,3600.03,453.78,327.4,461.81,299.75,448.89,339.31,328.71
load_balancing_1817,1913.37,2226.56,1848.59,1408.36,2032.62,3600.03,3600.02,1900.68,3600.04,1798.53,1846.66,1750.12,1792.11
load_balancing_1818,1401.45,1376.52,1209.65,1429.65,1181.42,3600.03,1529.46,1207.73,2545.7,1393.13,996.53,1252.47,1225.64
load_balancing_1819,3600.01,3600.03,564.19,639.14,357.08,3600.06,555.18,913.89,673.61,634.05,565.52,658.03,943.56
load_balancing_182,3164.89,3600.03,3600.02,3060.19,3600.03,3600.02,3600.03,3600.04,3600.02,3048.2,2794.54,3510.86,3254.15
load_balancing_1821,1051.18,251.96,221.62,264.51,242.25,3600.02,297.32,311.34,323.97,212.76,296.43,317.57,186.36
load_balancing_1822,3600.02,614.08,477.82,565.42,581.91,3600.02,650.77,531.11,660.95,610.97,507.61,501.14,523.12
load_balancing_1823,1386.24,1473.04,872.86,943.42,1029.59,3600.05,1479.17,1033.64,1786.13,953.39,1025.3,981.8,937.74
load_balancing_1824,1042.6,719.88,798.26,553.7,631.89,3600.03,1273.95,898.95,3600.03,832.04,930.71,838.79,862.43
load_balancing_1825,3600.01,1306.91,830.56,757.33,923.04,3600.03,959.06,901.28,1951.82,929.57,789.91,891.45,869.68
load_balancing_1826,3600.02,1605.7,2114.83,1813.18,1114.57,3600.06,2526.92,3600.02,3600.02,1336.21,1732.76,3600.02,2404.11
load_balancing_1827,3600.02,635.47,686.7,451.49,635.11,3600.02,783.47,686.38,975.95,603.14,672.56,632.98,718.88
load_balancing_1828,790.34,731.36,611.2,614.27,637.79,3600.05,693.21,636.88,729.35,666.74,655.26,633.2,605.1
load_balancing_1829,1065.82,644.36,735.0,719.99,821.67,3600.02,717.22,684.36,1557.21,664.92,666.09,676.52,700.34
load_balancing_183,872.68,803.21,686.99,693.99,688.79,3600.06,789.25,632.18,1482.7,664.78,648.04,734.32,660.55
load_balancing_1830,886.63,836.05,901.94,745.3,680.7,3600.06,1010.49,843.89,1520.8,884.59,734.85,881.48,800.68
load_balancing_1831,2638.75,3592.2,3151.64,3600.04,3453.02,3600.02,3600.04,3508.64,3600.03,3238.15,2887.01,3163.61,3467.16
load_balancing_1833,3600.02,2176.0,2788.12,2067.58,3088.66,3600.03,3476.12,3002.35,3600.04,3336.49,2127.65,2798.14,2857.61
load_balancing_1835,701.61,702.92,750.24,517.9,558.42,3600.06,707.68,656.81,614.22,555.15,485.87,649.48,662.88
load_balancing_1836,790.16,739.09,712.53,727.12,773.48,3600.02,696.83,758.38,1203.16,732.23,649.27,749.19,761.95
load_balancing_1837,1965.93,1526.35,1774.45,1749.09,1658.96,3600.02,1753.68,1768.2,2422.17,1614.59,1540.04,1662.32,1596.41
load_balancing_1838,380.91,215.43,156.93,203.21,166.08,3600.03,312.0,170.44,379.69,190.41,268.01,377.87,167.51
load_balancing_1839,659.33,384.59,420.84,469.92,403.65,3600.06,351.48,452.97,578.25,387.56,392.67,450.59,465.43
load_balancing_1840,1063.8,1297.78,1128.49,928.01,1645.89,3600.03,2103.08,944.95,2007.35,984.29,1094.69,941.39,902.83
load_balancing_1843,1528.46,1298.71,1718.51,1687.37,1550.36,3600.05,2781.53,2112.51,3219.34,1570.68,1503.51,1603.41,1700.64
load_balancing_1846,1453.24,1169.62,878.68,953.44,1026.31,3600.03,1150.14,983.31,1783.27,1032.14,1081.73,967.07,1047.51
load_balancing_1847,3600.02,1031.83,897.15,1134.96,1107.38,3600.02,1968.18,1228.92,2674.79,931.25,1603.12,929.84,1095.65
load_balancing_1848,2137.03,1580.58,3600.02,940.82,1559.44,3600.02,1307.56,1215.18,3600.01,1158.54,1076.35,1340.14,1246.33
load_balancing_1849,3600.04,1331.53,1007.73,1176.03,1314.94,3600.03,1414.27,984.92,1826.08,1087.25,1568.76,991.77,1026.15
load_balancing_185,3600.02,3600.03,3076.35,2769.02,3600.03,3600.02,3600.02,3600.02,3600.02,3600.03,3600.05,3600.02,3600.03
load_balancing_1850,737.11,751.78,499.52,638.98,732.81,3600.03,801.5,559.62,793.66,587.07,570.91,643.77,557.31
load_balancing_1851,3600.03,3055.65,2940.74,3007.79,2518.33,3600.02,3600.05,2690.88,3600.03,3154.03,2681.52,2897.09,3031.06
load_balancing_1853,3600.01,2092.23,2198.66,2037.07,2269.43,3600.02,3073.58,2072.38,3600.03,2044.0,2085.99,1836.85,2098.57
load_balancing_1854,2690.37,1615.62,1184.52,1187.48,1244.08,3600.03,1517.77,1347.24,3176.85,1129.73,1358.83,1297.73,1207.98
load_balancing_1855,569.41,551.03,490.43,431.34,353.05,3600.06,345.84,546.91,835.6,368.63,465.91,406.58,540.22
load_balancing_1856,2263.5,617.21,681.03,723.04,730.2,3600.04,962.02,1142.43,693.39,920.49,2332.49,1100.28,1713.86
load_balancing_1858,1840.68,373.84,1046.57,1152.69,362.15,3600.04,284.69,920.4,382.21,186.56,1013.62,660.54,495.49
load_balancing_1859,3600.01,3600.03,3600.02,3600.04,3331.28,3600.02,3600.04,3600.02,3600.02,3600.04,3600.03,3600.04,3600.03
load_balancing_1860,3600.01,1960.04,1068.33,2095.91,1306.85,3600.05,1967.07,1356.08,3600.02,2460.07,1701.54,2202.1,3410.83
load_balancing_1861,605.97,508.92,423.51,382.75,482.4,3600.05,596.03,456.69,648.92,403.2,399.04,472.42,482.35
load_balancing_1862,607.21,414.96,327.03,2436.69,448.71,3600.02,358.37,487.35,460.53,393.34,368.86,358.55,1812.15
load_balancing_1863,273.61,300.61,568.99,687.89,367.64,3600.06,203.2,319.65,215.25,483.25,394.76,459.61,822.3
load_balancing_1865,1117.21,989.14,1336.74,929.58,976.47,3600.04,1166.18,988.42,1207.89,988.85,898.55,1012.33,1016.59
load_balancing_1867,2670.59,2870.23,3308.86,2024.09,2810.6,3600.02,3600.02,3104.89,3600.02,2895.24,3324.51,2604.15,3369.49
load_balancing_1868,565.6,582.31,476.2,508.94,545.9,3600.02,595.94,586.21,664.77,556.14,611.36,522.32,581.99
load_balancing_1869,3600.03,3139.31,2935.12,3266.83,3116.18,3600.03,3600.05,3030.59,3600.02,3263.97,2865.43,3114.03,2970.78
load_balancing_187,2672.43,3217.87,1965.03,1380.09,2272.73,3600.02,3600.02,2123.31,3600.03,2308.82,2111.93,2754.86,1747.14
load_balancing_1870,1703.72,2665.2,1874.24,1876.16,1919.2,3600.02,2065.5,1963.65,2862.87,1881.33,1895.23,1734.21,2005.93
load_balancing_1872,3600.02,3082.14,2046.97,3235.65,1883.36,3600.03,2063.62,1963.28,3600.03,1938.08,1900.55,2001.01,2007.13
load_balancing_1873,3600.02,2708.25,2553.39,2197.84,2745.73,3600.02,3423.66,2578.06,3172.96,2833.62,2446.52,1684.62,3105.26
load_balancing_1874,449.74,283.08,380.97,262.13,260.19,3600.05,284.9,288.41,189.83,350.79,329.63,280.14,292.35
load_balancing_1875,606.98,375.6,215.71,307.86,253.44,3600.04,326.14,375.53,353.52,189.35,252.39,238.46,217.54
load_balancing_1876,3317.62,2528.73,2677.97,2245.1,2507.97,3600.03,3402.38,2794.92,3600.03,2183.7,2358.95,2695.72,2646.12
load_balancing_1877,3046.86,687.13,922.82,978.64,758.09,3600.04,1340.72,909.52,3600.03,899.67,689.0,888.45,901.24
load_balancing_1878,3600.02,3600.02,3600.02,486.65,3600.03,3600.03,339.69,363.19,3600.02,455.49,3600.02,416.61,361.49
load_balancing_1879,2476.95,2594.49,2843.66,2243.6,2271.92,3600.02,2585.3,2376.02,3211.04,2658.73,2626.52,2587.02,2664.34
load_balancing_1880,3600.02,1135.32,1068.95,1699.85,1322.12,3600.02,1971.95,1148.31,2062.31,1147.92,1192.22,1850.81,1223.84
load_balancing_1881,2716.23,332.2,345.41,428.45,524.17,3600.05,290.05,370.67,516.39,468.15,399.24,457.12,460.8
load_balancing_1882,3600.03,1757.64,1998.05,3600.02,1980.6,3600.05,2438.51,3172.04,3010.03,2136.33,3600.02,3600.02,3600.03
load_balancing_1883,1011.8,716.65,784.55,831.01,928.46,3600.02,1626.77,1096.55,1244.98,3600.03,3247.23,887.39,1105.0
load_balancing_1884,890.83,934.22,887.9,924.89,831.89,3600.02,1202.71,850.01,1503.33,802.21,1003.73,920.71,851.4
load_balancing_1885,3600.01,3600.02,2870.08,3018.99,3600.03,3600.06,3600.02,3600.02,3600.02,3274.12,3600.04,3177.62,3600.03
load_balancing_1887,909.97,913.64,836.92,793.41,828.53,3600.04,1111.88,819.15,1516.35,796.37,757.06,855.6,839.23
load_balancing_1889,861.69,2284.76,872.22,851.38,898.56,3600.04,1381.86,1327.99,1115.88,867.4,719.27,769.16,1707.61
load_balancing_189,2505.16,2768.76,2564.55,1431.56,2415.43,3600.03,2777.49,1720.98,3308.15,1564.59,2080.84,2502.11,2328.81
load_balancing_1893,3600.02,2887.25,3187.21,2810.17,3371.34,3600.03,3600.03,3299.09,3600.02,3554.46,3196.73,3600.03,3303.42
load_balancing_1894,1705.35,1147.1,868.83,1030.45,629.38,3600.04,741.96,813.01,1052.69,705.51,582.45,788.14,840.93
load_balancing_1897,3317.14,1253.55,1657.18,1487.05,1956.61,3600.02,3043.42,1759.69,3211.05,2182.66,1863.45,2101.23,2364.72
load_balancing_1898,646.42,3600.03,3600.03,671.54,560.87,3600.04,1009.38,674.07,930.4,583.81,1065.27,586.5,643.48
load_balancing_1899,463.21,257.19,255.02,317.34,226.09,3600.05,255.68,267.84,334.9,244.59,240.85,282.54,267.1
load_balancing_19,410.57,475.08,472.05,400.17,432.47,3600.02,562.9,465.28,561.95,408.53,302.2,509.16,408.55
load_balancing_190,3600.02,3600.03,3427.46,3124.04,3600.03,3600.03,3600.03,3508.1,3600.02,3600.03,3454.64,3600.03,3600.04
load_balancing_1900,3600.02,690.52,1429.96,2272.29,624.08,3600.05,2085.7,611.86,3600.03,573.45,2036.68,601.01,640.61
load_balancing_1901,893.93,296.01,255.24,344.21,229.28,3600.06,267.87,273.46,468.6,277.7,293.25,278.8,268.32
load_balancing_1902,1479.43,1082.87,844.72,775.79,753.44,3600.02,1126.55,859.25,1375.52,681.04,767.35,919.07,747.1
load_balancing_1903,1657.47,1480.47,1375.09,1341.62,1482.68,3600.02,1683.85,1436.29,2684.55,1377.34,1320.62,1436.49,1512.96
load_balancing_1905,264.46,211.24,246.25,241.45,263.76,3600.05,338.12,212.11,533.75,226.64,170.09,257.52,205.98
load_balancing_1906,3159.48,1584.08,1855.11,1512.13,2048.3,3600.03,1872.85,2578.95,3600.04,1661.93,1865.62,1640.13,2305.47
load_balancing_1907,3600.01,2556.11,2430.53,2359.24,3600.03,3600.03,3600.03,3600.05,3600.03,3600.02,2633.34,3490.55,3600.02
load_balancing_1908,2638.01,2415.91,2411.18,1823.51,2812.88,3600.02,3600.01,3239.1,3600.02,2936.96,2145.18,2020.88,2485.55
load_balancing_1909,3600.02,1335.15,1618.92,1495.32,1852.6,3600.02,2599.34,1722.39,3600.02,1547.85,1552.13,1665.44,1746.89
load_balancing_191,2040.71,2062.87,2388.43,2129.84,1976.13,3600.02,2937.96,1983.9,3093.09,2142.36,2196.03,1967.34,2243.57
load_balancing_1910,3600.02,712.68,483.33,439.26,584.71,3600.05,531.17,459.62,605.05,682.66,478.24,527.4,481.53
load_balancing_1911,1620.35,1371.46,1681.08,1639.01,1700.18,3600.06,1686.33,1682.64,2145.57,1642.19,1475.71,1524.19,1617.62
load_balancing_1912,3578.96,3437.07,3321.14,3261.37,3038.77,3600.04,3600.02,3600.03,3600.02,3174.75,3022.27,3479.2,3049.98
load_balancing_1915,3600.02,2363.34,1851.97,1655.9,2449.39,3600.04,2594.84,2102.79,2174.85,1926.83,1776.06,2038.82,2056.88
load_balancing_1917,455.22,213.57,218.04,341.97,253.03,3600.02,204.57,306.01,240.45,243.19,217.12,249.9,357.09
load_balancing_1919,1035.13,311.3,278.81,309.35,301.66,3600.02,291.03,252.05,213.6,382.78,308.73,240.32,285.78
load_balancing_192,2061.44,479.08,628.68,509.67,634.11,3600.02,670.73,598.27,568.71,534.88,468.99,511.02,591.42
load_balancing_1920,3600.03,3600.02,3600.03,3600.03,3454.02,3600.02,3600.03,3468.15,3600.02,2939.8,3600.04,3600.03,3460.1
load_balancing_1922,851.95,766.57,831.52,657.13,993.95,3600.05,629.28,817.11,1642.11,791.72,796.17,847.69,756.05
load_balancing_1923,3600.03,382.89,176.81,238.21,477.85,3600.02,1095.43,187.38,221.57,362.82,417.57,190.4,228.79
load_balancing_1924,3501.13,3600.03,2932.53,3600.03,3600.04,3600.03,3600.05,3600.04,3600.04,3531.26,3600.02,3600.02,3600.03
