File Name,MipLogLevel-2,RootCutLevel-0,RoundingHeurLevel-0,DivingHeurLevel-0,StrongBranching-0,SubMipHeurLevel-0,RoundingHeurLevel-1,RootCutLevel-1,TreeCutLevel-1,TreeCutLevel-0,StrongBranching-1,SubMipHeurLevel-1,DivingHeurLevel-1
valid_150_32_instance_586,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13
valid_150_32_instance_707,0.18,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.18,0.17,0.18,0.18
valid_150_32_instance_793,0.18,0.18,0.18,0.14,0.16,0.17,0.17,0.18,0.16,0.17,0.16,0.18,0.12
valid_150_32_instance_864,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.12
valid_150_32_instance_914,0.13,0.14,0.14,0.12,0.13,0.14,0.11,0.11,0.14,0.13,0.13,0.14,0.14
valid_150_32_instance_932,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.15
valid_150_32_instance_936,0.19,0.18,0.16,0.19,0.2,0.2,0.17,0.19,0.17,0.19,0.19,0.2,0.19
valid_150_32_instance_96,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.12
valid_150_32_instance_979,0.18,0.18,0.17,0.19,0.17,0.18,0.18,0.2,0.18,0.18,0.18,0.17,0.15
valid_150_32_instance_98,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.22,0.18,0.19,0.17,0.18,0.18
valid_150_32_instance_985,0.19,0.19,0.18,0.18,0.19,0.18,0.13,0.19,0.21,0.19,0.15,0.19,0.18
valid_150_32_instance_992,0.19,0.18,0.17,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.19,0.2,0.19
valid_150_4_instance_11,0.1,0.1,0.11,0.1,0.1,0.09,0.11,0.1,0.11,0.1,0.11,0.11,0.09
valid_150_4_instance_197,0.12,0.1,0.11,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12
valid_150_4_instance_258,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
valid_150_4_instance_318,0.06,0.07,0.06,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.07,0.07
valid_150_4_instance_336,0.11,0.1,0.1,0.09,0.1,0.08,0.11,0.09,0.1,0.09,0.11,0.08,0.1
valid_150_4_instance_34,0.09,0.09,0.09,0.07,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09
valid_150_4_instance_386,0.03,0.03,0.04,0.04,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02
valid_150_4_instance_396,0.05,0.06,0.05,0.05,0.05,0.07,0.05,0.05,0.05,0.05,0.05,0.06,0.05
valid_150_4_instance_447,0.15,0.1,0.15,0.16,0.14,0.17,0.16,0.12,0.17,0.18,0.16,0.15,0.16
valid_150_4_instance_487,0.18,0.11,0.24,0.18,0.18,0.19,0.17,0.15,0.17,0.18,0.17,0.19,0.17
valid_150_4_instance_621,0.09,0.08,0.09,0.11,0.09,0.09,0.1,0.1,0.09,0.09,0.1,0.1,0.09
valid_150_4_instance_658,0.06,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.07
valid_150_4_instance_667,0.08,0.07,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.07
valid_150_4_instance_685,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
valid_150_4_instance_74,0.12,0.07,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.13,0.11,0.14
valid_150_4_instance_750,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03
valid_150_4_instance_764,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03
valid_150_4_instance_774,0.08,0.08,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.09,0.09,0.07
valid_150_4_instance_871,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
valid_150_4_instance_879,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09
valid_150_4_instance_984,0.11,0.1,0.12,0.1,0.11,0.09,0.11,0.11,0.1,0.1,0.12,0.09,0.1
valid_150_64_instance_134,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.14,0.12,0.12,0.13
valid_150_64_instance_191,0.12,0.13,0.11,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.12
valid_150_64_instance_209,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.12
valid_150_64_instance_248,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1
valid_150_64_instance_264,0.12,0.12,0.12,0.1,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12
valid_150_64_instance_307,0.14,0.15,0.15,0.15,0.13,0.15,0.14,0.15,0.14,0.15,0.14,0.15,0.13
valid_150_64_instance_379,0.12,0.13,0.13,0.11,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.13
valid_150_64_instance_427,0.12,0.1,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.11
valid_150_64_instance_432,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.13,0.11
valid_150_64_instance_436,0.15,0.16,0.15,0.13,0.15,0.14,0.16,0.15,0.13,0.15,0.15,0.15,0.15
valid_150_64_instance_450,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.1,0.14
valid_150_64_instance_456,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.13,0.14,0.14,0.14
valid_150_64_instance_547,0.15,0.15,0.15,0.1,0.15,0.14,0.13,0.15,0.14,0.15,0.14,0.15,0.14
valid_150_64_instance_604,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.14,0.14,0.13
valid_150_64_instance_660,0.15,0.15,0.15,0.15,0.14,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.15
valid_150_64_instance_696,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.13,0.12,0.12
valid_150_64_instance_809,0.13,0.12,0.1,0.12,0.12,0.13,0.13,0.12,0.12,0.11,0.11,0.13,0.11
valid_150_64_instance_885,0.12,0.11,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.11
valid_150_64_instance_896,0.16,0.17,0.14,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.17,0.16,0.16
valid_150_64_instance_905,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.07,0.11,0.1,0.12
valid_150_64_instance_986,0.12,0.1,0.13,0.12,0.12,0.12,0.09,0.12,0.13,0.12,0.12,0.11,0.12
valid_150_8_instance_164,0.54,0.18,0.43,0.39,0.31,0.43,0.42,0.25,0.36,0.42,0.42,0.42,0.38
valid_150_8_instance_238,0.39,0.17,0.38,0.38,0.35,0.47,0.39,0.32,0.31,0.39,0.38,0.4,0.39
valid_150_8_instance_275,0.41,0.24,0.41,0.39,0.45,0.38,0.53,0.46,0.37,0.39,0.37,0.39,0.42
valid_150_8_instance_30,0.78,0.2,0.6,0.57,0.41,0.54,0.73,0.49,0.4,0.53,0.67,0.59,0.57
valid_150_8_instance_370,0.41,0.19,0.39,0.45,0.41,0.48,0.39,0.36,0.39,0.42,0.47,0.41,0.4
valid_150_8_instance_386,0.8,0.3,0.65,0.63,0.51,0.65,0.68,0.61,0.55,0.58,0.66,0.92,0.62
valid_150_8_instance_418,0.68,0.29,0.7,0.54,0.41,0.66,0.67,0.43,0.49,0.76,0.69,0.62,0.55
valid_150_8_instance_487,0.45,0.18,0.45,0.57,0.36,0.58,0.44,0.32,0.37,0.48,0.46,0.5,0.66
valid_150_8_instance_52,0.35,0.18,0.38,0.49,0.3,0.32,0.33,0.31,0.3,0.32,0.34,0.39,0.48
valid_150_8_instance_573,0.34,0.17,0.34,0.33,0.29,0.34,0.39,0.28,0.34,0.33,0.33,0.35,0.43
valid_150_8_instance_645,0.68,0.41,0.6,0.79,0.88,0.57,0.57,0.67,0.61,0.59,0.6,0.64,0.64
valid_150_8_instance_681,0.61,0.27,0.59,0.57,0.36,0.79,0.72,0.48,0.41,0.52,0.59,0.6,0.59
valid_150_8_instance_683,0.52,0.23,0.5,0.46,0.49,0.49,0.56,0.53,0.47,0.47,0.5,0.51,0.48
valid_150_8_instance_798,0.55,0.31,0.54,0.57,0.42,0.71,0.67,0.58,0.55,0.52,0.64,0.64,0.51
valid_150_8_instance_833,0.49,0.25,0.49,0.53,0.32,0.47,0.6,0.43,0.38,0.44,0.63,0.48,0.45
valid_150_8_instance_948,0.71,0.57,0.87,0.75,1.46,0.7,0.73,0.66,0.56,0.69,0.74,0.7,0.79
valid_150_8_instance_960,0.31,0.19,0.31,0.29,0.27,0.31,0.42,0.34,0.31,0.33,0.41,0.32,0.39
valid_150_8_instance_979,0.33,0.15,0.35,0.28,0.25,0.33,0.27,0.3,0.36,0.32,0.28,0.28,0.34
valid_150_8_instance_985,0.82,0.25,0.74,0.63,0.49,0.59,0.55,0.59,0.48,0.73,0.59,0.57,0.73
valid_2400_4_instance_537,199.91,720.0,199.72,249.91,202.97,175.86,201.28,216.75,296.63,218.91,239.52,219.39,237.41
valid_2400_4_instance_664,444.48,720.0,432.47,429.44,720.0,426.92,424.65,365.63,622.27,507.87,470.07,385.23,432.96
valid_2400_4_instance_847,52.29,720.0,51.04,51.71,69.77,49.85,53.1,41.28,47.04,49.81,55.56,51.95,56.86
valid_300_16_instance_100,366.8,657.23,367.58,253.51,337.56,326.91,367.5,348.54,387.17,479.17,229.01,264.66,321.05
valid_300_16_instance_180,294.12,575.01,275.21,332.47,339.39,301.85,286.34,257.67,323.28,384.53,265.53,272.42,324.33
valid_300_16_instance_191,109.48,222.99,110.04,119.65,204.69,133.58,109.97,106.39,133.0,111.33,113.44,112.05,104.43
valid_300_16_instance_202,371.98,715.1,368.81,409.81,379.09,367.4,367.93,333.12,356.12,445.73,384.64,376.58,393.11
valid_300_16_instance_214,585.42,720.0,584.27,662.01,720.0,605.51,578.85,661.34,629.54,720.0,575.31,579.77,662.72
valid_300_16_instance_22,129.72,258.93,120.03,120.87,122.7,133.43,127.85,147.24,113.93,200.47,137.13,137.38,122.37
valid_300_16_instance_295,94.57,172.71,93.9,91.98,107.25,91.57,92.65,92.9,73.75,94.54,93.18,93.67,97.63
valid_300_16_instance_34,703.07,720.0,700.99,718.49,720.0,664.85,700.42,718.65,720.0,720.0,631.68,682.12,718.05
valid_300_16_instance_373,692.88,720.0,690.87,711.69,720.0,695.22,691.3,692.24,720.0,720.0,663.39,652.21,699.12
valid_300_16_instance_438,403.1,720.0,402.27,384.8,555.19,385.57,402.27,411.71,515.05,513.93,428.8,394.92,384.69
valid_300_16_instance_568,302.3,529.11,304.33,292.04,291.59,304.22,309.16,249.14,332.62,338.67,276.69,303.15,235.09
valid_300_16_instance_584,720.0,720.0,720.0,720.0,720.0,720.0,720.0,630.21,720.0,720.0,720.0,720.0,720.0
valid_300_16_instance_684,720.0,720.0,720.0,696.73,720.0,698.54,720.0,642.84,697.53,720.0,720.0,717.86,720.0
valid_300_16_instance_705,470.06,720.0,466.7,406.19,464.04,419.13,466.97,411.03,395.07,575.19,440.15,471.51,382.12
valid_300_16_instance_720,205.42,432.96,210.39,221.31,306.21,196.72,206.45,205.72,227.78,292.15,192.91,194.38,204.55
valid_300_16_instance_730,124.19,215.47,115.17,126.65,175.99,150.26,119.51,107.73,141.88,157.6,125.6,134.38,151.65
valid_300_16_instance_746,494.56,720.0,459.83,429.92,509.78,491.23,470.52,506.35,378.91,586.71,501.03,548.75,556.54
valid_300_16_instance_758,413.23,720.0,408.14,362.64,571.22,548.25,413.49,391.05,431.69,445.8,426.07,409.59,449.21
valid_300_16_instance_789,598.87,720.0,631.27,581.92,686.07,592.01,595.65,577.23,591.15,720.0,553.73,585.41,564.46
valid_300_16_instance_875,356.92,720.0,347.76,371.99,467.18,335.81,348.8,321.98,454.32,498.36,345.7,361.63,410.53
valid_300_16_instance_889,379.91,720.0,376.72,366.86,516.79,380.55,380.6,394.42,391.04,402.03,383.79,329.44,353.7
valid_300_16_instance_949,258.18,411.5,258.93,248.7,304.82,251.02,256.61,258.34,291.45,362.47,281.91,362.18,361.12
valid_300_32_instance_506,720.0,720.0,720.0,705.92,667.0,624.54,720.0,651.53,492.96,543.81,720.0,602.5,720.0
valid_300_32_instance_762,457.79,720.0,462.95,527.88,368.02,564.25,460.8,374.47,258.36,317.52,343.44,428.77,405.48
valid_300_4_instance_1,0.42,0.3,0.36,0.37,0.28,0.27,0.39,0.33,0.59,0.33,0.33,0.32,0.44
valid_300_4_instance_1000,0.18,0.14,0.19,0.19,0.17,0.17,0.18,0.19,0.19,0.18,0.19,0.19,0.18
valid_300_4_instance_208,0.2,0.2,0.19,0.19,0.21,0.18,0.18,0.17,0.22,0.18,0.19,0.18,0.19
valid_300_4_instance_22,0.27,0.16,0.27,0.27,0.27,0.23,0.28,0.23,0.34,0.27,0.28,0.27,0.31
valid_300_4_instance_343,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.12,0.11,0.11,0.1,0.1,0.11
valid_300_4_instance_441,0.31,0.17,0.31,0.31,0.28,0.3,0.29,0.2,0.24,0.31,0.29,0.29,0.31
valid_300_4_instance_449,0.18,0.12,0.2,0.18,0.17,0.17,0.23,0.23,0.18,0.19,0.18,0.25,0.18
valid_300_4_instance_455,0.15,0.12,0.15,0.16,0.16,0.17,0.19,0.16,0.15,0.16,0.19,0.16,0.17
valid_300_4_instance_484,0.22,0.19,0.25,0.23,0.2,0.21,0.22,0.22,0.22,0.29,0.2,0.22,0.23
valid_300_4_instance_495,0.11,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.13,0.12,0.13,0.14
valid_300_4_instance_503,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05
valid_300_4_instance_583,0.16,0.14,0.13,0.12,0.14,0.09,0.14,0.14,0.16,0.14,0.13,0.1,0.15
valid_300_4_instance_596,0.11,0.13,0.12,0.11,0.12,0.11,0.11,0.09,0.12,0.12,0.11,0.11,0.11
valid_300_4_instance_637,0.24,0.23,0.3,0.23,0.28,0.22,0.25,0.25,0.28,0.23,0.26,0.23,0.24
valid_300_4_instance_643,0.15,0.12,0.15,0.15,0.13,0.14,0.1,0.14,0.13,0.12,0.13,0.13,0.15
valid_300_4_instance_666,0.29,0.2,0.24,0.24,0.3,0.19,0.24,0.27,0.24,0.25,0.29,0.23,0.25
valid_300_4_instance_679,0.22,0.16,0.19,0.21,0.19,0.19,0.2,0.2,0.25,0.2,0.18,0.21,0.19
valid_300_4_instance_789,0.29,0.16,0.36,0.3,0.29,0.29,0.26,0.27,0.33,0.37,0.33,0.36,0.3
valid_300_4_instance_822,0.17,0.13,0.21,0.15,0.16,0.18,0.17,0.17,0.17,0.2,0.17,0.17,0.22
valid_300_4_instance_872,0.26,0.15,0.26,0.33,0.3,0.31,0.27,0.27,0.29,0.26,0.28,0.29,0.27
valid_300_4_instance_888,0.18,0.2,0.21,0.21,0.26,0.21,0.24,0.26,0.27,0.21,0.2,0.25,0.21
valid_300_4_instance_911,0.28,0.29,0.29,0.27,0.3,0.23,0.3,0.28,0.34,0.25,0.29,0.22,0.27
valid_300_4_instance_95,0.21,0.15,0.2,0.25,0.18,0.2,0.21,0.22,0.19,0.21,0.2,0.21,0.21
valid_300_4_instance_954,0.16,0.15,0.15,0.13,0.15,0.15,0.16,0.2,0.18,0.17,0.16,0.16,0.16
valid_300_4_instance_959,0.14,0.13,0.13,0.13,0.12,0.11,0.13,0.12,0.12,0.13,0.12,0.12,0.12
valid_300_4_instance_975,0.16,0.14,0.19,0.15,0.16,0.12,0.16,0.15,0.16,0.18,0.18,0.13,0.15
valid_300_4_instance_983,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.16,0.13,0.13,0.14,0.13,0.14
valid_300_64_instance_136,0.27,0.29,0.23,0.25,0.26,0.25,0.29,0.26,0.25,0.27,0.27,0.24,0.27
valid_300_64_instance_139,0.34,0.31,0.35,0.32,0.36,0.35,0.31,0.31,0.32,0.32,0.26,0.28,0.33
valid_300_64_instance_239,0.26,0.26,0.25,0.24,0.25,0.28,0.2,0.25,0.25,0.27,0.26,0.24,0.31
valid_300_64_instance_248,0.27,0.26,0.28,0.3,0.26,0.28,0.26,0.3,0.26,0.27,0.24,0.28,0.27
valid_300_64_instance_267,0.32,0.32,0.32,0.25,0.28,0.28,0.35,0.33,0.31,0.32,0.29,0.35,0.3
valid_300_64_instance_315,0.35,0.33,0.32,0.32,0.33,0.35,0.32,0.32,0.32,0.32,0.32,0.31,0.32
valid_300_64_instance_337,0.29,0.33,0.31,0.28,0.31,0.32,0.32,0.31,0.3,0.29,0.31,0.28,0.3
valid_300_64_instance_351,0.3,0.29,0.33,0.27,0.3,0.3,0.32,0.29,0.31,0.3,0.32,0.31,0.31
valid_300_64_instance_526,0.3,0.3,0.32,0.3,0.33,0.37,0.31,0.34,0.36,0.31,0.32,0.31,0.36
valid_300_64_instance_60,0.27,0.32,0.28,0.29,0.32,0.3,0.32,0.29,0.33,0.29,0.28,0.3,0.31
valid_300_64_instance_810,0.31,0.31,0.29,0.27,0.29,0.36,0.27,0.29,0.32,0.32,0.31,0.32,0.27
valid_300_64_instance_812,0.26,0.27,0.29,0.27,0.29,0.25,0.25,0.28,0.29,0.24,0.32,0.26,0.28
valid_300_64_instance_874,0.27,0.26,0.27,0.27,0.25,0.25,0.24,0.27,0.28,0.26,0.27,0.27,0.27
valid_300_64_instance_889,0.3,0.29,0.25,0.27,0.3,0.27,0.28,0.27,0.24,0.3,0.28,0.26,0.25
valid_300_8_instance_105,8.78,6.87,8.59,7.77,17.89,8.15,8.49,8.11,6.26,6.45,8.76,8.57,7.54
valid_300_8_instance_193,5.84,5.21,5.6,4.19,6.67,5.12,5.64,4.86,4.04,4.12,5.69,5.12,3.93
valid_300_8_instance_197,12.97,24.91,12.83,13.92,25.72,14.31,12.83,11.75,11.63,10.97,12.52,13.06,15.5
valid_300_8_instance_204,8.09,7.48,8.19,8.35,11.38,10.04,8.14,8.38,7.09,6.53,7.9,8.96,7.29
valid_300_8_instance_260,22.57,44.0,21.89,22.32,30.67,23.8,22.0,24.95,17.36,23.21,21.18,23.89,22.48
valid_300_8_instance_28,10.83,18.32,10.82,11.76,17.71,10.94,10.88,9.12,8.27,9.15,10.68,10.78,11.61
valid_300_8_instance_280,6.25,10.45,6.33,5.89,9.44,6.43,6.06,5.57,4.3,5.58,6.06,6.12,5.68
valid_300_8_instance_290,7.52,5.13,7.52,7.11,11.56,7.26,7.38,7.97,5.34,5.89,7.48,7.13,7.31
valid_300_8_instance_313,11.65,25.47,11.69,10.86,19.35,11.1,11.25,10.8,7.65,8.8,11.54,11.31,10.93
valid_300_8_instance_346,6.96,7.47,6.5,6.58,10.51,6.4,6.71,5.88,4.95,5.54,6.8,6.77,7.22
valid_300_8_instance_368,6.28,9.41,6.2,6.78,12.7,6.36,6.3,8.14,6.35,5.68,6.47,6.3,6.91
valid_300_8_instance_381,4.38,3.84,4.55,4.77,9.68,4.56,4.44,3.72,4.24,4.51,4.63,4.57,4.93
valid_300_8_instance_48,9.48,14.62,9.56,9.97,21.94,11.2,9.52,10.78,9.55,8.17,9.3,11.02,9.31
valid_300_8_instance_489,19.78,44.92,20.24,25.21,33.4,21.76,19.74,20.21,17.47,23.91,20.69,20.72,23.21
valid_300_8_instance_641,15.97,21.7,15.88,16.93,26.99,18.38,15.83,13.66,12.73,13.32,16.45,16.07,16.06
valid_300_8_instance_673,5.0,3.5,4.93,5.39,10.25,5.69,4.87,4.99,3.78,4.14,5.08,4.88,5.41
valid_300_8_instance_692,13.31,17.49,13.23,12.59,16.24,12.77,13.11,14.1,10.03,11.13,12.36,12.73,12.86
valid_300_8_instance_706,11.91,17.87,11.6,12.19,19.04,12.17,11.96,10.13,10.4,11.07,12.5,11.79,12.97
valid_300_8_instance_709,13.63,16.22,12.87,14.6,23.27,12.37,12.83,11.84,10.6,11.2,12.21,12.55,13.88
valid_300_8_instance_763,7.27,8.74,7.13,7.32,15.78,8.29,7.45,8.25,6.39,5.54,7.26,7.19,7.15
valid_300_8_instance_826,8.22,11.61,8.01,7.52,14.51,8.37,8.13,8.51,6.98,7.21,7.83,8.08,7.63
valid_300_8_instance_942,6.82,5.6,6.74,6.39,10.96,6.79,6.79,6.4,6.13,5.85,6.89,6.66,6.28
valid_300_8_instance_975,12.52,12.16,11.64,11.91,25.59,10.5,11.89,10.92,8.38,8.88,11.68,10.15,12.23
valid_4800_2_instance_220,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02
valid_4800_2_instance_583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
valid_600_2_instance_462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
valid_600_4_instance_12,0.15,0.22,0.14,0.16,0.17,0.14,0.15,0.16,0.18,0.16,0.17,0.17,0.16
valid_600_4_instance_125,1.35,2.06,1.52,1.57,1.1,1.31,1.5,1.34,1.47,1.38,1.53,1.27,1.31
valid_600_4_instance_147,4.62,12.93,5.1,4.48,4.65,3.82,4.67,3.66,3.72,4.4,4.56,3.98,4.48
valid_600_4_instance_174,0.62,1.46,0.62,0.69,0.48,0.57,0.68,0.71,0.88,0.61,0.65,0.59,0.65
valid_600_4_instance_23,1.67,2.66,1.49,1.5,1.54,1.5,1.51,1.8,1.51,1.74,1.48,1.61,1.47
valid_600_4_instance_246,1.49,1.9,1.5,1.26,1.1,1.26,1.48,1.44,1.38,1.46,1.32,1.51,1.25
valid_600_4_instance_320,0.61,0.89,0.59,0.58,0.66,0.71,0.72,0.47,0.72,0.72,0.61,0.66,0.66
valid_600_4_instance_432,0.32,0.37,0.42,0.34,0.3,0.29,0.36,0.34,0.31,0.33,0.45,0.35,0.43
valid_600_4_instance_452,0.27,0.36,0.26,0.27,0.26,0.25,0.24,0.2,0.32,0.29,0.28,0.34,0.28
valid_600_4_instance_496,1.45,2.31,1.61,1.45,1.25,1.82,1.51,1.62,1.53,1.78,1.49,1.88,1.43
valid_600_4_instance_525,0.56,0.62,0.75,0.57,0.54,0.5,0.76,0.41,0.53,0.56,0.58,0.52,0.74
valid_600_4_instance_696,0.86,1.18,0.81,0.81,0.77,0.91,0.82,0.68,1.07,0.78,0.83,1.04,0.99
valid_600_4_instance_745,2.09,2.85,2.26,2.27,1.87,2.17,2.09,1.69,1.67,2.0,2.03,2.15,2.14
valid_600_4_instance_780,0.89,1.48,1.0,0.89,0.91,0.8,0.86,0.59,0.69,0.9,0.88,0.81,1.01
valid_600_4_instance_781,0.62,0.7,0.57,0.6,0.45,0.68,0.57,0.72,0.51,0.63,0.56,0.74,0.59
valid_600_4_instance_824,0.9,1.08,0.88,0.81,1.17,1.05,0.92,0.74,1.05,0.88,0.9,0.91,0.8
valid_600_4_instance_836,0.42,0.46,0.43,0.38,0.33,0.46,0.45,0.42,0.38,0.39,0.4,0.4,0.4
valid_600_4_instance_84,0.88,0.89,0.75,0.96,0.74,0.84,0.78,0.82,0.9,0.8,0.78,0.7,0.79
valid_600_4_instance_887,0.76,1.22,0.84,0.93,0.66,0.66,0.75,0.73,0.92,0.94,0.73,0.64,0.88
valid_600_4_instance_931,0.43,0.59,0.43,0.54,0.41,0.37,0.54,0.45,0.42,0.42,0.42,0.35,0.52
valid_600_4_instance_977,0.19,0.25,0.21,0.19,0.19,0.17,0.21,0.19,0.21,0.18,0.2,0.17,0.19
valid_600_4_instance_982,1.11,2.18,1.12,1.1,0.97,1.16,1.19,1.02,1.45,1.19,1.07,1.18,1.16
valid_600_4_instance_993,0.91,1.62,0.95,0.82,0.63,0.75,0.8,0.81,0.77,0.81,0.92,0.93,0.95
