File Name,MipLogLevel-2,RootCutLevel-0,RoundingHeurLevel-0,DivingHeurLevel-0,StrongBranching-0,SubMipHeurLevel-0,RoundingHeurLevel-1,RootCutLevel-1,TreeCutLevel-1,TreeCutLevel-0,StrongBranching-1,SubMipHeurLevel-1,DivingHeurLevel-1
test_300_8_instance_824,14.0,29.6,13.92,11.35,23.95,13.97,13.4,13.69,11.37,15.35,13.83,13.64,13.02
test_300_8_instance_893,9.55,7.19,9.2,7.21,15.28,6.49,9.21,8.27,6.76,6.4,9.15,6.74,7.71
test_300_8_instance_943,28.03,127.41,28.93,29.82,54.08,38.1,28.31,34.88,32.97,37.56,27.55,37.87,35.03
test_300_8_instance_946,10.36,18.06,10.26,10.34,28.59,10.57,10.32,9.88,9.56,8.73,9.91,10.69,11.93
test_300_8_instance_962,3.9,3.56,3.68,3.19,6.01,3.88,3.61,4.74,4.33,3.54,3.55,3.59,2.99
test_4800_2_instance_260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_4800_2_instance_624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_4800_2_instance_640,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_4800_2_instance_691,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_600_4_instance_105,0.66,1.23,0.67,0.68,0.53,0.63,0.67,0.66,0.69,0.68,0.71,0.6,0.69
test_600_4_instance_133,1.49,2.15,1.47,1.52,1.72,1.55,1.45,1.55,1.28,1.58,1.46,1.58,1.66
test_600_4_instance_238,3.16,5.64,3.1,3.17,4.48,3.4,3.51,3.21,3.26,3.73,3.09,3.17,3.33
test_600_4_instance_24,0.85,0.99,0.87,0.76,0.65,0.83,0.97,0.76,0.73,1.01,0.84,0.85,0.93
test_600_4_instance_240,0.73,0.77,0.71,0.69,0.83,0.71,0.7,0.55,0.71,0.73,0.72,0.72,0.71
test_600_4_instance_327,0.49,0.48,0.38,0.48,0.33,0.34,0.39,0.4,0.41,0.49,0.49,0.37,0.38
test_600_4_instance_351,0.85,1.37,0.82,0.93,0.74,0.76,0.82,1.04,0.9,0.85,0.79,0.86,0.97
test_600_4_instance_361,0.34,0.47,0.33,0.29,0.33,0.33,0.35,0.37,0.39,0.34,0.34,0.34,0.38
test_600_4_instance_366,0.15,0.18,0.13,0.18,0.16,0.15,0.16,0.18,0.17,0.18,0.17,0.16,0.17
test_600_4_instance_377,0.83,1.68,0.9,0.8,0.87,0.95,0.8,0.77,0.72,0.84,0.79,1.13,0.81
test_600_4_instance_399,1.42,1.4,1.23,1.41,0.89,1.52,1.31,1.44,1.36,1.38,1.3,1.32,1.24
test_600_4_instance_451,3.35,3.36,3.25,3.16,4.28,3.18,3.26,2.69,2.84,3.31,3.28,3.34,3.49
test_600_4_instance_46,0.57,0.76,0.55,0.56,0.62,0.54,0.55,0.53,0.53,0.52,0.54,0.47,0.58
test_600_4_instance_461,1.08,1.04,1.1,1.04,0.86,1.12,1.23,0.99,1.11,1.05,1.09,1.02,1.02
test_600_4_instance_469,0.96,2.02,1.02,0.98,1.05,1.29,0.99,0.96,1.26,0.99,1.03,1.08,1.09
test_600_4_instance_47,0.54,0.38,0.54,0.43,0.41,0.43,0.49,0.35,0.44,0.54,0.44,0.47,0.47
test_600_4_instance_5,0.41,0.83,0.42,0.39,0.46,0.43,0.43,0.48,0.4,0.48,0.42,0.42,0.41
test_600_4_instance_508,2.24,2.58,2.18,2.05,1.54,1.73,2.1,1.39,1.32,1.93,2.22,1.99,2.17
test_600_4_instance_537,0.18,0.22,0.2,0.18,0.18,0.17,0.2,0.19,0.21,0.18,0.19,0.18,0.2
test_600_4_instance_54,0.42,0.23,0.42,0.41,0.34,0.35,0.34,0.4,0.36,0.35,0.4,0.39,0.34
test_600_4_instance_61,0.49,0.92,0.64,0.5,0.53,0.43,0.61,0.47,0.55,0.5,0.54,0.48,0.62
test_600_4_instance_62,0.67,1.74,0.74,0.71,0.63,0.7,0.7,0.67,0.85,0.69,0.69,0.8,0.7
test_600_4_instance_638,0.4,0.55,0.35,0.38,0.39,0.3,0.41,0.38,0.6,0.38,0.44,0.31,0.37
test_600_4_instance_697,0.66,0.65,0.57,0.65,0.45,0.58,0.56,0.64,0.49,0.62,0.61,0.52,0.58
test_600_4_instance_723,1.09,1.51,1.13,1.22,0.92,1.44,1.16,1.28,1.28,1.32,1.18,1.52,1.22
test_600_4_instance_76,1.53,1.85,1.28,1.43,1.09,1.19,1.26,1.16,1.22,1.4,1.24,1.39,1.23
test_600_4_instance_89,0.34,0.62,0.41,0.33,0.36,0.28,0.36,0.33,0.39,0.33,0.4,0.28,0.34
test_600_4_instance_902,0.52,0.66,0.56,0.51,0.44,0.56,0.54,0.54,0.61,0.51,0.52,0.56,0.54
test_600_4_instance_925,0.72,0.89,0.67,0.72,0.6,0.79,0.68,0.61,0.81,0.88,0.74,0.67,0.72
train_1200_2_instance_1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1200_2_instance_1357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1200_2_instance_2099,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
train_1200_2_instance_2118,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
train_1200_2_instance_214,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
train_1200_2_instance_2868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1200_2_instance_3886,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
train_1200_2_instance_747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1200_2_instance_863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1200_4_instance_1019,14.65,47.64,15.46,15.94,26.59,19.98,15.02,15.35,16.19,14.65,16.32,19.6,15.55
train_1200_4_instance_1178,16.73,65.31,16.36,15.21,33.15,15.02,16.92,13.71,17.76,21.52,16.17,15.71,15.5
train_1200_4_instance_119,3.36,12.64,3.47,3.6,2.96,3.82,3.71,4.55,4.82,3.82,3.61,3.78,3.55
train_1200_4_instance_1243,8.56,21.51,8.68,8.68,11.1,7.67,8.29,6.49,9.85,9.14,8.37,8.01,8.56
train_1200_4_instance_1313,15.76,121.08,14.65,14.43,26.68,15.9,16.09,26.38,21.41,14.99,16.05,16.03,15.16
train_1200_4_instance_1319,2.28,9.67,2.33,2.29,2.65,2.31,2.37,2.2,3.06,2.74,2.32,2.38,2.48
train_1200_4_instance_1348,25.26,89.84,25.45,24.76,27.02,26.12,25.8,21.95,22.84,23.72,22.85,25.44,24.94
train_1200_4_instance_1435,6.28,17.58,6.07,6.37,4.76,6.29,6.06,6.65,6.6,6.21,7.42,6.55,6.85
train_1200_4_instance_1460,34.12,153.15,32.78,32.5,55.85,29.32,33.76,28.96,26.33,32.08,33.77,29.52,32.12
train_1200_4_instance_1475,7.16,25.02,7.55,8.04,7.35,7.5,7.84,9.22,9.18,7.52,7.42,7.47,7.45
train_1200_4_instance_1485,8.03,23.46,7.97,8.03,9.44,10.32,8.49,9.35,9.26,10.0,8.28,9.61,7.93
train_1200_4_instance_1579,4.38,18.48,4.08,4.31,3.89,5.0,4.32,6.0,4.81,4.24,4.44,4.95,4.07
train_1200_4_instance_1718,8.37,19.09,8.96,8.28,10.21,10.22,8.36,8.77,7.65,8.78,9.0,13.43,8.9
train_1200_4_instance_1772,29.46,399.45,29.81,26.22,22.77,24.96,30.23,29.38,23.55,26.31,29.22,26.15,25.76
train_1200_4_instance_1813,2.74,4.93,2.63,2.26,2.12,2.28,2.68,2.18,2.42,2.68,2.55,2.44,2.71
train_1200_4_instance_1884,7.66,11.78,8.64,7.06,4.31,7.1,7.07,4.31,5.23,7.39,7.29,6.79,7.09
train_1200_4_instance_1977,43.66,315.32,42.99,45.44,38.97,44.48,44.43,45.33,37.6,31.9,43.76,43.21,46.39
train_1200_4_instance_1988,34.48,623.03,34.57,35.27,72.17,33.92,33.27,33.16,33.15,31.8,34.18,33.29,37.44
train_1200_4_instance_2097,1.37,4.94,1.65,1.43,1.45,1.75,1.72,1.84,2.49,1.42,1.4,1.61,1.57
train_1200_4_instance_2137,2.97,11.91,2.96,3.03,2.84,2.8,3.06,2.35,3.06,3.38,3.24,2.76,3.05
train_1200_4_instance_218,14.7,43.06,13.92,14.15,22.99,18.25,15.09,18.85,13.54,13.26,13.83,17.86,14.54
train_1200_4_instance_2202,4.43,12.41,3.53,4.6,3.01,3.17,3.83,2.87,3.1,3.89,3.62,3.32,3.92
train_1200_4_instance_2249,2.52,9.32,2.53,2.42,2.26,2.18,2.55,1.76,2.78,2.34,2.44,2.38,3.16
train_1200_4_instance_2287,20.57,104.63,19.98,22.11,19.02,20.69,20.08,22.94,22.04,25.8,20.69,23.66,20.49
train_1200_4_instance_2311,6.11,25.45,6.29,6.28,8.34,6.03,6.1,9.91,6.85,6.5,6.32,6.18,6.05
train_1200_4_instance_2329,26.93,172.46,26.85,24.24,21.43,25.78,26.16,23.75,28.64,23.95,26.11,22.42,24.22
train_1200_4_instance_2330,64.32,720.0,63.78,62.59,124.18,68.63,64.78,50.59,52.23,63.21,63.28,67.41,68.25
train_1200_4_instance_2346,34.3,154.05,29.24,26.26,36.73,30.08,28.75,25.0,30.44,30.33,25.35,29.74,27.09
train_1200_4_instance_2432,17.04,50.63,16.26,15.83,14.92,17.97,15.84,18.76,19.48,18.85,17.07,18.15,17.19
train_1200_4_instance_2475,21.29,296.78,20.79,22.56,32.51,16.19,20.71,27.24,23.24,21.14,21.38,16.33,21.83
train_1200_4_instance_2482,8.68,12.07,8.22,8.35,7.17,7.96,8.82,7.61,8.12,9.42,8.47,8.24,8.4
train_1200_4_instance_2486,38.11,328.54,43.24,36.92,36.84,33.19,38.29,32.41,33.89,34.26,37.52,35.22,37.46
train_1200_4_instance_2503,10.19,24.8,10.17,9.82,13.08,9.71,12.08,13.14,13.44,10.26,11.49,9.64,11.02
train_1200_4_instance_2562,2.7,9.88,2.69,2.64,1.9,2.77,2.65,2.4,2.61,2.66,2.87,3.07,2.72
train_1200_4_instance_2578,38.38,351.68,37.85,36.36,46.32,35.01,39.24,34.84,37.63,34.98,36.57,38.01,37.3
train_1200_4_instance_2582,25.46,335.08,25.02,26.53,34.41,26.77,25.28,27.77,25.0,22.08,22.08,26.71,26.03
train_1200_4_instance_2583,6.73,26.51,7.0,7.11,9.4,6.52,6.8,8.3,9.39,7.08,7.27,6.58,6.91
train_1200_4_instance_2595,25.3,66.93,23.64,23.47,23.05,22.15,22.92,24.99,25.97,23.34,23.43,25.0,24.37
train_1200_4_instance_2624,1.65,3.8,1.43,1.47,1.35,1.56,1.45,1.13,1.88,1.38,1.68,1.66,1.48
train_1200_4_instance_2631,1.54,11.98,1.6,1.57,1.62,2.06,1.7,2.39,2.12,1.76,1.56,1.93,1.56
train_1200_4_instance_2681,32.76,201.1,31.32,31.06,21.91,34.42,31.12,29.29,32.19,32.75,32.32,35.92,32.32
train_1200_4_instance_2704,8.7,24.79,8.82,8.79,7.83,11.05,9.11,12.23,13.06,8.86,8.79,11.58,8.86
train_1200_4_instance_2749,22.5,52.8,22.91,22.75,23.79,19.82,23.07,24.91,22.59,18.38,22.4,19.8,22.73
train_1200_4_instance_2760,14.56,52.77,14.11,14.12,19.75,19.46,14.76,14.2,15.8,16.83,14.71,19.4,14.51
train_1200_4_instance_2921,32.9,139.97,31.62,29.53,20.85,27.98,31.65,28.32,26.03,29.89,30.85,30.43,32.1
train_1200_4_instance_293,14.59,50.39,13.42,14.11,13.2,16.8,13.8,12.45,16.89,14.26,13.35,14.53,13.99
train_1200_4_instance_2951,31.27,181.54,31.99,31.01,37.28,30.61,31.77,28.97,30.56,34.41,30.37,30.46,30.3
train_1200_4_instance_3011,44.45,720.0,43.72,42.92,80.19,51.84,43.76,94.48,62.3,49.76,41.59,40.92,46.23
train_1200_4_instance_3023,11.67,24.89,11.75,11.76,11.56,11.36,11.76,12.48,11.14,11.59,11.77,11.53,12.87
train_1200_4_instance_3062,9.03,44.29,9.72,9.09,15.98,14.05,8.86,14.15,13.72,8.58,9.12,11.85,9.88
train_1200_4_instance_3180,57.96,720.0,57.16,51.71,107.82,71.78,60.76,50.55,46.52,41.12,58.46,43.22,49.4
train_1200_4_instance_3191,7.3,23.02,7.05,7.1,6.17,6.75,7.2,7.08,6.16,8.31,7.79,6.51,7.04
train_1200_4_instance_3208,64.65,720.0,72.67,64.11,265.91,70.25,69.37,70.3,63.66,59.19,66.06,59.25,56.44
train_1200_4_instance_3234,22.28,122.59,21.84,24.61,25.51,21.74,22.07,23.64,26.7,22.39,22.1,21.1,24.03
train_1200_4_instance_3239,33.8,221.22,33.48,33.75,31.92,33.64,34.22,31.0,30.79,30.96,32.48,30.3,32.77
train_1200_4_instance_3295,1.8,4.42,1.82,1.93,1.66,2.45,1.84,2.5,1.83,1.88,1.81,2.7,1.82
train_1200_4_instance_3299,6.48,18.36,6.54,6.14,4.37,5.94,6.37,3.85,5.05,6.22,6.33,4.71,6.19
train_1200_4_instance_3326,1.76,5.71,1.82,1.82,2.06,1.62,1.8,1.19,1.38,1.91,1.82,1.84,1.89
train_1200_4_instance_3357,2.61,10.81,2.51,2.71,3.72,3.52,2.87,3.23,3.95,2.49,2.68,3.63,2.62
train_1200_4_instance_3387,4.66,13.61,4.51,4.56,4.45,4.89,4.66,2.92,3.58,5.07,4.75,4.83,4.73
train_1200_4_instance_3413,3.54,10.37,4.05,3.65,3.11,3.84,3.62,2.65,3.48,3.65,3.94,4.29,4.15
train_1200_4_instance_3421,6.25,16.01,6.39,6.2,5.44,5.71,5.77,5.55,8.19,5.6,6.36,5.59,6.86
train_1200_4_instance_3440,4.45,35.44,4.52,4.81,3.63,4.95,4.84,4.11,7.21,4.84,4.56,4.49,4.56
train_1200_4_instance_3446,10.64,36.77,9.63,9.48,9.9,12.94,9.39,10.74,10.31,9.55,10.21,12.32,9.9
train_1200_4_instance_3463,16.72,48.95,17.32,16.93,14.91,15.98,17.13,19.43,15.47,16.49,16.61,15.78,17.14
train_1200_4_instance_3470,4.44,18.0,5.33,4.66,3.83,5.37,4.8,5.7,5.36,4.73,5.06,4.74,5.26
train_1200_4_instance_3529,14.01,51.63,14.41,14.04,9.14,12.25,13.85,12.25,16.9,13.59,14.29,12.15,14.32
train_1200_4_instance_3532,8.21,19.03,7.69,7.14,4.66,6.05,7.64,4.86,7.64,7.81,8.01,6.27,6.69
train_1200_4_instance_3546,7.91,14.81,7.55,7.99,11.21,8.97,7.7,6.94,6.59,7.85,7.91,8.7,7.9
train_1200_4_instance_374,10.97,25.51,11.05,12.42,16.55,11.72,10.75,10.64,8.0,10.24,11.52,11.33,11.21
train_1200_4_instance_3798,35.01,87.64,34.11,35.54,31.35,30.56,35.2,31.29,31.22,31.92,29.31,29.78,33.98
train_1200_4_instance_3845,7.41,35.03,7.92,7.55,10.38,6.89,7.54,6.62,6.63,6.69,7.62,7.36,7.92
train_1200_4_instance_3847,25.2,313.76,25.65,27.99,33.65,25.2,25.78,29.6,26.76,25.07,23.41,25.35,24.73
train_1200_4_instance_3920,19.55,69.63,19.14,19.62,18.51,17.63,18.56,17.09,20.25,20.1,19.36,17.61,19.61
train_1200_4_instance_409,17.14,51.79,15.45,15.84,12.98,16.82,16.5,13.84,18.25,16.85,15.67,18.19,16.96
train_1200_4_instance_429,7.45,9.92,8.01,7.67,10.12,6.07,7.77,5.01,6.04,7.17,8.21,5.75,7.82
train_1200_4_instance_454,11.97,36.31,12.24,11.87,19.16,14.06,11.87,10.4,11.78,11.4,12.13,13.91,11.81
train_1200_4_instance_484,37.86,421.74,38.4,37.2,44.52,44.63,39.36,39.16,39.24,36.18,36.78,43.82,37.97
train_1200_4_instance_553,21.85,100.51,21.78,22.13,16.72,22.79,22.23,23.07,20.81,20.87,23.3,21.69,21.83
train_1200_4_instance_662,9.36,83.91,9.41,9.09,14.21,10.04,9.7,10.05,11.78,10.36,9.84,10.89,10.11
train_1200_4_instance_702,3.36,15.59,3.71,3.77,3.3,3.59,3.19,3.05,3.98,3.26,3.4,4.03,3.29
train_1200_4_instance_712,27.2,132.71,28.58,28.04,40.46,29.93,27.41,25.66,27.97,32.31,27.64,28.26,30.68
train_1200_4_instance_737,32.58,101.53,31.93,30.53,26.76,33.07,31.64,30.64,32.69,29.73,33.44,32.3,31.0
train_1200_4_instance_751,3.27,9.74,3.33,3.22,2.61,3.06,3.34,2.57,2.74,3.83,4.03,3.4,3.41
train_1200_4_instance_892,31.5,268.35,32.36,33.16,29.97,33.46,31.89,33.26,36.97,29.1,31.39,35.03,32.36
train_1200_4_instance_899,27.93,97.53,28.03,30.64,44.49,29.66,28.86,23.75,28.39,30.83,28.53,32.52,30.15
train_1200_4_instance_9,3.67,14.81,4.38,4.39,3.96,4.03,4.63,2.71,4.17,3.58,4.21,3.84,3.77
train_1200_4_instance_966,20.49,56.54,18.83,19.4,33.2,17.43,22.78,23.89,19.85,21.11,20.29,18.84,19.42
train_150_16_instance_1035,1.14,0.82,1.06,1.36,2.16,1.27,1.04,1.16,1.28,1.32,1.14,1.08,1.25
train_150_16_instance_1041,0.83,0.6,0.79,0.87,0.95,0.85,0.98,0.89,0.75,0.84,1.08,0.89,0.89
train_150_16_instance_1042,1.85,1.61,1.75,1.94,3.33,1.6,1.8,1.93,1.42,1.28,1.83,1.52,1.96
train_150_16_instance_1070,2.0,1.36,1.93,1.47,2.57,1.46,1.84,1.39,1.53,1.49,1.91,1.61,1.46
train_150_16_instance_1097,2.93,2.15,2.84,2.27,3.84,2.11,2.88,2.39,2.51,1.98,2.84,2.46,2.2
train_150_16_instance_1134,1.11,0.6,1.15,0.85,0.94,1.2,1.0,0.81,0.87,0.89,0.98,1.0,0.86
train_150_16_instance_1143,0.99,0.96,0.95,1.03,1.6,1.09,0.96,1.2,1.31,1.17,0.98,1.08,1.04
train_150_16_instance_1172,1.83,1.77,1.81,1.87,3.38,2.1,1.82,1.93,1.47,1.59,2.09,2.11,1.96
train_150_16_instance_1177,1.24,0.78,1.08,1.2,1.75,1.03,1.08,1.05,0.92,1.04,1.17,1.08,1.2
train_150_16_instance_1212,2.4,1.03,2.21,2.04,2.03,2.03,2.24,2.42,1.68,1.71,2.2,2.25,2.81
train_150_16_instance_1275,1.46,1.0,1.44,1.93,2.33,1.46,1.47,2.24,1.2,1.4,1.48,1.59,1.94
train_150_16_instance_1345,1.52,1.3,1.58,1.44,2.65,1.34,1.44,1.8,1.29,1.58,1.53,1.44,1.77
train_150_16_instance_1350,2.13,1.46,2.19,2.12,3.63,1.63,2.16,1.94,1.62,1.64,2.21,1.64,2.2
train_150_16_instance_1379,1.24,1.39,1.34,1.02,0.98,1.18,1.28,0.99,0.95,1.08,1.23,1.07,1.05
train_150_16_instance_1416,0.74,0.59,0.88,0.83,0.69,0.83,0.72,0.68,0.75,0.7,0.88,0.73,0.9
train_150_16_instance_1467,1.03,0.62,1.0,0.96,1.06,1.03,1.0,0.9,1.13,0.88,1.05,1.02,1.02
train_150_16_instance_1477,2.04,1.73,2.12,2.49,3.59,2.27,2.08,2.62,2.68,1.98,2.11,2.28,2.58
train_150_16_instance_1489,1.04,0.7,0.92,0.82,1.14,0.89,0.91,1.01,0.85,0.81,1.04,0.97,0.88
train_150_16_instance_1546,1.09,0.79,1.1,1.29,2.19,0.97,1.07,1.06,1.01,0.96,1.1,1.02,1.09
train_150_16_instance_1566,1.9,1.47,1.84,1.64,3.3,1.7,1.88,1.86,1.72,1.41,2.03,1.79,1.64
train_150_16_instance_157,1.77,1.29,1.75,1.39,1.6,1.78,1.83,1.14,1.92,1.06,1.75,1.67,1.49
train_150_16_instance_1594,3.03,1.61,2.61,2.15,3.15,2.3,2.94,2.77,1.93,2.0,2.74,2.41,2.26
train_150_16_instance_1616,2.17,1.05,2.15,1.53,3.5,2.15,2.21,2.36,1.88,1.83,2.2,2.0,1.52
train_150_16_instance_1633,0.88,0.8,0.89,0.92,0.88,0.85,1.0,0.96,0.89,0.8,0.91,0.91,0.91
train_150_16_instance_1636,0.99,0.8,0.99,0.94,1.19,1.1,0.98,1.02,1.01,1.13,0.98,0.94,0.91
train_150_16_instance_1654,1.88,1.48,1.81,2.02,2.26,1.72,1.81,2.06,1.44,1.35,2.05,1.74,2.05
train_150_16_instance_1671,2.16,1.6,1.95,1.59,2.4,1.34,1.97,1.4,2.37,1.62,1.97,1.77,1.65
train_150_16_instance_1677,1.3,0.99,1.2,0.96,1.56,1.18,1.21,1.33,1.05,1.06,1.19,1.19,1.01
train_150_16_instance_168,1.23,0.9,1.28,1.38,2.04,1.18,1.21,1.38,1.04,1.16,1.25,1.15,1.44
train_150_16_instance_1680,1.49,1.14,1.49,1.32,1.45,1.35,1.51,1.19,1.44,1.16,1.54,1.57,1.49
train_150_16_instance_174,1.09,0.88,1.03,0.96,1.07,1.03,1.05,1.07,0.98,0.94,1.07,0.93,0.99
train_150_16_instance_1842,1.95,1.14,1.81,1.18,1.34,1.93,1.86,1.18,1.24,1.64,1.85,1.98,1.22
train_150_16_instance_1871,1.51,1.01,1.5,1.3,1.91,1.04,1.46,1.32,1.27,1.21,1.69,1.14,1.38
train_150_16_instance_1876,0.87,0.66,0.91,0.97,1.2,0.81,0.87,0.88,0.82,0.87,0.9,0.84,0.97
train_150_16_instance_1983,1.66,0.88,1.62,1.41,2.02,1.6,1.63,1.63,1.76,1.5,1.77,1.52,1.5
train_150_16_instance_2007,1.71,1.22,1.69,1.63,2.05,1.51,1.7,1.65,1.27,2.11,1.73,1.68,1.79
train_150_16_instance_2057,2.47,2.01,2.32,2.5,2.87,2.03,2.43,2.09,2.77,1.78,2.35,2.22,2.47
train_150_16_instance_2063,2.07,0.92,1.97,1.61,1.92,1.53,1.93,1.49,1.25,1.27,2.0,1.46,1.57
train_150_16_instance_2128,1.76,1.6,1.66,1.77,1.63,1.39,1.81,2.54,1.74,1.57,1.85,1.93,1.8
train_150_16_instance_2163,1.17,1.01,1.31,1.07,1.48,1.3,1.17,1.29,0.98,1.32,1.36,1.08,1.1
train_150_16_instance_217,1.44,1.38,1.43,1.31,2.72,1.38,1.4,0.95,1.04,1.64,1.47,1.4,1.26
train_150_16_instance_2207,1.04,0.77,0.94,0.96,0.91,1.1,1.01,1.06,0.8,0.95,1.17,1.0,1.17
train_150_16_instance_2229,2.12,0.83,2.16,2.52,2.58,1.26,2.14,2.35,1.34,1.94,2.09,2.17,2.62
train_150_16_instance_2242,0.66,0.52,0.67,0.81,0.55,0.82,0.65,0.67,0.73,0.75,0.74,0.68,0.91
train_150_16_instance_2267,1.36,0.82,1.35,1.36,1.15,1.14,1.43,1.25,1.5,1.24,1.34,1.24,1.43
train_150_16_instance_2299,2.25,1.6,2.59,2.43,3.16,2.25,2.2,2.28,1.59,2.18,2.56,2.35,2.64
train_150_16_instance_2327,1.09,0.67,1.09,0.99,1.06,1.05,1.03,0.94,0.84,1.15,1.07,1.04,0.92
train_150_16_instance_2459,3.35,2.57,3.42,2.66,5.11,2.96,3.03,2.75,2.06,2.56,3.34,3.08,2.83
train_150_16_instance_2462,4.05,1.53,3.99,1.57,2.97,2.61,4.09,2.09,1.94,1.68,4.0,2.79,1.77
train_150_16_instance_247,2.84,1.5,2.65,1.81,2.95,2.61,2.74,1.32,1.3,1.31,2.84,2.53,1.97
train_150_16_instance_2517,1.74,1.0,1.69,1.4,1.94,1.42,1.79,1.19,1.39,1.23,1.71,1.35,1.46
train_150_16_instance_2560,0.91,0.69,0.86,0.8,1.2,0.83,0.88,0.88,0.93,0.81,0.88,1.0,0.85
train_150_16_instance_2574,1.3,1.03,1.0,1.1,1.28,1.34,0.98,1.36,1.07,1.2,1.34,1.17,1.11
train_150_16_instance_2604,1.42,1.03,1.37,1.03,2.97,1.13,1.26,1.63,1.41,1.06,1.37,1.23,1.1
train_150_16_instance_267,1.27,0.77,1.27,0.94,1.59,1.07,1.28,1.14,1.18,1.44,1.35,1.07,0.95
train_150_16_instance_2753,0.57,0.4,0.56,0.59,0.52,0.57,0.6,0.51,0.56,0.6,0.58,0.59,0.58
train_150_16_instance_2755,0.9,0.81,0.93,1.13,1.18,0.88,1.07,0.91,0.94,0.85,0.91,0.88,1.12
train_150_16_instance_2816,1.2,1.23,1.19,1.63,1.09,1.25,1.19,1.38,1.65,1.28,1.15,1.16,1.6
train_150_16_instance_2829,1.69,1.18,1.48,1.71,2.25,1.48,1.67,1.56,1.5,1.48,1.48,1.32,1.61
train_150_16_instance_2839,1.46,1.1,1.34,1.0,2.02,1.32,1.33,1.08,1.05,1.25,1.32,1.39,1.04
train_150_16_instance_2845,1.65,1.34,1.54,1.55,1.91,1.48,1.45,1.57,1.17,1.54,1.52,1.5,1.59
train_150_16_instance_2853,1.19,0.95,1.31,1.59,1.29,1.24,1.19,1.37,1.1,1.04,1.33,1.24,1.5
train_150_16_instance_289,2.1,1.49,2.14,2.07,2.41,2.51,2.35,2.0,2.07,1.91,2.04,2.4,2.24
train_150_16_instance_2901,1.24,0.84,1.28,1.22,1.65,1.12,1.27,1.44,1.33,1.08,1.35,1.02,1.27
train_150_16_instance_2912,2.61,1.49,2.93,2.59,2.62,2.7,2.72,1.86,1.98,2.13,2.7,2.94,2.76
train_150_16_instance_2916,1.81,1.42,1.71,2.09,2.7,1.61,1.77,1.9,1.58,1.28,1.76,1.47,2.03
train_150_16_instance_3018,1.31,1.06,1.35,1.27,1.31,1.05,1.21,1.2,1.05,1.01,1.36,1.38,1.31
train_150_16_instance_3039,0.99,1.34,1.06,0.87,1.29,1.01,0.99,0.98,1.01,0.98,1.06,1.1,0.84
train_150_16_instance_3041,1.08,0.75,1.09,1.15,1.57,1.16,1.05,0.95,0.99,0.95,1.12,1.11,1.16
train_150_16_instance_3049,1.66,1.58,1.64,2.04,2.01,2.11,1.6,1.61,1.87,1.35,1.78,2.01,2.14
train_150_16_instance_3053,1.65,1.44,1.7,1.49,2.32,1.61,1.54,1.5,1.33,1.39,1.65,1.63,1.71
train_150_16_instance_3095,3.11,1.65,2.93,2.5,3.89,2.68,3.03,2.56,2.34,2.12,3.35,2.99,2.77
train_150_16_instance_3229,1.4,1.03,1.35,1.23,1.81,1.26,1.34,1.36,1.34,1.31,1.4,1.34,1.23
train_150_16_instance_3230,1.64,1.45,1.29,1.31,3.05,1.55,1.3,1.29,1.25,1.17,1.6,1.44,1.25
train_150_16_instance_3245,1.39,1.16,1.29,2.29,1.89,1.29,1.4,1.44,1.18,1.31,1.34,1.28,1.83
train_150_16_instance_3251,1.12,0.87,1.15,1.22,1.43,0.9,1.3,0.77,0.84,0.86,1.14,0.9,1.12
train_150_16_instance_3327,0.85,0.61,0.72,0.72,0.64,0.71,0.73,0.72,0.77,0.68,0.77,0.7,0.66
train_150_16_instance_3340,0.96,0.9,0.99,1.0,1.44,1.05,1.14,0.87,1.09,0.93,0.98,0.98,0.96
train_150_16_instance_3408,2.35,1.59,2.37,2.21,3.82,1.82,2.25,3.08,1.55,1.61,2.32,2.61,2.18
train_150_16_instance_3428,1.01,0.82,0.95,0.96,1.5,0.97,0.95,1.35,1.02,1.15,1.16,1.01,1.19
