File Name,MipLogLevel-2,SubMipHeurLevel-0,SubMipHeurLevel-1,RootCutLevel-0
test_400r_6400c_0.05d_instance_408,0.78,0.29,0.69,0.53
test_400r_6400c_0.05d_instance_426,0.98,0.5,0.69,0.61
test_400r_6400c_0.05d_instance_466,0.66,0.22,0.6,0.39
test_400r_6400c_0.05d_instance_487,1.39,0.44,0.48,1.1
test_400r_6400c_0.05d_instance_500,1.21,0.51,0.85,0.92
test_400r_6400c_0.05d_instance_73,1.23,0.51,0.94,0.97
test_400r_6400c_0.05d_instance_74,0.66,0.29,0.59,0.41
test_400r_6400c_0.25d_instance_124,0.42,0.34,0.57,0.4
test_400r_6400c_0.25d_instance_148,0.72,0.4,0.63,0.56
test_400r_6400c_0.25d_instance_185,0.67,0.5,0.61,0.58
test_400r_6400c_0.25d_instance_232,0.68,0.47,0.6,0.39
test_400r_6400c_0.25d_instance_269,0.5,0.35,0.45,0.38
test_400r_6400c_0.25d_instance_326,0.8,0.38,0.56,0.53
test_400r_6400c_0.25d_instance_395,0.41,0.39,0.57,0.38
test_400r_6400c_0.25d_instance_417,0.47,0.29,0.35,0.39
test_400r_6400c_0.25d_instance_435,0.51,0.4,0.56,0.47
test_400r_6400c_0.25d_instance_454,0.31,0.23,0.31,0.3
test_400r_6400c_0.25d_instance_468,0.45,0.3,0.36,0.39
test_400r_6400c_0.25d_instance_470,0.71,0.32,0.55,0.56
test_400r_6400c_0.25d_instance_473,0.62,0.33,0.64,0.69
test_400r_6400c_0.25d_instance_497,0.72,0.46,0.72,0.5
test_400r_6400c_0.25d_instance_64,0.36,0.29,0.29,0.31
test_400r_800c_0.01d_instance_186,0.13,0.07,0.07,0.12
test_400r_800c_0.01d_instance_222,0.04,0.04,0.04,0.03
test_400r_800c_0.01d_instance_235,0.25,0.08,0.08,0.22
test_400r_800c_0.01d_instance_327,0.2,0.08,0.07,0.21
test_400r_800c_0.01d_instance_400,0.14,0.07,0.08,0.12
test_400r_800c_0.01d_instance_428,0.04,0.04,0.04,0.04
test_400r_800c_0.01d_instance_43,0.14,0.08,0.14,0.13
test_400r_800c_0.01d_instance_448,0.04,0.03,0.04,0.04
test_400r_800c_0.01d_instance_479,0.21,0.09,0.1,0.21
test_400r_800c_0.01d_instance_483,0.13,0.08,0.09,0.14
test_400r_800c_0.01d_instance_49,0.21,0.08,0.08,0.22
test_400r_800c_0.01d_instance_87,0.18,0.11,0.16,0.17
test_400r_800c_0.05d_instance_126,0.82,0.35,0.65,0.65
test_400r_800c_0.05d_instance_143,0.44,0.33,0.69,0.4
test_400r_800c_0.05d_instance_168,0.41,0.17,0.68,0.39
test_400r_800c_0.05d_instance_175,0.37,0.18,0.5,0.37
test_400r_800c_0.05d_instance_219,1.03,0.39,1.03,0.76
test_400r_800c_0.05d_instance_227,0.74,0.24,0.54,0.65
test_400r_800c_0.05d_instance_261,0.86,0.37,0.77,0.84
test_400r_800c_0.05d_instance_303,0.42,0.19,0.32,0.39
test_400r_800c_0.05d_instance_305,0.77,0.26,0.31,0.59
test_400r_800c_0.05d_instance_34,0.77,0.22,0.42,0.47
test_400r_800c_0.05d_instance_343,1.44,0.6,1.21,1.49
test_400r_800c_0.05d_instance_359,0.94,0.38,0.81,0.77
test_400r_800c_0.05d_instance_374,0.98,0.41,0.81,0.83
test_400r_800c_0.05d_instance_387,0.77,0.32,0.67,0.56
test_400r_800c_0.05d_instance_400,1.54,0.46,1.32,1.14
test_400r_800c_0.05d_instance_465,0.77,0.44,0.81,0.57
test_400r_800c_0.05d_instance_473,0.86,0.36,0.6,0.73
test_400r_800c_0.05d_instance_492,0.91,0.37,0.7,0.7
test_400r_800c_0.25d_instance_128,0.31,0.21,0.32,0.33
test_400r_800c_0.25d_instance_129,0.55,0.29,0.42,0.49
test_400r_800c_0.25d_instance_146,0.41,0.32,0.45,0.38
test_400r_800c_0.25d_instance_183,0.23,0.16,0.29,0.27
test_400r_800c_0.25d_instance_207,0.58,0.24,0.49,0.45
test_400r_800c_0.25d_instance_278,0.3,0.18,0.18,0.29
test_400r_800c_0.25d_instance_313,0.53,0.29,0.54,0.48
test_400r_800c_0.25d_instance_314,0.48,0.24,0.44,0.44
test_400r_800c_0.25d_instance_336,0.61,0.33,0.61,0.52
test_400r_800c_0.25d_instance_337,0.52,0.2,0.51,0.36
test_400r_800c_0.25d_instance_413,0.42,0.27,0.43,0.37
test_400r_800c_0.25d_instance_440,0.48,0.21,0.43,0.28
test_400r_800c_0.25d_instance_457,0.3,0.2,0.32,0.28
test_400r_800c_0.25d_instance_71,0.52,0.24,0.47,0.42
test_800r_1600c_0.01d_instance_111,0.52,0.23,0.4,0.48
test_800r_1600c_0.01d_instance_266,2.03,1.35,1.73,1.39
test_800r_1600c_0.01d_instance_277,1.65,1.01,1.36,1.29
test_800r_1600c_0.01d_instance_300,1.32,0.39,0.63,0.89
test_800r_1600c_0.01d_instance_36,1.31,0.9,1.21,1.42
test_800r_1600c_0.01d_instance_437,2.55,1.26,1.15,1.41
test_800r_1600c_0.01d_instance_461,1.25,0.41,0.4,0.67
test_800r_1600c_0.01d_instance_476,2.25,1.02,1.03,2.12
test_800r_1600c_0.01d_instance_90,1.47,0.58,0.72,0.93
test_800r_1600c_0.05d_instance_107,2.0,0.86,2.28,1.69
test_800r_1600c_0.05d_instance_170,3.84,1.63,2.93,3.32
test_800r_1600c_0.05d_instance_285,3.06,1.12,2.37,2.81
test_800r_1600c_0.05d_instance_314,1.74,0.71,1.51,1.5
test_800r_1600c_0.05d_instance_315,4.4,1.78,4.54,4.17
test_800r_1600c_0.05d_instance_334,4.47,1.91,4.18,3.67
test_800r_1600c_0.05d_instance_388,1.57,1.08,1.23,1.27
test_800r_1600c_0.05d_instance_398,4.36,1.37,3.46,3.69
test_800r_1600c_0.05d_instance_409,1.25,0.78,1.1,1.06
test_800r_1600c_0.05d_instance_418,4.53,2.15,4.97,4.24
test_800r_1600c_0.05d_instance_438,1.95,0.93,2.08,2.24
test_800r_1600c_0.05d_instance_494,1.9,1.15,1.89,1.55
test_800r_1600c_0.25d_instance_19,1.72,1.05,1.57,1.6
test_800r_1600c_0.25d_instance_252,1.17,0.73,1.1,1.05
test_800r_1600c_0.25d_instance_32,1.28,0.65,1.13,1.18
test_800r_1600c_0.25d_instance_432,1.13,0.65,1.13,0.97
test_800r_1600c_0.25d_instance_456,1.32,0.93,1.3,1.01
test_800r_1600c_0.25d_instance_497,0.79,0.56,0.67,0.69
test_800r_3200c_0.01d_instance_237,2.25,1.5,1.36,2.26
test_800r_3200c_0.01d_instance_352,1.87,0.64,0.87,1.39
test_800r_3200c_0.01d_instance_361,1.11,0.5,0.62,0.84
test_800r_3200c_0.01d_instance_402,1.75,1.24,1.46,1.72
test_800r_3200c_0.01d_instance_450,1.46,0.62,0.89,1.0
test_800r_3200c_0.01d_instance_451,1.77,0.57,0.65,1.16
test_800r_3200c_0.01d_instance_479,2.52,1.49,1.54,2.01
test_800r_3200c_0.01d_instance_48,1.4,0.44,0.56,1.04
test_800r_3200c_0.01d_instance_75,0.32,0.26,0.23,0.31
test_800r_3200c_0.05d_instance_117,5.58,3.29,5.01,5.42
test_800r_3200c_0.05d_instance_194,3.41,1.41,2.86,2.92
test_800r_3200c_0.05d_instance_2,6.01,3.54,5.71,5.45
test_800r_3200c_0.05d_instance_204,6.78,4.59,7.35,6.62
test_800r_3200c_0.05d_instance_211,6.82,4.66,6.72,8.39
test_800r_3200c_0.05d_instance_301,2.95,1.22,2.59,3.13
test_800r_3200c_0.05d_instance_40,2.62,1.29,3.14,2.6
test_800r_3200c_0.05d_instance_406,6.55,3.57,6.43,5.26
test_800r_3200c_0.25d_instance_163,1.72,0.94,1.51,1.59
test_800r_3200c_0.25d_instance_189,1.04,0.67,0.72,0.89
test_800r_3200c_0.25d_instance_19,1.45,0.87,1.22,1.27
test_800r_3200c_0.25d_instance_20,2.43,1.28,2.06,2.62
test_800r_3200c_0.25d_instance_203,1.87,1.0,1.59,1.51
test_800r_3200c_0.25d_instance_211,0.94,0.76,0.91,0.94
test_800r_3200c_0.25d_instance_363,1.01,0.76,0.87,1.02
test_800r_3200c_0.25d_instance_398,1.04,0.7,0.91,0.72
test_800r_3200c_0.25d_instance_422,2.12,1.39,1.9,1.96
test_800r_3200c_0.25d_instance_423,1.53,1.0,1.46,1.45
test_800r_3200c_0.25d_instance_430,0.93,0.76,0.79,0.84
test_800r_3200c_0.25d_instance_433,1.74,0.73,1.43,1.65
test_800r_3200c_0.25d_instance_459,1.98,1.06,1.76,1.86
test_800r_3200c_0.25d_instance_465,1.46,1.18,1.43,1.27
test_800r_400c_0.01d_instance_16,0.05,0.05,0.03,0.04
test_800r_400c_0.01d_instance_184,0.06,0.06,0.06,0.06
test_800r_400c_0.01d_instance_195,0.03,0.04,0.04,0.04
test_800r_400c_0.01d_instance_228,0.04,0.03,0.03,0.03
test_800r_400c_0.01d_instance_251,0.05,0.04,0.05,0.04
test_800r_400c_0.01d_instance_259,0.03,0.03,0.03,0.03
test_800r_400c_0.01d_instance_286,0.12,0.06,0.05,0.14
test_800r_400c_0.01d_instance_304,0.21,0.13,0.2,0.26
test_800r_400c_0.01d_instance_313,0.03,0.03,0.03,0.03
test_800r_400c_0.01d_instance_412,0.1,0.1,0.14,0.11
test_800r_400c_0.01d_instance_422,0.05,0.05,0.05,0.03
test_800r_400c_0.01d_instance_44,0.05,0.05,0.05,0.05
test_800r_400c_0.01d_instance_450,0.22,0.13,0.18,0.2
test_800r_400c_0.01d_instance_476,0.04,0.04,0.04,0.03
test_800r_400c_0.05d_instance_26,1.94,0.72,1.31,1.38
test_800r_400c_0.05d_instance_295,1.56,0.7,1.2,1.35
test_800r_400c_0.05d_instance_344,1.83,0.65,1.24,1.32
test_800r_400c_0.05d_instance_366,3.49,0.97,1.91,3.07
test_800r_400c_0.05d_instance_387,4.35,1.7,4.55,4.09
test_800r_400c_0.05d_instance_404,1.74,0.71,1.17,1.37
test_800r_400c_0.05d_instance_41,1.71,0.73,0.96,1.56
test_800r_400c_0.05d_instance_440,1.24,0.35,0.86,0.85
test_800r_400c_0.05d_instance_466,5.21,2.64,5.31,6.98
test_800r_400c_0.05d_instance_481,1.76,0.88,1.32,1.44
test_800r_400c_0.05d_instance_5,2.22,0.85,1.17,1.81
test_800r_400c_0.05d_instance_63,1.92,0.71,1.18,1.72
test_800r_400c_0.05d_instance_66,0.58,0.47,0.65,0.58
test_800r_400c_0.05d_instance_95,2.24,0.79,1.44,2.02
test_800r_400c_0.25d_instance_136,0.98,0.52,0.73,0.88
test_800r_400c_0.25d_instance_209,1.34,0.54,1.2,1.19
test_800r_400c_0.25d_instance_254,0.67,0.58,0.72,0.66
test_800r_400c_0.25d_instance_257,0.85,0.47,0.83,0.81
test_800r_400c_0.25d_instance_274,0.7,0.46,0.58,0.63
test_800r_400c_0.25d_instance_293,0.78,0.43,0.75,0.64
test_800r_400c_0.25d_instance_3,0.83,0.5,0.71,0.66
test_800r_400c_0.25d_instance_303,1.25,0.6,1.15,1.23
test_800r_400c_0.25d_instance_310,0.55,0.43,0.64,0.51
test_800r_400c_0.25d_instance_321,0.47,0.29,0.33,0.39
test_800r_400c_0.25d_instance_365,0.65,0.42,0.63,0.55
test_800r_400c_0.25d_instance_372,0.95,0.41,0.64,0.68
test_800r_400c_0.25d_instance_67,0.82,0.42,0.59,0.67
test_800r_400c_0.25d_instance_91,0.93,0.5,0.94,0.76
test_800r_6400c_0.01d_instance_101,1.34,0.32,0.66,1.03
test_800r_6400c_0.01d_instance_124,1.72,0.68,0.84,1.37
test_800r_6400c_0.01d_instance_131,2.22,1.15,1.56,1.73
test_800r_6400c_0.01d_instance_136,2.79,1.56,2.16,2.52
test_800r_6400c_0.01d_instance_138,1.63,0.47,1.0,1.06
test_800r_6400c_0.01d_instance_18,2.2,1.38,1.62,1.98
test_800r_6400c_0.01d_instance_2,1.94,0.64,1.41,1.58
test_800r_6400c_0.01d_instance_292,1.75,0.62,0.93,1.16
test_800r_6400c_0.01d_instance_32,1.63,0.78,1.15,1.46
test_800r_6400c_0.01d_instance_355,1.33,0.36,0.69,0.91
test_800r_6400c_0.01d_instance_367,0.18,0.15,0.18,0.23
test_800r_6400c_0.01d_instance_452,2.14,1.05,1.19,1.74
test_800r_6400c_0.01d_instance_455,2.24,1.44,1.27,1.61
test_800r_6400c_0.01d_instance_462,3.49,1.76,2.04,2.25
test_800r_6400c_0.01d_instance_467,1.77,1.14,1.19,1.14
test_800r_6400c_0.01d_instance_67,1.84,0.64,0.88,1.38
test_800r_6400c_0.05d_instance_11,5.59,2.48,4.2,4.01
test_800r_6400c_0.05d_instance_264,3.09,1.32,2.33,3.83
test_800r_6400c_0.05d_instance_275,1.97,1.15,1.64,1.57
test_800r_6400c_0.05d_instance_279,1.8,1.04,1.64,1.58
test_800r_6400c_0.05d_instance_340,7.06,4.3,6.56,6.66
test_800r_6400c_0.05d_instance_482,2.55,1.38,2.83,2.08
test_800r_6400c_0.05d_instance_6,2.07,0.91,1.64,1.72
test_800r_6400c_0.05d_instance_96,5.61,3.06,5.01,4.91
test_800r_6400c_0.25d_instance_122,2.03,1.28,1.99,1.99
test_800r_6400c_0.25d_instance_188,2.14,1.28,1.89,1.86
test_800r_6400c_0.25d_instance_208,1.67,1.2,1.51,1.46
test_800r_6400c_0.25d_instance_24,3.18,2.05,2.88,2.91
test_800r_6400c_0.25d_instance_33,2.11,1.58,2.17,1.79
test_800r_6400c_0.25d_instance_416,1.54,1.08,1.39,1.32
test_800r_6400c_0.25d_instance_419,2.12,1.52,1.83,1.88
test_800r_6400c_0.25d_instance_431,2.12,1.25,1.8,2.08
test_800r_6400c_0.25d_instance_447,2.23,1.43,2.09,1.97
test_800r_6400c_0.25d_instance_489,1.86,1.14,1.75,1.69
test_800r_6400c_0.25d_instance_97,1.7,1.16,1.46,1.45
test_800r_800c_0.01d_instance_114,5.55,2.68,4.17,5.33
test_800r_800c_0.01d_instance_149,1.1,0.49,0.74,0.9
test_800r_800c_0.01d_instance_150,3.18,2.18,1.83,2.59
test_800r_800c_0.01d_instance_166,1.54,0.7,0.65,0.97
test_800r_800c_0.01d_instance_212,1.35,0.38,0.53,0.96
test_800r_800c_0.01d_instance_235,1.58,0.77,0.79,1.0
test_800r_800c_0.01d_instance_262,1.59,0.81,0.87,0.8
test_800r_800c_0.01d_instance_300,0.67,0.33,0.6,0.66
test_800r_800c_0.01d_instance_328,1.13,0.36,0.49,0.75
test_800r_800c_0.01d_instance_456,1.14,0.59,0.54,0.77
test_800r_800c_0.01d_instance_466,1.24,0.38,0.58,0.97
test_800r_800c_0.01d_instance_491,1.92,1.16,1.46,1.35
test_800r_800c_0.01d_instance_98,2.32,1.4,1.43,1.95
test_800r_800c_0.05d_instance_110,4.71,2.03,4.82,3.83
test_800r_800c_0.05d_instance_176,2.18,0.89,1.77,1.86
test_800r_800c_0.05d_instance_181,6.26,2.97,4.68,6.01
test_800r_800c_0.05d_instance_183,6.19,2.6,5.35,5.52
test_800r_800c_0.05d_instance_227,2.02,1.09,2.12,1.61
test_800r_800c_0.05d_instance_269,4.8,2.14,5.06,5.05
test_800r_800c_0.05d_instance_274,1.67,0.77,1.18,1.24
test_800r_800c_0.05d_instance_302,2.98,1.21,2.11,2.2
test_800r_800c_0.05d_instance_328,1.99,0.94,1.93,1.53
test_800r_800c_0.05d_instance_369,2.29,1.4,1.8,1.87
test_800r_800c_0.05d_instance_380,4.68,2.76,4.85,4.32
test_800r_800c_0.05d_instance_79,1.52,0.92,1.89,1.22
test_800r_800c_0.05d_instance_8,6.15,2.08,3.22,5.75
test_800r_800c_0.25d_instance_116,1.44,0.77,1.13,1.17
test_800r_800c_0.25d_instance_117,1.31,0.64,1.12,1.25
test_800r_800c_0.25d_instance_150,0.89,0.55,0.96,0.93
test_800r_800c_0.25d_instance_162,1.38,0.72,1.35,1.38
test_800r_800c_0.25d_instance_216,0.69,0.49,0.62,0.72
test_800r_800c_0.25d_instance_244,1.09,0.88,1.0,1.11
test_800r_800c_0.25d_instance_292,1.36,0.7,1.11,1.21
test_800r_800c_0.25d_instance_294,0.64,0.42,0.58,0.52
test_800r_800c_0.25d_instance_301,1.62,0.76,1.51,1.43
test_800r_800c_0.25d_instance_317,1.42,0.65,1.32,1.48
test_800r_800c_0.25d_instance_329,1.22,0.7,1.12,1.21
test_800r_800c_0.25d_instance_379,1.28,0.79,1.03,1.25
test_800r_800c_0.25d_instance_41,1.3,0.61,1.05,1.22
test_800r_800c_0.25d_instance_50,0.82,0.57,0.79,0.81
test_800r_800c_0.25d_instance_8,0.64,0.5,0.5,0.6
train_1600r_1600c_0.01d_instance_1095,180.0,180.0,180.0,180.0
train_1600r_1600c_0.01d_instance_1117,166.36,162.47,175.7,180.0
train_1600r_1600c_0.01d_instance_1145,180.0,172.17,180.0,180.0
train_1600r_1600c_0.01d_instance_1174,153.95,135.82,136.82,159.94
train_1600r_1600c_0.01d_instance_1195,180.0,180.0,180.0,180.0
train_1600r_1600c_0.01d_instance_123,87.31,62.82,82.1,83.21
train_1600r_1600c_0.01d_instance_1240,128.99,107.27,127.94,97.84
train_1600r_1600c_0.01d_instance_1272,77.65,58.21,81.75,77.91
train_1600r_1600c_0.01d_instance_1290,136.77,102.73,113.9,119.87
train_1600r_1600c_0.01d_instance_1326,180.0,180.0,180.0,180.0
train_1600r_1600c_0.01d_instance_1371,70.92,37.21,53.77,50.02
train_1600r_1600c_0.01d_instance_1413,180.01,180.0,180.0,180.0
train_1600r_1600c_0.01d_instance_1421,154.05,102.79,120.01,122.28
train_1600r_1600c_0.01d_instance_1455,138.02,90.82,116.92,102.89
train_1600r_1600c_0.01d_instance_1464,84.13,66.75,86.41,75.69
train_1600r_1600c_0.01d_instance_1472,28.78,17.8,21.41,22.71
train_1600r_1600c_0.01d_instance_1486,80.24,67.62,79.32,74.24
train_1600r_1600c_0.01d_instance_1488,17.69,10.7,14.31,19.54
train_1600r_1600c_0.01d_instance_1517,70.78,53.89,42.79,61.52
train_1600r_1600c_0.01d_instance_1578,85.55,75.25,80.74,80.94
train_1600r_1600c_0.01d_instance_1584,59.92,39.06,60.59,48.95
train_1600r_1600c_0.01d_instance_1621,180.0,180.0,180.0,180.0
train_1600r_1600c_0.01d_instance_164,114.94,109.81,125.49,109.94
train_1600r_1600c_0.01d_instance_1653,78.29,63.53,75.05,61.5
train_1600r_1600c_0.01d_instance_1656,180.0,180.0,180.01,180.0
train_1600r_1600c_0.01d_instance_1692,180.0,180.0,180.01,180.0
train_1600r_1600c_0.01d_instance_1745,61.39,46.12,53.04,66.39
train_1600r_1600c_0.01d_instance_1754,74.43,35.62,41.4,37.41
train_1600r_1600c_0.01d_instance_1770,46.91,34.13,30.79,35.7
train_1600r_1600c_0.01d_instance_1775,37.64,19.97,26.71,38.0
train_1600r_1600c_0.01d_instance_1800,180.0,180.0,180.0,180.0
train_1600r_1600c_0.01d_instance_1809,180.0,180.06,180.01,180.0
train_1600r_1600c_0.01d_instance_1817,19.76,8.24,14.87,18.8
train_1600r_1600c_0.01d_instance_1828,180.0,180.0,180.01,180.0
train_1600r_1600c_0.01d_instance_1930,45.21,38.95,43.44,45.13
train_1600r_1600c_0.01d_instance_1970,128.94,118.24,130.54,124.89
train_1600r_1600c_0.01d_instance_1985,26.64,17.44,22.84,21.03
train_1600r_1600c_0.01d_instance_24,29.48,17.75,26.3,24.59
train_1600r_1600c_0.01d_instance_245,71.86,52.75,69.81,67.1
train_1600r_1600c_0.01d_instance_274,180.0,180.0,180.0,180.0
train_1600r_1600c_0.01d_instance_332,162.99,128.83,156.75,180.0
train_1600r_1600c_0.01d_instance_341,180.0,180.0,180.0,180.0
train_1600r_1600c_0.01d_instance_352,180.0,180.0,180.0,180.0
train_1600r_1600c_0.01d_instance_353,177.08,158.73,180.0,180.0
train_1600r_1600c_0.01d_instance_420,83.35,72.06,75.69,74.47
train_1600r_1600c_0.01d_instance_496,123.5,93.61,121.81,83.35
train_1600r_1600c_0.01d_instance_605,180.0,180.0,180.0,180.0
train_1600r_1600c_0.01d_instance_624,161.95,107.8,131.21,132.11
train_1600r_1600c_0.01d_instance_627,21.29,9.02,14.46,19.2
train_1600r_1600c_0.01d_instance_677,139.75,113.2,180.0,150.59
train_1600r_1600c_0.01d_instance_693,46.68,35.3,40.88,37.75
train_1600r_1600c_0.01d_instance_718,28.08,14.51,20.83,24.24
train_1600r_1600c_0.01d_instance_76,80.26,72.04,86.02,68.49
train_1600r_1600c_0.01d_instance_789,23.52,13.34,17.99,30.95
train_1600r_1600c_0.01d_instance_822,180.0,121.43,137.01,180.0
train_1600r_1600c_0.01d_instance_826,47.35,29.68,51.05,40.9
train_1600r_1600c_0.01d_instance_830,180.0,146.39,170.62,180.0
train_1600r_1600c_0.01d_instance_850,180.0,180.0,180.0,180.0
train_1600r_1600c_0.01d_instance_921,88.47,70.43,82.51,69.85
train_1600r_1600c_0.01d_instance_946,31.24,17.33,23.32,27.14
train_1600r_1600c_0.01d_instance_953,180.0,180.0,180.0,180.0
train_1600r_1600c_0.01d_instance_970,180.0,180.0,180.0,180.0
train_1600r_1600c_0.05d_instance_1000,21.71,12.62,24.8,19.38
train_1600r_1600c_0.05d_instance_1011,23.78,15.0,20.67,21.62
train_1600r_1600c_0.05d_instance_1028,68.24,61.17,60.63,69.27
train_1600r_1600c_0.05d_instance_1072,32.42,22.61,31.18,37.54
train_1600r_1600c_0.05d_instance_1101,12.25,8.23,11.74,11.03
train_1600r_1600c_0.05d_instance_1106,35.06,24.86,35.07,35.0
train_1600r_1600c_0.05d_instance_111,12.63,8.16,12.87,12.43
train_1600r_1600c_0.05d_instance_1120,15.66,8.4,14.18,15.76
train_1600r_1600c_0.05d_instance_1156,15.63,10.71,19.62,14.99
train_1600r_1600c_0.05d_instance_1158,180.0,177.95,180.0,180.0
train_1600r_1600c_0.05d_instance_1191,180.0,165.31,180.0,180.0
train_1600r_1600c_0.05d_instance_1205,16.7,9.39,13.62,11.1
train_1600r_1600c_0.05d_instance_1215,16.0,6.98,15.42,15.75
train_1600r_1600c_0.05d_instance_122,36.97,32.49,32.0,36.04
train_1600r_1600c_0.05d_instance_124,32.2,20.06,22.95,27.03
train_1600r_1600c_0.05d_instance_1299,9.36,6.53,10.69,9.61
train_1600r_1600c_0.05d_instance_134,33.76,28.16,32.64,34.93
train_1600r_1600c_0.05d_instance_1423,10.82,9.08,11.73,11.33
train_1600r_1600c_0.05d_instance_1447,50.72,41.07,48.24,56.57
train_1600r_1600c_0.05d_instance_1480,45.0,31.44,40.82,43.75
train_1600r_1600c_0.05d_instance_1511,53.24,42.88,41.97,51.68
train_1600r_1600c_0.05d_instance_154,10.87,4.74,12.01,9.8
train_1600r_1600c_0.05d_instance_1568,17.64,8.15,12.81,16.39
train_1600r_1600c_0.05d_instance_1599,3.21,1.89,3.48,2.67
train_1600r_1600c_0.05d_instance_162,35.53,33.9,31.04,34.94
train_1600r_1600c_0.05d_instance_1645,12.3,7.21,10.41,15.86
train_1600r_1600c_0.05d_instance_1647,38.75,37.63,35.11,38.29
train_1600r_1600c_0.05d_instance_1680,7.38,3.91,6.96,8.22
train_1600r_1600c_0.05d_instance_1681,25.24,21.4,31.29,24.84
train_1600r_1600c_0.05d_instance_1718,32.54,22.25,25.86,26.98
train_1600r_1600c_0.05d_instance_1721,21.56,18.6,22.3,23.35
train_1600r_1600c_0.05d_instance_1786,19.49,17.05,20.68,21.13
train_1600r_1600c_0.05d_instance_1804,17.24,10.88,15.59,15.75
train_1600r_1600c_0.05d_instance_1828,159.51,133.03,158.59,155.16
train_1600r_1600c_0.05d_instance_1830,13.25,9.7,18.87,18.39
train_1600r_1600c_0.05d_instance_1883,28.81,20.73,26.89,26.52
train_1600r_1600c_0.05d_instance_1932,59.8,49.21,60.36,64.24
train_1600r_1600c_0.05d_instance_1974,11.02,6.85,9.24,10.02
train_1600r_1600c_0.05d_instance_1994,24.94,19.76,27.11,29.17
train_1600r_1600c_0.05d_instance_1997,38.31,37.15,40.84,36.3
train_1600r_1600c_0.05d_instance_2,75.3,53.39,66.55,90.61
train_1600r_1600c_0.05d_instance_296,28.13,27.57,23.71,29.11
train_1600r_1600c_0.05d_instance_326,44.66,36.47,38.72,43.61
train_1600r_1600c_0.05d_instance_336,165.65,169.54,180.0,169.86
train_1600r_1600c_0.05d_instance_436,37.95,19.44,24.65,23.84
train_1600r_1600c_0.05d_instance_515,27.91,20.4,22.85,21.48
train_1600r_1600c_0.05d_instance_52,49.4,45.1,49.05,53.68
train_1600r_1600c_0.05d_instance_539,51.61,48.86,52.82,51.54
train_1600r_1600c_0.05d_instance_56,34.31,26.66,34.94,32.69
train_1600r_1600c_0.05d_instance_619,124.92,132.55,149.0,123.04
train_1600r_1600c_0.05d_instance_633,81.2,73.69,77.48,77.45
train_1600r_1600c_0.05d_instance_645,61.65,53.73,58.17,60.68
train_1600r_1600c_0.05d_instance_688,180.0,180.0,180.0,180.0
train_1600r_1600c_0.05d_instance_754,16.18,7.41,15.96,17.05
train_1600r_1600c_0.05d_instance_802,9.29,5.33,8.44,8.86
train_1600r_1600c_0.05d_instance_831,180.0,180.0,180.0,180.0
train_1600r_1600c_0.05d_instance_854,9.55,5.9,7.54,8.72
train_1600r_1600c_0.05d_instance_905,9.37,6.15,9.06,9.72
train_1600r_1600c_0.05d_instance_99,14.86,7.71,11.53,18.18
train_1600r_1600c_0.25d_instance_10,8.36,6.62,7.64,7.83
train_1600r_1600c_0.25d_instance_1019,4.6,3.83,4.29,4.36
train_1600r_1600c_0.25d_instance_1056,6.02,5.55,5.74,5.96
train_1600r_1600c_0.25d_instance_111,6.93,6.01,6.6,6.82
train_1600r_1600c_0.25d_instance_1113,6.59,4.97,6.51,6.0
train_1600r_1600c_0.25d_instance_2,4.83,4.28,4.24,4.81
train_1600r_1600c_0.25d_instance_209,8.11,7.21,7.89,7.65
train_1600r_1600c_0.25d_instance_217,8.06,6.93,7.86,7.81
train_1600r_1600c_0.25d_instance_256,7.48,6.21,6.88,7.3
train_1600r_1600c_0.25d_instance_275,9.05,7.55,8.94,8.41
train_1600r_1600c_0.25d_instance_29,7.84,7.07,7.79,7.76
train_1600r_1600c_0.25d_instance_321,7.67,6.74,6.89,7.01
train_1600r_1600c_0.25d_instance_358,6.76,6.25,6.27,6.5
train_1600r_1600c_0.25d_instance_391,6.81,5.66,5.97,6.36
train_1600r_1600c_0.25d_instance_4,9.29,7.31,8.3,8.49
train_1600r_1600c_0.25d_instance_491,6.73,5.65,6.67,6.34
train_1600r_1600c_0.25d_instance_492,7.1,5.52,6.68,6.79
train_1600r_1600c_0.25d_instance_574,4.39,3.9,4.39,4.1
train_1600r_1600c_0.25d_instance_836,7.58,6.73,7.14,7.2
train_1600r_1600c_0.25d_instance_899,6.28,4.93,6.19,6.03
train_1600r_1600c_0.25d_instance_94,8.04,6.16,7.99,7.46
train_1600r_1600c_0.25d_instance_956,7.3,6.6,6.88,6.92
train_1600r_1600c_0.25d_instance_978,9.91,9.11,11.74,8.31
train_1600r_1600c_0.25d_instance_986,6.93,6.04,6.53,6.65
train_1600r_400c_0.01d_instance_1028,0.04,0.04,0.04,0.04
train_1600r_400c_0.01d_instance_108,0.05,0.04,0.05,0.05
train_1600r_400c_0.01d_instance_1081,0.06,0.07,0.05,0.07
train_1600r_400c_0.01d_instance_1169,0.04,0.03,0.03,0.04
train_1600r_400c_0.01d_instance_1176,0.07,0.07,0.06,0.07
train_1600r_400c_0.01d_instance_119,0.06,0.06,0.05,0.06
train_1600r_400c_0.01d_instance_123,0.05,0.04,0.05,0.05
train_1600r_400c_0.01d_instance_1246,0.06,0.07,0.07,0.07
