File Name,default,TreeCutLevel-1,RootCutLevel-1,TreeCutLevel-0
training_15194.proto,1.83,1.91,1.72,1.83
training_15206.proto,6.2,7.09,4.62,11.07
training_1527.proto,1.64,2.19,1.61,1.68
training_153.proto,166.38,180.01,21.83,25.45
training_15312.proto,2.98,129.73,3.55,3.02
training_1533.proto,0.23,0.24,0.24,0.24
training_15330.proto,1.61,1.54,1.65,1.57
training_1537.proto,1.69,1.72,1.5,1.55
training_15384.proto,11.37,6.5,6.54,10.0
training_15388.proto,4.43,2.93,1.81,4.52
training_1541.proto,11.58,8.89,9.34,9.32
training_15457.proto,5.34,6.1,5.82,6.04
training_15459.proto,4.6,9.6,8.06,4.45
training_15484.proto,49.41,21.82,21.31,180.02
training_15486.proto,11.1,8.5,11.62,9.68
training_15531.proto,9.23,8.61,5.51,8.21
training_15549.proto,3.89,2.83,2.85,4.14
training_15551.proto,5.82,5.96,9.49,14.19
training_15558.proto,1.31,1.27,1.29,1.36
training_15561.proto,180.02,31.97,49.0,180.02
training_15579.proto,19.74,14.27,8.3,24.14
training_15586.proto,180.02,180.04,53.8,180.03
training_15587.proto,9.09,30.18,180.02,13.01
training_15597.proto,1.5,1.97,1.35,1.47
training_15601.proto,6.85,2.9,32.74,9.33
training_15604.proto,13.81,9.74,13.78,10.78
training_15700.proto,5.06,4.57,4.35,5.0
training_15744.proto,7.38,5.08,3.8,7.25
training_15753.proto,24.2,26.12,6.58,19.03
training_15754.proto,3.21,2.72,2.87,3.29
training_15794.proto,2.02,1.89,1.76,2.06
training_15799.proto,0.22,0.21,0.23,0.24
training_15836.proto,40.64,180.01,70.8,64.12
training_15837.proto,4.7,4.3,4.13,4.67
training_1584.proto,26.92,27.43,28.0,24.23
training_15844.proto,1.59,1.32,1.3,1.53
training_15846.proto,2.28,2.16,2.13,2.24
training_1585.proto,17.22,11.61,11.72,11.81
training_15918.proto,12.37,10.34,10.38,11.14
training_15963.proto,19.43,180.02,10.45,16.78
training_15967.proto,4.23,5.96,3.68,3.22
training_15970.proto,5.18,6.16,5.26,5.33
training_15972.proto,13.16,10.39,7.6,9.12
training_16035.proto,3.84,3.88,2.99,3.96
training_16041.proto,16.42,9.73,10.63,11.78
training_16050.proto,2.46,3.83,8.17,2.59
training_16091.proto,5.24,3.46,4.45,4.67
training_16113.proto,6.23,5.06,4.97,9.84
training_16120.proto,2.15,2.08,1.95,2.17
training_16129.proto,1.55,1.47,1.56,1.68
training_16133.proto,4.18,3.79,3.23,4.44
training_16137.proto,9.96,12.73,5.06,8.33
training_16142.proto,1.6,1.58,1.67,1.67
training_16160.proto,8.66,9.4,5.05,8.17
training_16175.proto,180.04,180.03,180.01,180.04
training_16184.proto,2.55,2.06,2.07,2.51
training_16190.proto,6.9,5.67,4.07,8.8
training_16235.proto,7.55,10.33,13.19,10.31
training_16251.proto,6.93,5.33,27.53,6.73
training_16256.proto,2.02,2.4,2.1,2.25
training_16267.proto,3.21,2.73,10.09,3.2
training_16278.proto,3.24,2.8,3.19,3.17
training_16289.proto,4.74,4.37,2.74,4.73
training_16304.proto,51.24,60.68,45.87,180.02
training_16309.proto,2.09,7.26,1.92,2.03
training_16311.proto,8.18,8.59,9.22,9.2
training_16325.proto,2.4,2.11,2.43,2.44
training_16326.proto,13.15,16.64,13.47,13.42
training_16365.proto,18.05,8.24,27.38,19.16
training_1641.proto,2.3,2.87,2.18,2.33
training_16414.proto,4.47,5.25,4.82,4.47
training_16428.proto,4.11,5.31,7.28,4.24
training_16493.proto,1.35,1.14,1.14,1.42
training_16515.proto,36.56,180.02,27.64,103.26
training_16544.proto,2.1,1.78,2.25,2.16
training_16555.proto,5.95,6.9,5.07,5.94
training_16568.proto,1.56,1.59,1.58,1.57
training_16601.proto,0.54,0.56,0.52,0.51
training_16609.proto,3.94,3.57,3.24,3.94
training_1661.proto,13.48,21.02,7.92,11.79
training_16618.proto,21.71,23.21,178.36,12.23
training_16636.proto,1.89,1.88,1.89,1.89
training_16649.proto,5.08,6.08,5.57,5.15
training_16662.proto,18.28,11.65,15.42,13.46
training_16701.proto,6.01,3.4,3.84,8.22
training_16715.proto,1.57,2.07,1.46,1.53
training_16735.proto,3.18,2.7,2.56,3.19
training_16745.proto,9.07,7.12,5.99,10.02
training_16753.proto,2.22,4.42,3.62,2.36
training_16765.proto,1.95,1.81,2.25,1.9
training_16784.proto,3.35,3.19,2.97,3.31
training_1679.proto,15.85,14.8,16.33,10.79
training_16804.proto,4.1,5.13,4.03,4.04
training_16809.proto,10.72,4.46,3.9,4.67
training_1681.proto,2.47,2.25,1.98,2.48
training_16813.proto,2.8,2.58,2.16,2.94
training_16829.proto,10.25,8.85,10.74,8.61
training_1683.proto,2.43,2.16,3.41,2.57
training_16944.proto,2.92,2.41,3.86,3.1
training_16960.proto,4.84,4.28,1.78,4.91
training_16963.proto,17.66,12.4,5.74,15.62
training_16967.proto,8.41,9.5,8.03,8.23
training_16991.proto,2.42,2.05,2.81,2.33
training_16998.proto,27.09,180.01,180.01,91.83
training_16999.proto,2.52,2.15,2.02,2.62
training_170.proto,3.61,4.05,3.2,3.7
training_17004.proto,1.39,2.26,1.43,1.43
training_17053.proto,20.15,15.57,7.04,14.37
training_17064.proto,31.96,25.45,180.02,16.18
training_17075.proto,19.02,9.95,15.06,13.72
training_17171.proto,8.14,11.85,12.68,8.86
training_17177.proto,14.2,12.9,13.03,10.62
training_17195.proto,5.28,1.88,1.96,5.6
training_1721.proto,13.96,10.5,12.11,11.12
training_17218.proto,19.48,4.53,21.54,19.58
training_17229.proto,6.71,6.64,18.01,6.49
training_17237.proto,3.3,5.54,4.34,3.31
training_17268.proto,2.48,2.55,2.08,2.6
training_17292.proto,6.13,6.05,5.72,6.39
training_17297.proto,5.24,2.35,3.15,5.78
training_17316.proto,9.22,5.73,9.5,9.52
training_17341.proto,3.18,4.92,3.43,3.45
training_1735.proto,13.33,10.05,7.25,8.6
training_17366.proto,8.58,6.93,3.41,8.62
training_17376.proto,2.39,4.01,1.82,2.37
training_17409.proto,2.96,3.21,2.98,2.86
training_17412.proto,10.58,9.77,18.45,9.96
training_17427.proto,4.3,3.92,4.02,5.27
training_17460.proto,4.61,4.55,3.63,4.71
training_17490.proto,3.93,4.24,4.21,3.92
training_17574.proto,23.0,180.0,24.15,20.96
training_17606.proto,3.0,2.37,2.19,2.81
training_1761.proto,3.9,1.84,2.22,4.03
training_1762.proto,8.12,3.22,2.41,7.35
training_17630.proto,1.56,1.59,1.58,1.54
training_1764.proto,3.84,23.16,25.79,4.07
training_17643.proto,17.12,180.03,17.17,13.36
training_17658.proto,3.15,2.3,2.25,3.18
training_17682.proto,3.97,3.79,5.8,3.89
training_17712.proto,13.07,14.48,180.02,9.14
training_17715.proto,15.14,16.44,13.96,12.08
training_17746.proto,38.21,110.89,180.03,14.83
training_17790.proto,5.24,10.24,6.23,5.18
training_17809.proto,1.61,1.56,1.41,1.66
training_17835.proto,4.85,3.47,4.17,5.07
training_17839.proto,1.61,1.64,1.53,1.61
training_1784.proto,2.64,2.4,2.27,2.48
training_17844.proto,2.05,2.44,2.78,2.01
training_17862.proto,1.95,3.01,3.45,1.93
training_17863.proto,1.09,1.45,1.33,1.12
training_17867.proto,1.86,2.12,1.89,1.97
training_1787.proto,3.42,3.29,2.79,3.55
training_17871.proto,36.82,69.42,9.07,12.53
training_17872.proto,6.21,6.33,6.32,6.29
training_17888.proto,9.63,3.84,10.7,7.37
training_17897.proto,1.63,1.38,1.35,1.55
training_17912.proto,2.13,2.53,1.97,2.16
training_1794.proto,8.24,3.81,5.55,8.98
training_17944.proto,2.48,2.84,2.0,2.4
training_1799.proto,1.59,1.5,1.23,1.51
training_17991.proto,7.71,7.36,11.36,7.71
training_18008.proto,1.13,1.12,1.09,1.2
training_181.proto,1.78,1.72,1.85,1.75
training_18123.proto,3.15,2.74,2.4,2.96
training_18134.proto,6.64,12.44,15.29,6.38
training_18149.proto,3.47,2.85,2.64,3.17
training_1822.proto,6.84,4.02,7.26,5.1
training_18276.proto,3.32,5.8,8.56,3.28
training_18283.proto,6.93,6.11,5.34,7.03
training_18333.proto,6.69,7.44,4.8,6.77
training_18352.proto,2.06,1.7,1.81,2.06
training_18357.proto,15.42,9.37,8.82,12.75
training_18363.proto,17.44,10.6,19.07,14.46
training_18367.proto,180.01,24.93,13.41,180.04
training_18391.proto,2.2,2.24,2.18,2.17
training_18426.proto,2.78,4.52,4.13,2.87
training_18440.proto,8.51,8.45,9.62,7.64
training_18454.proto,3.06,2.93,2.84,3.17
training_18455.proto,2.75,1.82,2.02,2.7
training_18460.proto,4.96,4.87,4.91,5.67
training_1848.proto,8.89,10.23,5.94,10.44
training_18491.proto,9.28,7.71,10.57,11.85
training_18504.proto,2.05,1.76,1.67,2.04
training_18517.proto,1.87,1.65,1.73,1.91
training_18538.proto,3.58,11.99,2.88,3.43
training_18543.proto,32.77,5.22,7.16,22.31
training_18564.proto,2.29,2.34,2.58,2.41
training_18569.proto,2.98,2.71,2.74,2.8
training_18591.proto,1.57,1.1,1.5,1.56
training_18631.proto,2.22,2.04,2.04,1.98
training_18633.proto,10.92,53.33,14.98,8.37
training_1864.proto,7.14,4.82,7.05,9.64
training_187.proto,2.95,3.84,5.35,2.93
training_18718.proto,3.25,6.03,2.73,3.2
training_18734.proto,2.78,2.83,2.81,2.96
training_18737.proto,1.31,1.15,1.57,1.36
training_18740.proto,0.35,0.36,0.36,0.36
training_18753.proto,2.41,1.87,2.37,2.37
training_18768.proto,2.89,3.04,2.81,2.93
training_18770.proto,3.79,3.74,2.2,3.81
training_18771.proto,5.38,5.17,3.92,5.45
training_18789.proto,7.24,10.0,15.22,7.59
training_1882.proto,2.77,3.74,2.58,2.83
training_18829.proto,9.74,6.09,9.51,10.36
training_18830.proto,9.25,11.31,7.09,33.66
training_18856.proto,11.49,9.76,8.7,9.19
training_18867.proto,3.43,2.4,2.57,3.51
training_18879.proto,1.29,1.17,1.15,1.22
training_18880.proto,1.63,1.58,1.58,1.68
training_18891.proto,3.53,3.27,3.71,3.49
training_18902.proto,3.48,3.36,2.7,3.49
training_18917.proto,5.94,5.64,3.77,6.2
training_18918.proto,4.01,3.76,3.7,3.53
training_18922.proto,5.64,9.06,7.19,6.82
training_18929.proto,5.68,5.26,4.88,5.32
training_18937.proto,1.65,1.35,1.22,1.64
training_18981.proto,2.12,4.09,1.99,2.06
training_18999.proto,5.11,3.79,2.71,5.37
training_19012.proto,4.06,5.35,4.02,3.25
training_19040.proto,1.86,1.67,1.48,1.65
training_19082.proto,24.95,21.16,18.53,18.18
training_19144.proto,3.57,2.92,12.09,3.29
training_19154.proto,7.7,7.98,11.95,11.87
training_19196.proto,1.44,1.01,1.08,1.29
training_19197.proto,3.25,3.11,2.79,3.24
training_19204.proto,1.96,2.0,7.04,1.87
training_19207.proto,9.49,8.95,10.29,7.56
training_1921.proto,2.65,2.67,2.41,2.66
training_19230.proto,7.92,8.46,8.42,7.03
training_19266.proto,1.62,1.48,1.24,1.66
training_19268.proto,1.77,1.69,1.57,1.79
training_19272.proto,1.28,1.15,1.31,1.31
training_19283.proto,6.71,5.06,4.8,8.03
training_19299.proto,8.8,24.99,9.64,38.7
training_19302.proto,0.34,0.35,0.33,0.33
training_19314.proto,9.75,3.86,9.16,7.73
training_19319.proto,2.75,2.35,3.64,2.76
training_1932.proto,13.0,7.84,7.91,10.0
training_19322.proto,0.35,0.35,0.35,0.36
training_19327.proto,13.53,12.02,13.6,13.82
training_19353.proto,12.95,11.0,14.14,12.61
training_19361.proto,12.84,7.96,14.87,11.76
training_19374.proto,2.26,5.08,4.45,2.24
training_1939.proto,2.36,2.13,2.1,2.4
training_19402.proto,5.09,5.91,6.16,9.46
training_19409.proto,3.21,2.0,3.29,3.33
training_19417.proto,1.56,1.45,1.41,1.58
training_19443.proto,13.74,10.87,8.54,9.76
training_19511.proto,0.34,0.35,0.35,0.33
training_19521.proto,3.49,6.78,3.96,3.66
training_19529.proto,3.53,5.91,4.87,3.36
training_19545.proto,5.98,6.9,2.73,4.46
training_19574.proto,3.09,3.1,2.76,3.22
training_1958.proto,3.52,3.18,2.71,2.75
training_19586.proto,10.04,7.7,6.19,7.83
training_19603.proto,7.48,6.79,8.05,7.3
training_19613.proto,9.49,5.83,4.85,6.73
training_19641.proto,1.6,1.88,1.4,1.6
training_19663.proto,6.49,9.43,6.37,7.04
training_19712.proto,1.77,2.12,1.34,1.74
training_19730.proto,2.43,2.46,2.21,2.32
training_19764.proto,3.36,2.78,2.75,3.26
training_19777.proto,9.08,20.32,31.76,8.94
training_19792.proto,8.97,3.58,7.43,7.8
training_19815.proto,11.08,8.13,4.28,10.46
training_19839.proto,12.85,12.57,14.08,10.64
training_19846.proto,0.22,0.24,0.2,0.24
training_19855.proto,3.82,2.88,9.64,3.83
training_19890.proto,10.73,12.74,15.89,6.56
training_19891.proto,5.89,4.85,5.81,6.66
training_1992.proto,2.0,3.52,2.78,2.18
training_19960.proto,3.33,4.49,3.25,3.39
training_20043.proto,1.07,1.02,1.09,1.1
training_20049.proto,19.86,180.04,8.65,15.54
training_20052.proto,14.05,6.26,13.19,118.71
training_20065.proto,16.33,12.64,9.48,14.99
training_20094.proto,8.71,7.86,7.68,10.52
training_20095.proto,7.02,5.7,3.95,7.32
training_20116.proto,1.98,1.94,1.87,1.92
training_20131.proto,4.73,4.5,3.72,4.72
training_20147.proto,2.32,4.18,2.03,2.26
training_20150.proto,1.04,1.91,0.76,1.07
training_20151.proto,6.42,6.46,6.61,6.31
training_20171.proto,11.01,12.42,12.51,12.66
training_20192.proto,3.56,3.54,4.38,3.74
training_2020.proto,6.65,8.31,5.48,7.74
training_20202.proto,6.85,7.7,5.86,6.66
training_20207.proto,1.8,1.59,1.75,1.86
training_2021.proto,180.01,37.13,83.75,56.82
training_20220.proto,2.85,6.42,2.53,2.8
training_2024.proto,1.31,1.41,1.26,1.3
training_20242.proto,4.45,3.8,3.71,4.38
training_20260.proto,4.1,3.74,3.33,4.06
training_20285.proto,4.42,5.16,3.42,4.41
training_20290.proto,2.57,2.08,2.78,2.44
training_20304.proto,22.0,171.26,14.67,14.2
training_20325.proto,3.35,3.75,3.02,3.52
training_20350.proto,6.47,6.35,5.69,6.71
training_20360.proto,13.92,3.57,7.16,5.96
training_20387.proto,3.25,2.6,3.27,3.31
training_20398.proto,0.32,0.3,0.28,0.31
training_20410.proto,13.3,18.25,6.14,13.33
training_2043.proto,6.71,2.72,5.41,6.43
training_20457.proto,13.17,12.64,119.21,8.66
training_20485.proto,1.17,1.11,1.13,1.22
training_20492.proto,1.3,1.34,1.29,1.28
training_205.proto,4.32,2.97,7.99,4.44
training_2050.proto,2.01,1.57,1.93,2.0
training_20507.proto,8.49,6.48,6.14,6.58
training_20510.proto,26.0,3.78,9.53,14.7
training_2054.proto,40.98,11.98,180.02,10.65
training_20555.proto,1.4,1.29,1.31,1.37
training_20564.proto,2.32,1.84,1.79,2.25
training_20609.proto,1.99,1.66,1.58,1.97
training_20610.proto,1.67,1.75,1.85,1.95
training_20669.proto,3.14,5.55,2.77,3.32
training_20750.proto,5.37,4.11,7.8,4.91
training_20777.proto,21.79,14.45,15.32,13.92
training_20787.proto,8.88,7.75,5.51,8.61
training_20801.proto,14.8,7.96,17.05,14.03
training_20884.proto,4.88,5.01,4.78,6.25
training_20885.proto,5.15,9.64,5.64,5.55
training_20920.proto,2.02,2.43,1.56,2.06
training_20938.proto,12.34,10.33,80.82,17.97
training_20947.proto,1.85,1.53,1.68,1.71
training_2097.proto,13.37,16.34,21.58,9.27
training_20972.proto,11.68,16.69,25.74,14.99
training_21024.proto,17.32,13.9,12.3,11.85
training_21025.proto,180.02,180.02,175.11,180.01
training_21052.proto,11.27,10.82,10.37,8.78
training_2106.proto,4.58,4.84,2.71,5.01
training_21112.proto,1.19,0.97,1.09,1.24
training_21120.proto,7.88,14.53,11.15,7.19
training_21158.proto,2.68,3.03,2.36,2.53
training_21175.proto,3.26,3.09,2.63,3.13
training_21176.proto,6.13,6.91,5.57,6.16
training_21177.proto,1.96,1.54,1.72,1.77
training_21179.proto,3.54,5.36,3.31,3.49
training_21180.proto,1.89,1.38,1.79,1.87
training_21215.proto,2.21,2.05,2.02,2.36
training_21216.proto,6.02,4.47,10.55,5.31
training_2122.proto,2.21,2.07,2.09,2.21
training_21226.proto,1.71,2.74,1.52,1.75
training_21288.proto,15.2,26.55,38.23,22.28
training_21290.proto,9.96,3.96,7.81,7.5
training_21300.proto,4.27,4.09,3.8,3.72
training_21307.proto,4.52,6.52,19.16,14.51
training_21315.proto,2.64,9.18,12.47,2.46
training_21356.proto,3.92,3.51,3.53,3.68
training_21375.proto,5.77,2.27,5.68,5.71
training_21398.proto,2.49,2.29,2.28,2.53
training_21420.proto,9.61,8.26,7.72,7.09
training_21453.proto,2.38,2.56,2.08,2.18
training_21466.proto,2.67,10.39,9.81,2.96
training_21479.proto,14.55,6.24,10.62,10.76
training_21482.proto,0.4,0.38,0.39,0.35
training_21511.proto,45.11,12.63,28.92,9.18
training_21516.proto,3.52,3.33,4.27,3.51
training_21519.proto,9.55,12.15,5.11,5.67
training_2156.proto,89.06,9.41,15.28,180.02
training_21582.proto,0.3,0.31,0.3,0.31
training_21623.proto,10.62,4.54,10.02,9.33
training_21638.proto,25.7,31.77,180.01,180.01
training_2165.proto,1.4,1.5,1.35,1.48
training_21695.proto,6.36,4.05,4.67,6.32
training_21756.proto,3.7,5.94,3.94,3.52
training_21762.proto,2.59,2.22,1.95,2.57
training_21764.proto,9.1,7.08,3.2,6.93
training_21781.proto,8.23,4.14,6.16,5.95
training_2179.proto,4.87,4.28,4.2,4.9
training_21790.proto,0.21,0.23,0.23,0.22
training_21802.proto,3.23,4.94,12.96,3.49
training_21834.proto,5.42,2.04,5.34,5.37
training_21843.proto,2.17,1.85,1.79,2.21
training_21869.proto,1.69,1.65,1.6,1.93
training_21876.proto,3.18,7.83,7.74,3.09
training_21885.proto,2.85,2.8,3.27,2.9
training_21930.proto,11.29,9.21,9.12,9.86
training_21937.proto,8.28,11.76,7.9,7.61
training_21962.proto,2.44,2.02,2.42,2.42
training_21986.proto,2.38,2.94,2.56,2.17
training_21998.proto,4.74,3.97,5.81,4.84
training_22023.proto,3.77,4.44,2.45,5.34
training_22040.proto,1.76,2.11,1.74,1.81
training_22068.proto,4.95,3.61,3.76,5.46
training_2208.proto,4.0,6.1,3.2,3.96
training_22137.proto,11.7,10.93,16.6,12.67
training_22142.proto,1.61,1.49,1.52,1.46
training_22153.proto,1.03,0.96,0.97,0.92
training_22176.proto,19.15,9.73,12.57,15.31
training_22194.proto,2.94,4.94,2.68,3.01
training_22210.proto,9.47,10.48,11.36,12.81
training_22267.proto,2.65,3.98,2.33,2.68
training_22319.proto,3.19,10.96,2.61,3.15
training_22321.proto,8.71,4.64,3.8,7.72
training_22354.proto,59.2,19.11,13.45,22.26
training_22391.proto,1.6,1.37,1.47,1.6
training_22416.proto,1.48,1.24,1.5,1.58
training_22430.proto,8.37,7.81,5.09,8.54
training_22452.proto,7.09,8.83,8.13,8.65
training_22483.proto,10.18,6.64,9.24,8.89
training_2250.proto,3.13,2.96,2.74,3.36
training_2259.proto,2.86,3.07,3.28,2.78
training_22591.proto,3.28,2.98,4.17,3.36
training_22608.proto,6.85,2.53,5.86,7.86
training_22628.proto,9.87,6.21,8.61,9.07
training_2264.proto,0.31,0.28,0.32,0.3
training_2266.proto,7.64,8.26,2.26,6.7
training_22661.proto,12.79,20.98,16.77,12.32
training_22690.proto,3.42,1.83,3.32,3.31
training_22716.proto,11.26,6.12,6.03,11.44
training_2275.proto,3.92,3.25,2.69,3.65
training_22766.proto,0.85,1.2,0.83,0.9
training_2278.proto,180.02,180.03,23.78,180.01
training_22806.proto,180.01,180.01,39.1,45.99
training_22817.proto,3.71,4.17,3.24,3.97
training_22830.proto,26.72,180.02,69.3,180.02
training_2284.proto,2.43,1.99,2.36,2.38
training_22872.proto,20.11,13.27,28.9,16.76
training_22940.proto,3.37,6.09,3.8,3.38
training_22957.proto,12.29,7.53,13.89,10.55
training_22967.proto,2.87,2.98,2.61,2.76
training_22971.proto,0.44,0.33,0.37,0.43
training_22991.proto,5.96,5.26,7.62,5.69
training_23003.proto,1.31,1.23,1.27,1.28
training_23013.proto,3.67,3.25,3.97,3.62
training_23018.proto,5.46,4.71,5.97,6.09
training_23044.proto,180.08,180.02,180.01,180.02
training_23048.proto,3.86,3.55,6.81,3.57
training_23054.proto,4.26,4.21,4.1,4.15
training_23122.proto,2.38,2.22,2.32,2.39
training_23136.proto,7.45,2.22,2.94,6.68
training_23157.proto,12.16,7.95,6.59,11.83
training_23205.proto,3.25,2.14,2.42,3.33
training_23214.proto,2.1,4.33,2.18,2.13
training_23232.proto,2.25,3.52,1.65,2.05
training_23235.proto,17.2,13.6,14.51,13.07
training_23236.proto,17.06,21.01,21.59,11.97
training_2326.proto,1.6,1.63,1.59,1.63
training_2327.proto,1.62,3.23,1.52,1.66
training_23275.proto,6.49,7.53,5.92,6.06
training_23281.proto,14.97,6.4,12.42,11.47
training_23290.proto,6.47,2.77,5.05,5.69
training_2330.proto,19.34,18.47,12.23,17.09
training_23314.proto,6.26,5.93,4.01,6.3
training_23336.proto,26.98,18.04,11.24,15.53
training_23341.proto,3.71,3.9,2.46,3.85
training_23347.proto,6.79,9.01,2.93,6.64
training_23356.proto,1.53,1.3,1.29,1.58
training_23381.proto,0.71,0.63,0.57,0.7
training_23388.proto,17.49,16.8,16.52,26.3
training_23424.proto,31.3,22.2,17.17,180.03
training_23444.proto,3.06,3.93,3.78,2.99
training_2345.proto,3.96,3.68,6.0,7.04
training_23468.proto,2.27,2.01,2.23,2.51
training_23494.proto,4.91,3.76,3.9,4.83
training_23504.proto,4.18,4.05,2.13,4.3
training_23506.proto,1.76,1.3,1.23,1.85
training_2359.proto,1.63,1.42,1.53,1.57
training_23638.proto,2.98,2.71,2.29,2.99
training_23645.proto,180.02,33.86,51.46,100.31
training_23658.proto,5.03,5.69,2.79,4.96
training_2366.proto,14.19,10.68,9.45,11.7
training_23722.proto,6.52,5.11,4.64,4.77
training_23740.proto,2.2,2.85,2.88,2.01
training_23769.proto,2.42,2.6,2.03,2.47
training_23787.proto,13.67,4.16,11.94,11.42
training_23798.proto,5.83,5.87,5.6,5.92
training_23803.proto,9.54,4.01,10.54,9.45
training_23811.proto,14.74,43.44,68.23,22.3
training_2382.proto,2.75,2.13,1.94,2.6
training_23829.proto,9.85,11.41,14.27,8.42
training_23830.proto,1.14,1.21,1.12,1.2
training_23832.proto,8.77,9.79,5.93,10.22
training_2388.proto,2.38,1.41,1.95,2.34
training_23900.proto,9.17,4.77,6.97,9.05
training_23908.proto,0.28,0.26,0.29,0.23
training_23921.proto,5.47,4.14,2.38,3.88
training_23936.proto,6.08,4.87,8.5,8.21
training_23980.proto,4.01,3.69,4.93,3.88
training_2400.proto,2.65,2.43,2.44,2.61
training_24028.proto,1.14,1.0,1.0,1.16
training_24053.proto,2.44,2.42,2.28,2.53
training_24071.proto,9.32,8.12,9.96,7.74
training_24101.proto,10.71,4.72,5.4,8.05
training_2416.proto,2.27,2.13,3.11,2.29
training_24167.proto,2.19,2.23,3.66,2.3
training_24169.proto,2.55,2.17,1.86,2.55
training_24198.proto,42.43,9.8,115.26,26.02
training_24204.proto,10.1,6.87,9.57,12.39
training_24210.proto,5.95,3.59,4.29,4.54
training_24213.proto,2.12,2.24,1.77,2.19
training_24222.proto,2.85,2.79,2.67,2.79
training_24225.proto,3.53,5.04,4.86,3.74
training_24246.proto,1.17,1.08,1.13,1.18
training_2425.proto,3.42,2.91,2.9,3.32
training_24310.proto,2.44,2.15,2.43,2.38
training_24323.proto,2.25,2.79,2.69,2.24
training_24358.proto,5.67,6.63,6.76,7.18
training_24392.proto,1.51,1.73,1.33,1.58
training_24395.proto,3.13,3.92,2.48,3.07
training_24400.proto,7.93,8.62,8.04,6.73
training_24404.proto,2.85,3.08,2.56,2.67
training_24410.proto,1.2,0.79,0.96,1.17
training_24418.proto,2.35,5.66,2.11,2.21
training_24449.proto,3.45,1.77,2.45,3.34
training_24452.proto,43.45,8.59,18.46,8.56
training_24489.proto,6.95,5.32,5.57,6.89
training_2449.proto,7.83,4.05,4.91,8.42
training_24498.proto,2.64,2.39,2.06,2.67
training_24506.proto,63.08,180.02,180.02,180.08
training_2452.proto,12.27,14.75,27.83,12.76
training_24541.proto,2.7,7.87,3.48,2.55
training_24544.proto,3.63,2.97,4.03,3.66
training_24584.proto,2.03,2.73,2.69,1.98
training_24586.proto,2.28,2.37,1.99,2.36
training_24611.proto,0.25,0.3,0.28,0.27
training_24630.proto,3.45,4.86,13.74,3.51
training_2469.proto,1.64,1.66,1.48,1.66
training_24692.proto,4.93,5.16,10.06,4.16
training_24730.proto,2.15,1.44,1.91,2.21
training_24761.proto,2.05,1.48,2.02,1.79
training_24787.proto,0.48,0.49,0.48,0.48
training_24817.proto,5.03,3.65,4.22,4.87
training_24829.proto,31.15,64.09,180.01,38.19
training_24861.proto,9.81,10.5,14.0,12.28
training_24872.proto,1.62,1.39,1.43,1.68
training_24887.proto,5.47,5.65,2.59,5.05
training_24896.proto,1.13,1.05,1.05,1.2
training_2491.proto,7.7,26.71,8.7,8.1
training_24910.proto,7.76,11.11,9.09,10.3
training_24927.proto,0.2,0.21,0.21,0.22
training_24945.proto,13.46,19.22,7.17,15.89
training_24963.proto,5.82,4.64,3.3,5.82
training_24971.proto,4.06,2.7,4.16,4.11
training_24974.proto,2.24,2.57,2.04,2.24
training_24985.proto,3.26,9.55,3.32,3.33
training_24991.proto,3.07,3.03,2.22,3.08
training_25000.proto,3.14,4.87,2.98,3.19
training_25053.proto,3.9,4.4,6.82,4.18
training_25067.proto,3.56,2.98,1.95,3.42
training_2509.proto,6.93,3.84,29.34,7.13
training_25111.proto,12.3,180.02,180.02,14.98
training_25113.proto,3.65,6.19,3.43,3.82
training_25158.proto,16.24,12.11,14.27,10.52
training_25167.proto,3.89,4.24,3.47,3.91
training_25185.proto,2.07,4.99,1.89,1.93
training_25190.proto,10.02,8.09,9.27,10.92
training_2524.proto,5.84,4.19,6.73,7.77
training_25241.proto,5.53,3.75,5.02,5.16
training_25244.proto,2.11,2.99,1.88,2.28
training_25252.proto,1.42,1.77,1.3,1.47
training_25281.proto,4.82,3.97,4.07,4.82
training_25285.proto,28.22,89.12,180.02,20.85
training_25315.proto,1.8,1.91,1.35,1.94
training_25331.proto,20.09,21.55,18.42,180.02
training_25341.proto,12.12,4.84,4.41,7.91
training_25378.proto,1.93,3.46,6.37,1.98
training_25391.proto,5.72,8.24,7.19,8.97
training_25404.proto,1.73,1.78,1.78,1.52
training_25411.proto,12.27,12.43,13.57,13.3
training_25425.proto,24.33,28.17,23.96,33.55
training_25430.proto,6.12,17.54,16.62,8.79
training_25446.proto,2.96,2.6,2.19,3.14
training_25452.proto,4.1,7.92,6.09,4.64
training_25480.proto,2.11,1.86,2.05,2.13
training_25514.proto,2.43,3.43,2.23,2.28
training_25515.proto,4.97,2.13,4.24,5.47
training_25522.proto,7.91,6.47,5.42,7.56
training_25528.proto,6.23,7.19,5.93,5.7
training_25533.proto,2.05,1.67,1.85,2.04
training_25538.proto,1.49,1.44,1.3,1.57
training_25539.proto,11.68,21.73,47.08,10.84
training_25542.proto,6.44,16.49,12.93,6.73
training_25562.proto,8.59,7.41,8.26,8.04
training_25573.proto,6.49,16.82,14.1,5.55
training_2559.proto,4.58,3.34,2.67,4.8
training_256.proto,2.89,3.61,2.65,3.13
training_25612.proto,3.36,2.73,3.03,3.62
training_25619.proto,0.27,0.26,0.28,0.27
training_25644.proto,2.23,1.84,1.96,2.05
training_25662.proto,1.45,1.31,1.25,1.38
