File Name,default,TreeCutLevel-1,RootCutLevel-1,TreeCutLevel-0
training_3605.proto,3.86,3.71,2.81,3.96
training_36063.proto,4.18,4.5,8.95,4.28
training_3610.proto,2.77,2.63,2.6,2.67
training_36112.proto,3.26,2.67,2.65,3.21
training_36148.proto,20.66,11.3,19.33,10.53
training_36152.proto,9.09,5.75,6.18,9.45
training_36157.proto,11.17,14.41,8.68,7.94
training_36195.proto,0.85,0.72,0.76,0.87
training_36210.proto,0.74,0.71,0.71,0.68
training_36239.proto,5.95,5.33,4.68,7.66
training_36248.proto,3.25,2.67,2.83,3.16
training_36254.proto,1.31,1.13,1.16,1.36
training_36266.proto,1.77,1.28,1.27,1.77
training_36268.proto,10.68,8.18,14.43,3.99
training_36276.proto,25.17,17.24,10.61,180.02
training_36279.proto,4.39,7.04,10.69,4.41
training_3628.proto,7.18,3.72,7.65,6.2
training_36301.proto,2.24,2.39,3.09,2.36
training_36311.proto,180.02,28.25,180.05,60.17
training_36318.proto,2.16,3.61,2.47,2.21
training_3633.proto,15.6,2.77,8.94,12.54
training_36334.proto,5.49,5.98,6.04,4.54
training_36362.proto,18.95,16.68,20.95,19.13
training_36364.proto,1.81,2.25,3.18,1.89
training_36396.proto,1.15,1.47,1.34,1.16
training_36405.proto,2.13,2.09,2.01,2.21
training_36413.proto,1.47,1.35,1.31,1.55
training_3642.proto,3.86,4.38,3.61,3.86
training_36420.proto,5.17,6.01,21.11,4.73
training_36468.proto,3.45,3.41,2.79,3.79
training_36484.proto,3.76,2.68,2.05,3.74
training_36486.proto,180.02,20.91,180.01,26.01
training_36505.proto,1.36,1.23,2.43,1.4
training_36551.proto,16.46,165.06,180.01,48.4
training_36557.proto,0.43,0.45,0.41,0.45
training_36563.proto,1.67,1.5,1.44,1.7
training_36569.proto,2.41,7.95,3.07,2.39
training_36577.proto,19.33,17.42,37.88,16.96
training_36592.proto,4.1,3.69,2.93,4.06
training_36615.proto,2.86,2.66,2.26,2.9
training_36648.proto,16.04,12.57,16.08,16.69
training_36658.proto,2.52,3.59,2.83,2.39
training_3666.proto,14.52,11.66,69.1,10.9
training_36673.proto,26.71,27.14,14.97,22.8
training_36689.proto,34.01,9.18,5.33,25.66
training_36690.proto,3.0,2.73,3.68,2.92
training_36703.proto,1.27,1.14,1.26,1.28
training_36762.proto,2.78,2.08,2.33,2.54
training_36776.proto,17.51,13.89,33.05,12.71
training_36786.proto,1.15,1.03,1.06,1.04
training_36792.proto,2.45,2.83,2.58,2.55
training_36822.proto,7.16,14.48,7.3,9.01
training_36825.proto,16.1,10.02,14.74,20.34
training_3684.proto,2.87,6.61,3.21,3.14
training_36851.proto,0.29,0.29,0.29,0.27
training_36858.proto,10.52,13.47,10.98,16.96
training_36919.proto,3.16,5.16,2.68,3.24
training_36926.proto,1.99,1.81,1.94,1.95
training_36991.proto,1.87,5.11,3.25,1.95
training_37005.proto,3.62,4.36,2.42,3.7
training_37040.proto,3.78,4.16,3.38,3.89
training_3705.proto,12.39,9.44,7.15,8.72
training_37070.proto,6.07,4.75,7.6,8.28
training_37072.proto,3.53,5.3,3.15,3.47
training_37077.proto,180.01,180.01,180.02,180.02
training_37110.proto,5.58,3.71,4.39,4.36
training_37116.proto,5.31,2.9,4.47,4.47
training_37147.proto,3.52,4.15,2.65,3.66
training_37192.proto,5.67,7.03,5.14,5.62
training_37198.proto,3.66,6.09,8.57,5.59
training_37216.proto,6.86,8.64,4.99,4.9
training_37235.proto,2.08,2.35,1.82,1.95
training_37242.proto,2.52,1.96,1.91,2.49
training_37261.proto,9.07,14.6,7.59,10.9
training_37272.proto,10.4,4.0,7.4,10.55
training_37286.proto,89.04,152.87,180.0,172.28
training_37333.proto,5.18,5.23,4.43,6.11
training_37340.proto,2.53,3.42,2.48,2.58
training_37377.proto,0.87,0.84,0.86,0.95
training_37378.proto,1.94,1.71,1.73,1.91
training_3738.proto,3.53,3.56,6.97,4.0
training_37420.proto,9.62,6.23,7.52,8.31
training_37442.proto,0.56,0.51,0.53,0.53
training_37444.proto,7.1,5.97,7.19,6.77
training_37445.proto,14.95,10.78,7.82,10.6
training_37456.proto,2.23,2.04,2.45,2.05
training_37481.proto,2.88,4.62,2.39,3.04
training_37519.proto,0.25,0.26,0.26,0.25
training_37532.proto,0.27,0.25,0.31,0.28
training_37591.proto,7.37,5.15,4.38,6.73
training_37597.proto,3.94,3.25,6.27,3.5
training_37600.proto,3.36,14.04,4.58,3.09
training_37609.proto,2.1,1.94,1.73,2.13
training_37657.proto,48.47,180.01,89.04,24.19
training_37663.proto,3.5,3.47,2.26,3.26
training_37665.proto,1.84,1.8,1.94,1.79
training_37666.proto,8.78,7.77,6.72,7.31
training_37668.proto,3.58,3.46,2.69,3.57
training_37674.proto,4.54,2.67,6.82,4.67
training_3768.proto,4.21,3.95,3.67,4.39
training_3771.proto,6.44,6.65,6.05,6.05
training_37711.proto,2.48,1.96,2.54,2.38
training_37721.proto,5.69,9.85,2.58,5.81
training_37736.proto,1.71,1.55,1.57,1.73
training_37738.proto,0.33,0.27,0.33,0.38
training_37776.proto,1.71,1.7,1.56,1.71
training_37801.proto,11.06,4.13,19.53,9.89
training_37814.proto,3.18,3.47,3.31,3.23
training_37823.proto,3.6,2.85,2.15,3.57
training_37827.proto,4.03,7.69,3.69,4.04
training_37848.proto,3.13,4.84,2.67,3.15
training_37860.proto,7.96,7.47,5.47,7.78
training_37870.proto,1.56,2.17,1.48,1.5
training_37889.proto,6.48,3.9,4.14,5.58
training_37918.proto,3.09,3.82,5.13,2.89
training_37933.proto,1.87,2.18,1.46,1.85
training_37966.proto,10.23,7.89,8.54,9.57
training_37974.proto,33.68,180.02,27.75,28.62
training_38000.proto,1.51,1.82,1.43,1.57
training_38036.proto,1.89,2.34,1.72,1.86
training_38046.proto,9.23,3.05,9.67,8.54
training_38065.proto,9.24,5.22,13.98,4.77
training_38080.proto,9.81,8.53,6.08,9.73
training_38081.proto,2.28,3.47,2.01,2.31
training_38092.proto,2.1,1.98,1.92,2.05
training_38094.proto,3.82,3.07,5.57,3.92
training_38117.proto,1.37,1.66,1.31,1.38
training_38122.proto,3.96,5.12,11.16,3.93
training_38130.proto,6.82,6.87,8.9,10.49
training_38136.proto,3.75,3.76,3.73,3.7
training_38151.proto,7.49,2.89,1.76,7.08
training_38173.proto,4.91,12.66,3.24,4.93
training_38180.proto,180.02,32.15,41.58,180.02
training_38201.proto,9.35,20.88,27.18,27.51
training_38205.proto,19.01,15.71,13.25,18.39
training_38208.proto,1.62,2.58,1.49,1.7
training_38230.proto,180.01,27.22,180.02,163.15
training_38238.proto,6.92,5.99,5.92,6.54
training_38275.proto,15.2,7.21,10.94,22.69
training_38299.proto,1.34,3.14,1.26,1.33
training_38324.proto,5.56,4.67,8.49,5.27
training_38335.proto,1.32,1.11,1.19,1.23
training_38340.proto,3.45,2.92,3.03,3.37
training_38346.proto,3.54,3.15,3.21,3.48
training_38353.proto,4.91,3.65,2.92,4.39
training_38355.proto,1.7,1.49,1.41,1.78
training_38370.proto,4.31,3.46,3.93,4.3
training_38373.proto,3.08,3.06,2.67,3.1
training_38375.proto,2.89,3.09,7.18,2.94
training_38386.proto,2.86,11.63,12.97,2.75
training_38392.proto,10.86,10.55,10.55,11.56
training_38393.proto,3.31,3.5,2.91,3.45
training_38396.proto,10.43,8.98,3.93,9.53
training_38413.proto,4.87,5.7,4.98,4.75
training_38420.proto,2.81,3.13,2.52,2.54
training_38450.proto,35.56,6.92,14.39,47.7
training_38464.proto,1.01,1.79,0.97,1.05
training_38465.proto,14.92,17.95,11.15,14.78
training_38473.proto,2.47,2.39,2.42,2.44
training_38481.proto,5.88,6.71,3.85,5.91
training_38496.proto,0.94,2.37,2.66,0.91
training_38515.proto,1.63,1.88,1.22,1.53
training_38597.proto,3.91,6.61,6.11,3.85
training_38617.proto,15.36,4.13,10.57,12.27
training_38653.proto,180.02,180.03,47.79,45.34
training_38667.proto,20.05,5.99,11.83,11.98
training_38722.proto,3.37,2.93,5.22,3.54
training_38728.proto,17.56,18.42,7.84,11.02
training_38734.proto,21.13,30.8,7.54,22.13
training_38763.proto,2.99,2.45,2.12,2.65
training_38798.proto,5.33,3.53,4.92,5.04
training_38799.proto,9.28,7.79,20.19,9.69
training_38862.proto,1.83,1.52,1.67,1.8
training_38882.proto,9.41,7.05,8.44,12.11
training_38890.proto,3.33,1.71,2.7,3.05
training_38907.proto,0.28,0.21,0.29,0.27
training_38912.proto,7.92,5.29,7.18,7.11
training_38919.proto,2.71,3.07,2.81,2.82
training_38957.proto,180.02,180.0,180.01,129.0
training_38966.proto,6.89,5.37,6.23,5.89
training_38976.proto,3.43,3.42,4.6,3.49
training_38977.proto,2.21,1.95,2.09,2.17
training_39.proto,5.64,4.58,4.17,3.99
training_39026.proto,3.3,3.09,2.98,3.32
training_39030.proto,23.24,25.75,12.13,43.04
training_39039.proto,2.17,2.13,2.22,2.12
training_39042.proto,9.88,14.98,11.4,4.38
training_39094.proto,2.23,1.95,2.5,2.24
training_39102.proto,3.79,4.14,2.62,3.78
training_39104.proto,7.37,9.13,5.99,10.65
training_39150.proto,21.67,10.45,74.55,68.44
training_39156.proto,24.05,33.44,16.58,21.86
training_3916.proto,1.61,1.46,1.44,1.6
training_39161.proto,7.84,3.71,10.9,9.38
training_39169.proto,4.55,4.36,5.94,4.07
training_39187.proto,39.81,18.36,110.28,17.8
training_3919.proto,1.93,2.59,1.78,1.96
training_39199.proto,43.26,31.3,104.59,44.73
training_39203.proto,7.04,2.43,6.3,5.68
training_39209.proto,4.88,7.03,4.56,8.48
training_39217.proto,1.83,1.77,1.77,1.78
training_39229.proto,0.33,0.31,0.31,0.29
training_39254.proto,9.21,11.37,8.33,8.93
training_39258.proto,10.21,180.04,5.25,8.62
training_39275.proto,4.16,2.52,4.38,4.28
training_3929.proto,0.98,1.07,1.05,1.02
training_39290.proto,21.35,22.17,9.9,18.32
training_39307.proto,1.41,1.3,1.5,1.41
training_39320.proto,2.96,2.38,2.4,2.69
training_39355.proto,5.55,4.85,4.98,5.38
training_39361.proto,10.26,6.59,11.38,10.49
training_39377.proto,1.92,3.83,3.86,1.7
training_39433.proto,3.49,2.65,2.67,3.59
training_39442.proto,1.72,1.67,1.53,1.78
training_39481.proto,1.63,1.35,1.54,1.64
training_39503.proto,4.3,3.99,3.86,4.24
training_39507.proto,180.01,15.75,6.32,22.41
training_39542.proto,1.36,1.35,1.19,1.32
training_39545.proto,0.44,0.43,0.46,0.4
training_39558.proto,1.77,1.6,1.45,1.72
training_39620.proto,10.25,11.59,16.35,7.69
training_39647.proto,4.74,4.59,2.07,4.76
training_39649.proto,3.06,2.62,2.63,3.0
training_39652.proto,8.79,3.66,3.03,8.73
training_39660.proto,2.24,1.99,2.17,2.32
training_39664.proto,3.96,4.22,3.35,3.97
training_39665.proto,12.41,8.68,13.93,9.08
training_39667.proto,0.28,0.27,0.24,0.27
training_39670.proto,2.61,2.52,3.55,2.6
training_39672.proto,2.8,6.32,4.28,2.74
training_39679.proto,2.72,2.62,3.03,2.74
training_39689.proto,14.02,4.68,7.09,11.18
training_39693.proto,2.9,2.49,2.44,2.89
training_39706.proto,1.74,2.26,1.67,1.85
training_39731.proto,3.15,3.42,3.18,3.25
training_39736.proto,1.57,1.6,1.49,1.53
training_39742.proto,7.57,6.83,7.18,5.13
training_39744.proto,27.71,27.84,50.44,180.02
training_39759.proto,2.61,3.12,2.69,2.54
training_39762.proto,2.83,2.45,2.63,2.84
training_39787.proto,1.64,1.45,1.42,1.73
training_39792.proto,5.41,6.03,3.21,5.38
training_39853.proto,6.03,5.28,5.1,5.95
training_39862.proto,2.52,2.12,1.95,2.59
training_39866.proto,6.42,21.44,9.76,9.14
training_3988.proto,5.3,5.65,4.55,5.01
training_39906.proto,180.05,15.08,75.93,180.02
training_39913.proto,180.07,180.01,132.06,92.65
training_39938.proto,61.22,23.5,38.72,40.97
training_3994.proto,9.86,5.87,9.19,9.68
training_39956.proto,2.51,2.76,2.62,2.51
training_3997.proto,2.17,2.05,2.24,2.08
training_4003.proto,2.18,2.62,2.09,2.12
training_4008.proto,9.26,15.31,45.36,9.29
training_40097.proto,2.91,3.13,1.94,3.12
training_40109.proto,3.88,9.67,9.32,3.94
training_40110.proto,3.84,3.4,11.32,7.31
training_40112.proto,10.53,8.72,8.97,6.9
training_40142.proto,2.57,2.76,3.9,2.5
training_40157.proto,2.98,4.01,2.94,3.03
training_40171.proto,3.77,4.89,2.81,3.65
training_40177.proto,5.0,4.49,4.42,4.88
training_40198.proto,0.34,0.34,0.29,0.31
training_40205.proto,1.76,1.52,1.57,1.74
training_40206.proto,2.96,2.89,3.59,3.12
training_4021.proto,3.33,2.3,1.66,3.58
training_40212.proto,10.8,8.46,21.72,8.09
training_40229.proto,10.69,8.16,6.93,10.11
training_40232.proto,3.74,2.77,3.52,3.6
training_40261.proto,2.73,2.61,2.69,2.79
training_40262.proto,2.5,2.41,2.7,2.51
training_40285.proto,2.38,2.21,2.19,2.49
training_40323.proto,3.72,3.43,3.47,3.84
training_40340.proto,3.42,3.26,3.34,3.49
training_40355.proto,27.91,19.97,15.9,78.01
training_4036.proto,1.19,1.77,1.12,1.27
training_40360.proto,3.08,11.54,2.89,2.93
training_40363.proto,2.27,1.65,2.01,2.17
training_40383.proto,20.42,11.92,8.09,16.86
training_4040.proto,1.7,1.74,1.67,1.63
training_40440.proto,3.16,4.07,5.75,4.66
training_40486.proto,1.94,1.66,3.26,1.88
training_40493.proto,1.25,1.68,1.37,1.35
training_40494.proto,3.67,2.49,5.98,3.7
training_40502.proto,3.22,3.22,2.82,3.08
training_40504.proto,1.83,2.1,1.7,1.86
training_4053.proto,4.93,4.03,3.48,4.86
training_40534.proto,8.44,8.11,13.43,18.95
training_40558.proto,1.82,2.15,1.77,1.89
training_40580.proto,2.14,1.98,1.86,2.02
training_40598.proto,9.0,6.64,7.93,7.75
training_40612.proto,1.59,1.57,1.53,1.59
training_40625.proto,22.03,5.65,6.13,44.91
training_40642.proto,0.37,0.34,0.31,0.37
training_40652.proto,8.98,10.71,6.15,8.12
training_40654.proto,2.26,2.88,2.33,2.31
training_40667.proto,2.7,2.46,2.34,2.61
training_40671.proto,47.16,96.97,51.32,35.86
training_40673.proto,1.27,1.05,1.03,1.25
training_40683.proto,16.88,17.35,13.14,12.47
training_40713.proto,0.26,0.28,0.27,0.27
training_40719.proto,4.58,2.56,5.74,4.54
training_40720.proto,21.41,13.56,20.42,61.58
training_40732.proto,1.93,2.07,1.92,2.09
training_40733.proto,18.27,6.91,7.88,7.56
training_4075.proto,8.57,3.26,7.09,8.24
training_40761.proto,4.36,3.28,3.11,4.04
training_40810.proto,4.99,5.56,5.22,5.43
training_40819.proto,6.12,4.13,7.33,8.27
training_40822.proto,6.84,8.62,5.0,6.74
training_40838.proto,9.25,11.17,8.03,6.99
training_40844.proto,1.48,1.82,1.34,1.49
training_40857.proto,9.05,57.24,9.57,12.62
training_40908.proto,3.94,3.6,2.34,3.93
training_40911.proto,1.45,7.79,1.48,1.53
training_40948.proto,13.1,11.5,11.67,11.32
training_40951.proto,2.13,3.7,2.46,2.3
training_41011.proto,0.7,1.03,0.67,0.69
training_41022.proto,2.52,4.2,2.59,2.69
training_4106.proto,9.96,8.89,8.92,8.15
training_41087.proto,3.53,7.01,3.89,5.63
training_41092.proto,4.09,3.74,2.82,3.99
training_41112.proto,2.24,2.19,7.23,2.2
training_41128.proto,12.01,13.9,13.16,11.73
training_41140.proto,5.5,6.38,3.84,7.18
training_41142.proto,2.06,1.73,1.81,2.0
training_41159.proto,2.16,6.11,2.16,2.19
training_41185.proto,1.85,2.28,1.76,1.9
training_41186.proto,7.49,4.94,5.8,5.12
training_41190.proto,3.34,2.48,2.31,4.05
training_41224.proto,2.0,1.79,1.75,2.02
training_41228.proto,7.17,5.97,7.24,7.13
training_41240.proto,2.82,2.34,3.53,3.1
training_41254.proto,12.15,9.08,9.78,8.69
training_41263.proto,5.01,4.99,5.3,4.86
training_41270.proto,5.78,4.07,3.44,5.94
training_41278.proto,3.4,6.32,2.92,3.36
training_41307.proto,17.31,5.74,4.5,9.24
training_41308.proto,4.59,4.42,6.06,4.38
training_41344.proto,3.58,3.75,2.56,3.52
training_41351.proto,1.47,1.42,1.39,1.51
training_41356.proto,15.0,14.13,17.39,15.19
training_41362.proto,4.29,2.79,3.89,3.75
training_4141.proto,2.25,3.14,2.28,2.37
training_41417.proto,2.36,1.97,1.94,2.29
training_41433.proto,2.23,1.8,1.8,2.14
training_41446.proto,17.95,7.86,18.71,16.52
training_4146.proto,7.01,4.31,6.46,6.48
training_41462.proto,5.34,6.13,15.91,5.53
training_41463.proto,7.49,6.82,8.85,6.87
training_41466.proto,1.68,1.29,1.37,1.73
training_4152.proto,33.49,23.03,14.29,41.83
training_41520.proto,30.65,13.5,16.78,12.19
training_41573.proto,2.42,3.58,3.71,3.66
training_41585.proto,5.3,5.41,2.45,5.4
training_41656.proto,3.27,2.78,1.88,3.31
training_41677.proto,5.63,15.44,4.02,5.49
training_41681.proto,7.54,5.87,8.44,7.65
training_41699.proto,1.16,1.08,1.15,1.19
training_4171.proto,4.63,7.24,5.66,6.29
training_41721.proto,8.23,8.77,7.58,6.77
training_4173.proto,2.61,2.16,3.52,2.34
training_41792.proto,0.94,1.24,0.84,0.91
training_41801.proto,8.69,10.23,4.6,4.87
training_4184.proto,4.79,5.72,2.73,4.5
training_41860.proto,2.57,2.35,2.3,2.54
training_41867.proto,2.64,2.72,6.39,2.7
training_4188.proto,6.36,6.59,6.69,7.46
training_41911.proto,4.22,3.78,4.47,4.4
training_41969.proto,3.45,3.35,2.86,3.55
training_41974.proto,7.47,9.8,13.12,9.11
training_41980.proto,35.3,40.65,10.1,22.48
training_41984.proto,1.21,2.21,1.08,1.16
training_41992.proto,2.23,2.14,2.2,2.51
training_42.proto,6.99,9.95,9.39,7.34
training_42000.proto,3.68,5.5,5.19,3.47
training_42003.proto,3.46,3.41,2.72,3.46
training_42020.proto,2.1,3.36,8.23,2.12
training_42022.proto,26.47,11.19,133.32,16.75
training_42045.proto,5.19,4.19,3.76,5.45
training_42093.proto,8.66,10.16,7.63,9.15
training_42121.proto,79.31,28.06,180.01,17.6
training_42128.proto,3.18,3.31,3.34,3.14
training_42130.proto,1.89,4.39,1.78,1.85
training_42149.proto,1.84,3.14,1.74,1.8
training_42167.proto,2.26,1.87,1.79,2.21
training_42204.proto,3.26,2.91,2.98,2.94
training_42223.proto,5.2,4.59,5.02,4.86
training_4223.proto,6.26,7.02,4.18,6.19
training_42235.proto,4.03,4.24,4.2,4.16
training_42236.proto,2.13,2.68,2.0,2.04
training_42237.proto,1.85,1.58,1.62,1.78
training_42250.proto,2.35,1.99,2.2,2.28
training_42257.proto,2.54,2.47,2.06,2.57
training_42264.proto,9.48,14.98,7.29,21.26
training_42288.proto,1.32,0.86,0.91,1.27
training_4230.proto,13.96,9.22,32.05,19.69
training_4231.proto,1.86,1.72,1.44,1.82
training_42313.proto,1.61,1.87,1.45,1.63
training_42325.proto,1.6,1.67,1.43,1.6
training_42327.proto,16.56,11.89,18.72,14.45
training_42356.proto,10.5,3.21,7.02,10.63
training_4237.proto,1.28,2.23,2.03,1.28
training_42382.proto,180.01,12.09,13.38,180.01
training_4239.proto,9.45,12.48,14.4,71.16
training_42394.proto,5.16,9.99,3.84,5.86
training_42395.proto,9.95,4.66,3.69,8.57
training_42428.proto,3.07,1.86,2.94,2.98
training_42443.proto,1.99,1.52,1.66,1.93
training_42447.proto,1.56,1.42,1.72,1.65
training_42468.proto,25.8,18.94,20.92,17.16
training_42483.proto,2.3,2.29,2.22,2.43
training_42576.proto,2.18,3.33,1.99,2.26
training_42577.proto,1.49,1.34,1.39,1.46
training_42591.proto,2.16,1.9,2.98,5.03
training_42600.proto,1.93,2.39,1.85,1.82
training_42606.proto,11.72,7.71,13.07,16.13
training_42625.proto,3.22,2.9,2.72,3.14
training_42660.proto,1.68,2.15,1.57,1.63
training_42671.proto,2.78,2.51,2.28,2.74
training_42675.proto,7.09,2.1,6.26,5.88
training_42705.proto,3.2,2.87,4.13,3.18
training_42764.proto,23.76,12.2,19.67,16.54
training_42775.proto,6.09,4.48,4.14,7.19
training_4280.proto,7.04,5.0,8.52,6.41
training_42813.proto,17.23,20.07,30.73,18.31
training_4282.proto,8.97,7.5,5.1,11.26
training_42824.proto,20.9,8.39,6.87,20.6
training_42832.proto,4.35,3.9,4.63,4.29
training_42842.proto,3.45,3.12,2.9,3.42
training_42853.proto,6.34,9.1,16.4,6.47
training_42856.proto,2.36,2.24,6.8,2.32
training_42865.proto,5.55,5.52,3.7,5.42
training_42873.proto,14.17,11.12,11.95,12.66
training_4289.proto,6.59,4.68,6.09,85.13
training_42910.proto,1.58,2.53,1.85,1.55
training_42926.proto,1.75,2.03,1.78,1.82
training_4293.proto,2.45,2.31,2.23,2.48
training_42959.proto,9.35,8.94,8.6,8.24
training_42994.proto,9.47,5.22,4.83,6.46
training_43047.proto,2.18,1.86,2.07,2.19
training_43097.proto,3.93,2.39,2.3,3.81
training_4310.proto,1.49,1.36,1.36,1.45
training_4311.proto,4.56,3.64,3.98,5.83
training_43122.proto,15.05,15.03,12.43,9.9
training_43135.proto,13.08,12.42,10.89,10.76
training_43211.proto,2.99,3.37,2.4,3.12
training_43218.proto,9.93,8.79,4.22,9.09
training_4322.proto,180.0,180.02,180.0,180.05
training_43225.proto,5.72,4.13,4.73,7.77
training_43239.proto,7.56,6.84,6.65,7.09
training_43245.proto,2.52,4.37,3.27,2.6
training_43274.proto,5.28,7.64,9.95,8.64
training_43281.proto,6.68,7.68,10.44,5.59
training_43288.proto,21.64,17.54,9.21,11.84
training_4330.proto,1.5,1.36,1.37,1.49
training_43314.proto,1.54,1.37,1.48,1.56
training_43315.proto,5.73,3.9,4.4,3.8
training_43319.proto,1.28,1.08,1.16,1.33
training_43335.proto,3.6,2.8,3.68,3.67
training_43346.proto,1.74,1.37,1.42,1.76
training_43352.proto,4.97,5.95,3.1,5.08
training_43356.proto,4.37,2.9,2.14,4.31
training_43364.proto,10.82,180.03,5.94,10.8
training_43371.proto,10.01,6.7,7.4,4.24
training_43402.proto,4.85,3.67,4.56,5.33
training_4342.proto,48.95,37.53,180.02,36.02
training_43426.proto,63.64,67.74,23.88,180.02
training_43429.proto,2.62,2.1,2.41,2.34
training_43505.proto,3.21,2.45,5.14,3.19
training_43571.proto,4.08,4.28,2.84,4.78
training_43576.proto,6.42,8.23,5.64,7.32
training_43587.proto,19.91,25.11,16.63,20.13
training_43606.proto,2.3,2.94,3.38,2.39
training_43607.proto,1.97,2.2,1.83,1.97
training_4363.proto,1.73,1.77,1.6,1.68
training_43647.proto,4.27,3.93,4.02,4.23
training_43675.proto,5.55,13.19,18.59,5.11
training_4369.proto,3.86,3.54,3.71,3.93
training_43704.proto,7.56,5.94,9.65,6.2
training_43738.proto,4.54,5.23,3.66,5.08
training_43761.proto,4.13,4.74,3.81,5.24
training_43789.proto,10.19,8.67,17.95,9.94
training_43793.proto,21.9,7.37,9.57,17.36
training_43801.proto,2.18,3.34,2.26,2.39
training_43833.proto,5.62,6.75,3.54,6.0
training_43838.proto,13.4,10.52,11.05,8.11
training_43848.proto,9.3,8.9,9.55,9.35
training_43868.proto,2.57,2.23,2.33,2.4
training_43873.proto,13.0,8.02,13.76,9.16
training_43877.proto,6.01,6.57,5.63,5.66
training_43895.proto,2.29,2.67,2.15,2.27
training_43931.proto,2.51,2.61,2.51,2.6
training_4394.proto,2.67,2.82,2.73,2.69
training_43950.proto,14.83,9.9,6.74,11.54
training_43968.proto,4.7,4.64,2.87,4.67
training_4397.proto,2.03,4.62,2.52,2.05
training_43985.proto,1.87,2.21,1.73,1.97
training_43996.proto,10.92,9.33,9.99,6.65
training_44001.proto,2.58,2.93,2.41,2.62
training_44009.proto,11.5,12.81,12.59,14.33
training_44062.proto,1.99,1.85,1.56,1.96
training_44108.proto,3.49,3.75,4.27,3.44
training_44147.proto,1.06,0.91,1.0,1.03
training_44218.proto,19.12,11.46,18.41,11.34
training_44254.proto,18.29,10.52,10.2,14.47
training_44255.proto,2.56,5.53,2.84,2.51
training_44297.proto,8.22,5.24,10.53,8.22
training_44312.proto,10.17,6.97,10.78,9.83
training_44326.proto,4.27,4.48,2.54,2.85
training_44328.proto,6.46,7.03,8.77,6.07
training_44343.proto,2.96,3.29,4.41,2.84
training_44355.proto,4.31,6.91,6.98,4.37
training_44365.proto,3.75,5.18,2.54,3.95
training_44429.proto,2.57,2.23,3.97,2.57
training_44432.proto,4.61,4.91,7.1,4.31
training_44436.proto,10.73,7.97,5.47,39.31
training_44454.proto,2.15,1.89,2.71,2.12
training_44475.proto,7.85,7.49,6.47,6.44
training_44491.proto,2.01,1.84,1.78,1.96
training_44509.proto,48.5,33.19,30.59,30.28
training_44515.proto,2.82,3.77,3.73,3.1
training_44537.proto,1.24,1.17,1.27,1.1
training_44544.proto,2.66,2.33,2.36,2.66
training_44556.proto,1.58,1.76,1.36,1.59
training_44585.proto,5.62,5.48,4.27,5.63
training_44589.proto,1.33,1.28,1.24,1.32
training_44616.proto,8.41,9.57,9.51,10.28
training_44619.proto,7.27,2.9,2.23,6.49
training_44620.proto,3.48,3.83,2.37,3.69
training_44632.proto,22.79,18.19,18.06,18.85
training_44646.proto,7.13,8.89,9.47,7.39
training_44652.proto,1.74,1.51,1.52,1.74
training_44655.proto,15.0,12.34,14.98,34.89
training_4467.proto,11.91,11.63,17.61,9.46
training_44689.proto,6.39,4.08,6.14,6.0
training_44727.proto,2.38,1.55,1.88,2.46
training_44736.proto,3.89,3.77,6.15,5.9
training_44768.proto,11.3,7.2,8.23,8.88
training_44773.proto,4.0,4.85,4.35,4.12
training_44783.proto,3.77,3.4,3.96,3.89
training_44800.proto,4.21,11.64,3.24,4.21
training_44807.proto,19.59,16.86,13.08,14.32
training_44834.proto,5.13,7.67,5.18,6.28
training_44838.proto,1.58,4.14,1.25,1.56
training_44855.proto,7.47,4.58,2.88,5.87
training_44875.proto,21.56,8.44,18.32,18.33
training_44916.proto,17.75,6.79,6.54,15.06
training_44924.proto,7.51,6.8,3.08,7.84
training_44939.proto,23.05,10.73,91.27,13.0
training_4494.proto,3.6,3.87,3.68,3.75
training_44955.proto,5.9,6.11,2.35,8.86
training_44963.proto,0.38,0.38,0.4,0.38
training_4498.proto,2.0,1.69,1.79,1.92
training_45029.proto,11.24,11.09,7.35,11.76
training_4503.proto,8.08,5.86,5.98,7.75
training_45048.proto,4.44,6.18,3.1,3.78
training_45059.proto,180.01,180.01,68.55,180.0
training_45091.proto,1.97,1.79,1.64,1.97
training_45100.proto,9.41,66.39,57.6,10.62
training_45103.proto,1.5,1.57,1.34,1.54
training_4512.proto,6.28,4.42,18.18,11.84
training_45133.proto,1.22,0.96,1.06,1.16
training_45137.proto,4.42,4.38,4.46,5.16
training_45154.proto,3.78,3.23,2.82,3.32
training_45155.proto,12.83,10.83,180.04,8.75
training_45168.proto,14.01,7.05,6.46,10.68
training_4519.proto,3.07,3.1,2.83,3.23
training_45192.proto,16.95,57.29,13.69,18.66
training_45198.proto,12.75,22.01,17.19,11.83
training_45219.proto,4.21,8.41,3.44,4.05
training_45237.proto,4.21,5.17,4.38,2.94
training_45253.proto,180.02,7.66,12.64,180.04
training_45264.proto,3.12,2.59,2.55,3.09
training_45267.proto,6.06,3.86,5.3,6.16
training_45277.proto,180.01,16.18,17.84,180.02
training_45285.proto,4.33,4.28,3.44,4.36
training_45299.proto,6.33,7.1,5.48,5.07
training_4531.proto,4.07,5.71,3.76,3.89
training_45310.proto,0.48,0.46,0.44,0.47
training_45320.proto,7.79,16.36,7.54,8.88
