File Name,default,TreeCutLevel1,RootCutLevel1,RoundingHeurLevel1,StrongBranching1,SubmipHeurLevel1,DivingHeurLevel1
r209.50.10,300.02,300.01,300.03,300.02,300.02,300.03,300.04
r209.50.15,300.03,300.03,300.03,300.05,300.04,300.04,300.04
r209.50.20,300.04,300.04,300.06,300.06,300.06,300.04,300.05
r209.50.25,300.09,300.03,300.03,300.08,300.04,300.02,300.02
r209.75.10,300.1,300.05,300.03,300.03,300.06,300.03,300.05
r209.75.15,300.1,300.08,300.13,300.11,300.06,300.04,300.06
r209.75.20,300.06,300.09,300.08,300.08,300.05,300.08,300.08
r209.75.25,300.09,300.08,300.12,300.11,300.1,300.12,300.11
r210.100.10,300.07,300.08,300.02,300.06,300.06,300.09,300.05
r210.100.15,300.07,300.08,300.11,300.07,300.09,300.1,300.07
r210.100.20,300.14,300.15,300.14,300.15,300.12,300.14,300.16
r210.100.25,300.27,300.12,300.36,300.32,300.2,300.19,300.12
r210.25.3,28.62,6.75,20.73,28.15,26.16,29.42,38.12
r210.25.5,12.98,8.93,15.59,13.39,13.93,5.27,29.44
r210.30.10,5.4,7.64,22.91,5.57,5.35,25.54,9.24
r210.30.15,10.4,19.21,18.04,10.34,10.46,14.83,9.92
r210.30.20,27.24,10.34,13.96,26.9,27.09,9.85,11.57
r210.30.25,7.98,11.3,8.47,7.93,8.07,10.02,7.63
r210.30.3,300.0,107.35,300.01,300.0,295.79,300.01,158.78
r210.30.5,179.17,140.81,89.42,179.8,272.35,300.0,300.01
r210.40.3,300.01,300.0,300.0,300.01,300.01,300.01,300.01
r210.40.5,300.02,300.02,300.03,300.02,300.01,300.01,300.05
r210.50.10,300.04,300.02,300.07,300.02,300.03,300.05,300.04
r210.50.15,300.06,300.04,300.03,300.03,300.02,300.03,300.03
r210.50.20,300.05,300.05,300.05,300.08,300.02,300.06,300.04
r210.50.25,300.06,300.08,300.06,300.09,300.09,300.05,300.11
r210.75.10,300.06,300.04,300.05,300.08,300.05,300.06,300.05
r210.75.15,300.18,300.05,300.07,300.19,300.12,300.13,300.08
r210.75.20,300.13,300.1,300.08,300.11,300.09,300.09,300.11
r210.75.25,300.13,300.04,300.13,300.13,300.08,300.13,300.11
r211.100.10,300.02,300.04,300.08,300.01,300.02,300.04,300.01
r211.100.15,300.14,300.07,300.18,300.06,300.06,300.25,300.06
r211.100.20,300.18,300.19,300.12,300.18,300.24,300.25,300.2
r211.100.25,300.32,300.17,300.12,300.15,300.24,300.15,300.27
r211.25.3,39.67,13.51,17.24,39.62,42.04,33.21,36.63
r211.25.5,18.08,9.94,24.09,17.94,27.87,21.38,17.71
r211.30.10,300.01,300.01,111.11,300.01,296.74,300.01,166.1
r211.30.15,19.49,17.97,171.23,19.39,19.54,22.97,32.68
r211.30.20,58.95,17.02,61.84,57.99,55.24,11.12,16.28
r211.30.25,8.07,8.33,6.04,8.5,8.63,5.73,8.22
r211.30.3,300.0,300.0,300.01,300.0,300.01,300.01,300.01
r211.30.5,300.0,300.01,252.83,300.01,300.01,300.01,300.0
r211.40.3,300.0,300.01,300.01,300.01,300.01,300.01,300.01
r211.40.5,300.01,300.01,300.02,300.01,300.01,300.01,300.01
r211.50.10,300.04,300.03,300.03,300.02,300.05,300.06,300.04
r211.50.15,300.06,300.02,300.04,300.02,300.04,300.06,300.05
r211.50.20,300.1,300.07,300.07,300.07,300.11,300.05,300.08
r211.50.25,300.05,300.08,300.05,300.05,300.06,300.06,300.05
r211.75.10,300.05,300.03,300.06,300.03,300.09,300.05,300.06
r211.75.15,300.12,300.12,300.07,300.17,300.11,300.18,300.11
r211.75.20,300.08,300.12,300.08,300.03,300.06,300.08,300.07
r211.75.25,300.13,300.11,300.09,300.13,300.1,300.14,300.14
rc101.100.10,300.01,300.03,300.01,300.0,300.01,300.02,300.16
rc101.100.15,300.05,300.1,300.02,300.06,300.05,300.15,300.03
rc101.100.20,300.02,300.02,300.02,300.05,300.06,300.03,300.01
rc101.100.25,300.1,300.12,300.14,300.12,300.09,300.1,300.07
rc101.25.3,0.57,0.7,0.52,0.6,0.53,0.9,0.6
rc101.25.5,1.69,1.7,1.53,1.63,1.69,0.83,1.69
rc101.30.10,10.04,66.99,300.03,10.03,10.17,31.49,13.61
rc101.30.15,246.97,10.96,104.8,244.0,20.43,22.84,13.06
rc101.30.20,4.03,3.09,5.91,4.13,4.05,9.45,6.06
rc101.30.25,5.13,6.6,8.53,5.04,5.13,11.41,5.37
rc101.30.3,0.14,0.17,0.17,0.13,0.14,0.13,0.16
rc101.30.5,6.25,7.39,27.31,6.24,6.01,4.64,5.31
rc101.40.3,0.19,0.24,0.23,0.19,0.2,0.22,0.19
rc101.40.5,22.61,31.57,11.7,22.29,22.31,29.63,21.97
rc101.50.10,23.35,85.04,300.03,22.66,23.38,32.4,20.65
rc101.50.15,300.03,300.01,300.02,300.04,300.02,300.03,211.36
rc101.50.20,300.02,300.02,300.04,300.02,300.03,300.02,300.06
rc101.50.25,300.02,300.04,300.03,300.02,300.02,300.02,300.05
rc101.75.10,300.02,300.01,300.02,300.01,300.01,300.06,300.01
rc101.75.15,300.01,300.01,300.05,300.02,300.01,300.01,300.0
rc101.75.20,300.03,300.21,300.06,300.05,300.03,300.08,300.06
rc101.75.25,300.08,300.06,300.07,300.06,300.12,300.09,300.1
rc102.100.10,300.07,300.03,300.06,300.05,300.07,300.01,300.04
rc102.100.15,300.03,300.09,300.17,300.04,300.0,300.08,300.04
rc102.100.20,300.04,300.09,300.07,300.08,300.05,300.08,300.03
rc102.100.25,300.1,300.11,300.11,300.04,300.16,300.11,300.1
rc102.25.3,34.57,12.08,6.58,34.24,33.62,11.05,26.28
rc102.25.5,3.26,2.77,10.44,3.33,3.18,1.52,3.19
rc102.30.10,300.02,151.66,300.01,300.02,300.02,188.71,300.01
rc102.30.15,300.02,300.02,300.01,300.01,300.03,300.01,300.01
rc102.30.20,300.02,300.01,300.03,300.03,300.02,300.01,300.03
