File Name,default,SubMipHeurLevel-1,StrongBranching-0,StrongBranching-1
load_balancing_2206,550.1,545.83,549.59,548.63
load_balancing_2207,691.36,667.44,553.91,680.06
load_balancing_2208,176.66,170.67,197.04,174.67
load_balancing_2210,1322.19,1306.23,1128.52,1207.86
load_balancing_2212,1382.33,1289.13,1078.31,1173.73
load_balancing_2213,3227.08,2995.3,3600.03,3424.19
load_balancing_2215,3600.02,3600.06,3600.03,2890.83
load_balancing_2217,330.54,259.03,335.32,321.66
load_balancing_2218,2784.76,2319.82,2227.74,2587.54
load_balancing_2219,3036.53,2800.72,1722.87,1541.65
load_balancing_222,515.3,467.79,442.62,444.6
load_balancing_2220,518.29,428.62,761.3,641.78
load_balancing_2221,317.69,507.58,486.68,311.15
load_balancing_2222,1227.18,1075.39,804.73,1055.7
load_balancing_2223,254.73,537.3,396.54,244.12
load_balancing_2225,157.71,137.86,183.97,150.49
load_balancing_2226,293.69,183.92,227.71,228.05
load_balancing_2228,567.07,534.72,543.99,500.38
load_balancing_223,928.08,299.12,497.54,433.16
load_balancing_2231,1078.85,1089.3,943.3,1015.71
load_balancing_2232,1876.66,3453.83,1727.48,1668.83
load_balancing_2233,122.18,178.76,264.81,120.93
load_balancing_2234,2509.04,1397.58,1478.16,1499.4
load_balancing_2235,2756.94,3102.65,3600.02,3600.02
load_balancing_2237,3600.03,3600.04,3600.03,3600.03
load_balancing_2238,2525.24,1367.33,2000.21,1857.58
load_balancing_2239,3557.35,3330.86,3215.14,3600.03
load_balancing_224,865.01,872.2,773.47,803.79
load_balancing_2240,901.81,881.73,721.4,826.28
load_balancing_2241,186.62,152.1,144.22,174.96
load_balancing_2242,1200.25,1498.98,885.13,1134.83
load_balancing_2244,354.06,298.94,303.83,291.84
load_balancing_2245,1737.02,1889.77,1412.99,1856.87
load_balancing_2247,970.15,840.22,951.18,792.72
load_balancing_2248,1041.8,753.9,1504.89,954.42
load_balancing_225,3600.03,3600.03,3090.64,3348.67
load_balancing_2250,3206.31,3489.11,3301.07,3573.71
load_balancing_2251,255.77,274.07,297.72,282.88
load_balancing_2253,203.14,151.12,151.77,186.67
load_balancing_2255,3294.76,2792.97,2380.06,2920.31
load_balancing_2257,1355.06,1306.72,1451.02,1092.0
load_balancing_2258,3122.73,2884.61,2752.41,2810.89
load_balancing_226,719.16,615.61,665.7,583.08
load_balancing_2260,299.83,296.46,256.09,284.56
load_balancing_2263,3284.41,3494.21,3324.4,3586.01
load_balancing_2264,3600.03,3600.02,3175.35,3600.02
load_balancing_2265,146.97,163.35,248.26,149.66
load_balancing_2266,410.78,298.88,442.41,441.36
load_balancing_2267,1354.2,1230.66,2371.02,1328.89
load_balancing_2268,2898.87,2043.91,1700.1,3108.96
load_balancing_2269,1115.5,957.55,847.85,912.12
load_balancing_227,2010.8,2025.63,1532.98,1386.14
load_balancing_2270,691.52,679.24,667.7,657.21
load_balancing_2271,1107.89,1182.58,1055.52,1139.49
load_balancing_2272,245.31,207.6,327.15,229.08
load_balancing_2273,956.32,940.87,1012.09,871.85
load_balancing_2277,365.37,322.76,325.75,333.14
load_balancing_2278,1452.83,1246.89,1168.63,1324.61
load_balancing_2279,638.48,560.72,597.98,592.08
load_balancing_2280,442.34,401.41,412.31,413.94
load_balancing_2281,3600.02,3600.04,3476.3,3600.03
load_balancing_2282,1720.92,1395.1,1573.85,1611.82
load_balancing_2283,312.27,293.34,212.27,288.83
load_balancing_2284,633.0,595.06,504.94,564.31
load_balancing_2285,2014.25,1681.46,1585.7,1677.98
load_balancing_2286,3600.02,3570.09,2705.86,3600.02
load_balancing_2288,978.86,988.32,931.97,967.97
load_balancing_2289,1641.63,3099.87,2396.4,1882.39
load_balancing_229,1005.95,900.74,1222.02,924.0
load_balancing_2290,3600.03,2420.86,2172.57,2986.41
load_balancing_2291,226.05,178.78,238.41,274.9
load_balancing_2292,773.39,707.89,643.51,732.21
load_balancing_2294,419.81,451.58,446.94,386.93
load_balancing_2295,459.2,397.35,395.13,415.94
load_balancing_2298,1320.88,1356.23,3600.02,1726.2
load_balancing_2299,637.35,721.86,572.93,631.33
load_balancing_23,3091.06,3436.55,3455.3,3385.84
load_balancing_2300,968.2,985.95,799.38,997.75
load_balancing_2301,152.49,124.99,186.16,153.08
load_balancing_2303,3517.77,3445.75,2075.39,2329.45
load_balancing_2305,307.93,342.99,795.89,190.18
load_balancing_2306,2960.48,3334.93,3502.26,3070.71
load_balancing_2308,2052.34,1901.01,1838.23,2068.79
load_balancing_231,821.59,850.79,578.42,728.06
load_balancing_2310,770.06,771.02,634.13,698.75
load_balancing_2312,1012.38,750.39,774.28,984.91
load_balancing_2313,1157.07,1306.74,1459.25,1131.53
load_balancing_2314,645.38,547.03,515.92,564.98
load_balancing_2318,2761.86,2877.35,3195.38,3141.63
load_balancing_2319,513.59,206.91,427.55,492.04
load_balancing_232,3596.0,3558.05,3487.33,3600.03
load_balancing_2320,1635.64,1679.56,1515.04,1724.59
load_balancing_2322,317.15,168.34,286.45,353.98
load_balancing_2323,663.77,493.96,1500.34,607.23
load_balancing_2324,1369.61,1359.96,1090.2,1265.34
load_balancing_2325,1494.74,1596.03,1662.85,1391.78
load_balancing_2326,1198.81,1101.62,1072.38,1174.56
load_balancing_2327,1192.53,1256.74,1288.81,1185.06
load_balancing_2329,640.22,616.1,626.16,594.68
load_balancing_233,509.89,489.98,493.69,470.07
load_balancing_2330,602.63,558.85,551.02,580.32
load_balancing_2331,386.72,431.83,647.88,497.51
load_balancing_2332,3600.02,3263.75,2899.52,2723.93
load_balancing_2333,1054.1,1094.05,1361.08,1053.33
load_balancing_2335,281.28,280.59,426.57,270.93
load_balancing_2336,2891.64,3213.08,2033.36,2269.47
load_balancing_2337,564.51,564.07,539.77,577.74
load_balancing_2338,866.05,887.51,706.48,804.49
load_balancing_2339,2854.42,2835.54,3600.02,2805.12
load_balancing_234,394.16,365.43,369.31,352.94
load_balancing_2340,1635.45,1886.92,1513.08,1586.63
load_balancing_2342,426.52,163.23,544.9,451.72
load_balancing_2343,1888.54,2312.04,1856.08,1747.59
load_balancing_2344,2375.45,2686.71,2193.29,2905.56
load_balancing_2347,3600.04,3600.04,2490.33,3432.69
load_balancing_2348,1829.14,1231.44,1321.65,1872.66
load_balancing_235,251.61,223.23,326.45,211.04
load_balancing_2350,566.86,479.84,397.79,430.55
load_balancing_2351,2884.52,2570.11,1710.8,2714.5
load_balancing_2353,1112.11,1070.12,1037.4,1323.18
load_balancing_2355,572.72,550.31,513.7,578.84
load_balancing_2357,1118.73,1129.61,992.26,1107.09
load_balancing_2358,428.4,400.34,425.73,381.09
load_balancing_2359,2295.04,2545.26,2322.51,2556.04
load_balancing_2361,239.54,215.72,343.22,233.28
load_balancing_2364,690.99,675.7,567.69,746.63
load_balancing_2366,681.7,679.36,577.18,624.4
load_balancing_2367,1812.89,1752.25,1684.25,1847.17
load_balancing_2368,441.27,475.28,432.16,430.21
load_balancing_2373,3235.7,3317.87,2898.12,3489.99
load_balancing_2375,538.32,525.25,439.41,487.89
load_balancing_2376,1998.85,1165.33,2020.86,2136.12
load_balancing_2378,1104.35,1168.14,1171.91,1073.25
load_balancing_2379,680.31,574.63,598.57,608.0
load_balancing_238,918.38,987.81,913.39,877.19
load_balancing_2381,3116.8,3597.23,3600.02,3600.03
load_balancing_2383,1907.28,2293.24,1999.43,1999.73
load_balancing_2385,1370.96,1392.92,1608.01,1232.56
load_balancing_2386,3600.02,3600.02,3273.34,3600.04
load_balancing_2387,3600.04,3056.66,2215.47,2610.63
load_balancing_2388,1284.81,1381.84,1262.74,1210.13
load_balancing_2389,3600.03,3600.03,3600.03,3600.03
load_balancing_239,3600.02,572.11,3600.02,3600.03
load_balancing_2391,932.44,1029.59,692.49,885.3
load_balancing_2392,2839.34,3020.36,2939.67,2824.24
load_balancing_2393,463.76,423.71,431.93,446.63
load_balancing_2394,2777.24,3600.03,2565.64,3600.03
load_balancing_2395,920.85,1173.46,907.77,1085.04
load_balancing_2396,452.47,408.93,376.9,389.73
load_balancing_2399,2008.56,1648.68,1329.66,2333.11
load_balancing_240,1196.06,1903.05,3600.02,1539.27
load_balancing_2400,3279.13,3600.05,3059.7,3199.34
load_balancing_2403,325.52,304.22,373.6,291.2
load_balancing_2404,578.98,540.63,493.18,627.9
load_balancing_2405,3600.02,3325.01,3463.39,3600.04
load_balancing_2406,1357.74,1379.29,1145.83,1259.37
load_balancing_2407,3600.03,2944.69,3090.02,2659.09
load_balancing_2408,3485.56,2966.68,3017.94,2936.71
load_balancing_2409,1059.44,1112.1,1199.52,1206.93
load_balancing_2410,3600.03,3600.02,3600.02,3600.03
load_balancing_2411,3374.25,3021.31,2589.34,3574.61
load_balancing_2412,404.75,340.48,409.31,409.36
load_balancing_2414,684.3,383.17,410.48,699.94
load_balancing_2415,241.19,424.06,692.86,323.07
load_balancing_2416,2499.14,2299.69,2477.24,2601.77
load_balancing_2417,3171.36,3304.26,3600.02,3274.63
load_balancing_2419,3232.44,2784.02,2349.97,3104.9
load_balancing_242,270.24,242.39,355.59,323.07
load_balancing_2420,3600.02,3600.03,3600.02,3600.02
load_balancing_2421,1225.35,932.27,1104.08,1334.27
load_balancing_2422,157.93,143.66,202.25,158.73
load_balancing_2423,1189.54,1175.4,980.44,1203.06
load_balancing_2425,1167.3,1237.35,1090.06,1056.34
load_balancing_2426,826.63,794.15,765.71,721.8
load_balancing_2427,276.58,218.1,321.8,353.23
load_balancing_2428,1526.09,1799.2,1051.42,1548.64
load_balancing_2429,2112.51,1569.72,1881.84,1851.29
load_balancing_243,534.65,478.42,422.42,547.9
load_balancing_2430,1265.58,1505.41,1194.43,1258.94
load_balancing_2431,1009.85,1002.61,949.3,829.01
load_balancing_2433,2042.2,2033.13,2318.19,2468.45
load_balancing_2434,869.7,950.58,841.36,718.12
load_balancing_2435,673.02,584.13,3600.02,3600.02
load_balancing_2436,455.45,359.01,388.62,390.05
load_balancing_2437,3013.85,2897.07,2520.69,3064.15
load_balancing_2438,503.58,495.98,567.92,649.35
load_balancing_244,1199.78,985.68,930.23,1198.54
load_balancing_2440,1137.64,818.99,1013.49,1137.4
load_balancing_2441,371.91,330.58,232.74,345.5
load_balancing_2442,3600.02,3600.02,3600.02,3600.03
load_balancing_2443,469.68,484.83,493.9,499.27
load_balancing_2445,876.46,630.12,814.48,808.99
load_balancing_2446,682.61,674.45,690.88,648.84
load_balancing_2447,1000.62,849.96,849.46,792.52
load_balancing_2448,3600.03,3600.02,3600.04,3600.03
load_balancing_2449,1598.76,1553.51,1352.01,1513.39
load_balancing_245,1423.78,879.04,1336.08,1500.58
load_balancing_2451,971.63,955.58,3600.03,1046.68
load_balancing_2452,2322.4,2271.03,2155.7,2106.41
load_balancing_2453,399.89,346.8,378.82,371.43
load_balancing_2454,529.09,540.03,559.54,511.0
load_balancing_2456,779.39,798.95,683.71,724.79
load_balancing_2459,3600.02,3600.01,3600.03,3600.04
load_balancing_246,992.37,828.41,845.11,898.41
load_balancing_2460,650.71,594.7,456.63,641.21
load_balancing_2461,1292.56,1669.65,1035.34,1469.5
load_balancing_2462,3568.56,3600.03,3600.02,3600.02
load_balancing_2463,1501.92,1214.08,1350.82,1108.23
load_balancing_2464,900.23,1077.08,907.27,1012.72
load_balancing_2465,2328.83,3600.02,3600.02,3600.03
load_balancing_2466,752.91,547.01,601.74,639.24
load_balancing_2467,1306.47,2340.94,1503.01,1803.4
load_balancing_2468,191.3,181.87,258.73,187.06
load_balancing_247,479.62,454.61,439.77,489.48
load_balancing_2470,729.22,1022.8,684.4,657.23
load_balancing_2471,452.77,446.56,548.54,509.03
load_balancing_2472,1426.26,2114.79,1584.31,1642.98
load_balancing_2474,377.88,334.8,317.16,331.92
load_balancing_2476,847.02,749.13,899.71,850.21
load_balancing_2477,3143.2,3600.05,3212.86,3600.02
load_balancing_2478,3600.02,361.93,341.48,3600.02
load_balancing_2479,436.91,462.43,398.69,452.91
load_balancing_248,682.2,572.71,634.86,707.65
load_balancing_2480,623.18,506.25,525.65,570.99
load_balancing_2481,896.74,1004.53,772.41,948.64
load_balancing_2482,451.33,419.29,398.49,395.17
load_balancing_2484,679.45,656.41,689.97,635.15
load_balancing_2485,2955.84,2301.08,2861.17,2470.81
load_balancing_2486,1782.69,2670.1,2530.41,2718.72
load_balancing_2487,1028.61,841.88,1526.92,707.49
load_balancing_2488,3600.03,3600.03,3600.02,3600.02
load_balancing_2493,774.63,723.26,955.16,839.28
load_balancing_2496,677.69,634.82,650.28,626.18
load_balancing_2497,2364.26,2329.44,1976.23,2253.52
load_balancing_2498,3600.03,3600.03,3485.73,3600.02
load_balancing_25,723.34,699.67,573.8,612.62
load_balancing_2500,1979.6,2363.52,843.31,1928.61
load_balancing_2501,1782.42,2051.98,1489.46,2149.82
load_balancing_2504,1254.56,1270.42,1540.43,834.39
load_balancing_2505,819.13,809.91,1348.93,1729.85
load_balancing_2506,1011.41,1144.73,733.84,1139.08
load_balancing_2507,1515.65,1430.53,1320.62,993.19
load_balancing_2508,1659.77,1670.07,1296.55,1574.32
load_balancing_2509,620.06,716.63,625.09,596.26
load_balancing_251,210.51,277.56,440.87,390.16
load_balancing_2510,1380.46,1410.8,1532.58,1327.95
load_balancing_2512,2988.67,3590.72,2777.37,3190.31
load_balancing_2514,2340.7,2216.87,2085.7,2053.21
load_balancing_2515,341.9,311.12,300.65,330.43
load_balancing_2517,536.94,461.38,485.54,429.91
load_balancing_2518,525.01,479.68,414.99,510.78
load_balancing_2519,394.87,258.61,299.91,288.03
load_balancing_252,2494.54,2088.32,1819.53,3063.58
load_balancing_2520,2568.44,2592.92,2426.2,2260.17
load_balancing_2525,390.23,371.36,386.64,327.1
load_balancing_2526,562.41,594.21,535.73,608.7
load_balancing_2529,790.82,355.36,578.67,521.59
load_balancing_253,1856.09,1825.42,1713.94,1704.08
load_balancing_2531,695.9,634.24,602.15,683.27
load_balancing_2532,2212.35,2528.96,2076.88,2091.84
load_balancing_2533,1236.73,1011.73,440.87,552.99
load_balancing_2534,657.02,594.51,566.33,705.51
load_balancing_2535,625.37,588.94,584.71,563.84
load_balancing_2536,1235.34,1175.11,867.14,1198.69
load_balancing_2538,1096.14,1076.68,893.33,1157.27
load_balancing_2539,2519.54,2370.85,3110.15,1776.84
load_balancing_254,577.99,614.09,678.7,592.75
load_balancing_2541,2020.15,2039.05,1849.49,2130.47
load_balancing_2542,235.09,254.1,631.09,220.78
load_balancing_2543,3600.02,3600.02,3600.03,3600.02
load_balancing_2545,275.42,250.89,372.9,239.15
load_balancing_2546,444.81,498.86,445.86,525.55
load_balancing_2547,1215.57,1087.4,804.1,657.48
load_balancing_2548,1568.3,1813.96,1515.84,1448.39
load_balancing_2549,462.04,443.29,559.36,467.64
load_balancing_255,847.1,823.89,813.89,821.16
load_balancing_2550,329.37,466.1,400.47,391.69
load_balancing_2551,601.06,596.52,556.12,612.07
load_balancing_2552,1060.38,976.82,785.49,874.04
load_balancing_2553,780.65,639.01,744.54,606.1
load_balancing_2554,1141.44,685.45,700.32,720.6
load_balancing_2555,850.95,796.12,945.82,1016.46
load_balancing_2556,937.64,984.45,823.94,921.12
load_balancing_2558,3600.02,3600.02,3600.02,3600.04
load_balancing_2559,1220.63,2580.11,869.44,1038.1
load_balancing_256,544.52,652.66,604.87,591.45
load_balancing_2560,225.44,206.04,592.11,194.45
load_balancing_2561,3468.74,3600.03,3600.04,3600.05
load_balancing_2562,796.05,441.83,479.74,410.12
load_balancing_2565,1019.46,894.66,965.59,1055.48
load_balancing_2566,1639.77,1661.85,1454.5,1581.15
load_balancing_2567,1175.36,935.58,980.87,1129.71
load_balancing_2568,655.95,533.89,263.01,624.97
load_balancing_257,2954.62,2641.51,2684.76,2801.32
load_balancing_2570,3600.03,3600.02,3600.02,3600.04
load_balancing_2571,528.29,476.41,550.02,607.48
load_balancing_2572,365.13,234.74,363.79,343.82
load_balancing_2573,171.17,140.49,183.73,177.73
load_balancing_2574,450.56,396.87,395.13,368.31
load_balancing_2575,1468.36,670.45,553.63,688.26
load_balancing_2577,1212.75,3059.98,2659.86,2659.8
load_balancing_2578,773.92,748.97,574.96,778.57
load_balancing_2579,3600.04,3600.02,3416.98,3255.8
load_balancing_258,541.74,769.14,843.76,898.57
load_balancing_2580,793.53,735.7,621.18,737.53
load_balancing_2581,228.42,180.49,219.62,258.32
load_balancing_2582,315.68,294.73,290.35,349.27
load_balancing_2583,3600.02,3600.02,1894.53,2777.64
load_balancing_2584,1034.85,1490.77,1095.98,1211.51
load_balancing_2586,2675.72,1734.38,1698.57,1974.95
load_balancing_2587,674.45,675.71,727.5,644.69
load_balancing_2588,1920.24,1215.03,1152.28,1249.7
load_balancing_2589,1613.89,2260.01,1958.27,2058.77
load_balancing_259,556.92,496.43,466.39,496.6
load_balancing_2590,132.63,182.5,190.26,122.73
load_balancing_2591,675.8,644.88,558.9,595.09
load_balancing_2592,360.35,352.28,317.99,326.71
load_balancing_2593,3600.03,3600.03,3309.52,3600.02
load_balancing_2595,2271.09,1456.55,1508.59,1526.36
load_balancing_2596,717.11,586.91,632.37,677.43
load_balancing_2597,1602.81,2926.72,1908.1,1859.31
load_balancing_2598,1083.78,1297.53,1033.7,1091.95
load_balancing_2599,405.57,368.41,356.64,363.78
load_balancing_26,684.91,643.01,605.11,648.46
load_balancing_260,794.0,745.49,577.97,829.12
load_balancing_2600,3329.56,3262.16,2746.35,3476.14
load_balancing_2601,269.34,387.19,260.91,255.93
load_balancing_2602,3568.8,3499.8,3317.21,3600.02
load_balancing_2603,1054.28,957.78,1006.03,1067.89
load_balancing_2604,932.6,615.84,626.08,761.15
load_balancing_2606,322.76,177.15,298.13,295.08
load_balancing_2607,1849.72,1333.3,1311.59,1821.74
load_balancing_2608,1896.64,1002.38,930.79,1147.86
load_balancing_2609,795.63,909.97,647.08,894.58
load_balancing_261,1854.44,1986.32,1810.9,1669.83
load_balancing_2610,632.04,393.57,1144.44,2649.87
load_balancing_2611,1383.54,1565.94,1622.62,1478.01
load_balancing_2612,700.44,526.14,404.9,594.87
load_balancing_2613,3563.0,3204.95,3134.0,3600.02
load_balancing_2614,3380.79,2655.49,2855.65,2786.47
load_balancing_2615,3336.68,2828.52,2458.23,2962.04
load_balancing_2616,472.91,495.21,350.33,433.9
load_balancing_2617,806.95,697.76,684.41,816.56
load_balancing_2618,3600.02,3600.02,3600.03,3600.03
load_balancing_2619,1289.9,1241.96,3600.03,1165.45
load_balancing_262,620.64,621.88,680.41,677.4
load_balancing_2620,2694.12,2771.48,2931.06,2769.64
load_balancing_2621,1912.07,1727.63,1603.99,1865.47
load_balancing_2622,825.47,1374.11,2576.67,551.48
load_balancing_2625,661.83,673.85,618.99,621.11
load_balancing_2626,858.98,989.75,897.78,761.07
load_balancing_2627,3288.89,3311.2,3600.02,3600.02
load_balancing_2629,1282.09,1231.51,1044.48,1022.23
load_balancing_263,1290.65,1066.19,3600.02,3600.02
load_balancing_2630,3600.03,3600.04,3600.02,3600.04
load_balancing_2633,770.99,740.0,681.01,785.59
load_balancing_2634,2703.95,2625.73,2603.97,2821.22
load_balancing_2635,2532.75,1543.15,1885.79,2093.88
load_balancing_2636,3384.99,3014.02,3185.69,3593.3
load_balancing_2638,852.39,1005.8,949.63,1041.96
load_balancing_2639,2987.2,1953.32,2360.09,1667.06
load_balancing_264,2734.27,2980.84,2645.12,2878.84
load_balancing_2640,1940.9,1925.16,2340.75,2330.33
load_balancing_2641,327.74,348.33,374.79,289.68
load_balancing_2642,733.43,795.48,961.6,566.91
load_balancing_2643,1540.74,1636.87,1568.74,1561.55
load_balancing_2644,419.64,364.84,362.83,397.23
load_balancing_2647,2337.22,2156.93,1427.72,1901.86
load_balancing_2649,361.94,296.89,363.45,379.9
load_balancing_265,1877.76,3362.53,3600.02,3600.04
load_balancing_2650,644.43,496.81,474.74,669.94
load_balancing_2651,2653.49,3035.71,3600.03,2190.67
load_balancing_2652,3280.9,2804.31,2379.92,2712.56
load_balancing_2653,517.33,488.92,845.44,507.72
load_balancing_2654,1057.31,1024.55,986.02,1079.72
load_balancing_2655,499.56,307.68,283.16,537.52
load_balancing_2656,132.41,133.64,169.96,128.7
load_balancing_2657,344.44,283.94,392.81,303.52
load_balancing_2658,1252.33,1811.67,1557.49,2162.99
load_balancing_2660,574.92,570.77,533.3,526.08
load_balancing_2661,1497.5,1312.34,3600.02,3600.01
load_balancing_2662,2091.15,2088.43,2023.97,2276.49
load_balancing_2663,1366.81,1636.93,1076.87,1245.23
load_balancing_2664,1693.13,1589.48,1691.33,2659.51
load_balancing_2665,522.75,372.19,475.57,523.96
load_balancing_2666,637.25,604.08,638.29,753.79
load_balancing_2667,1146.22,721.97,747.28,845.25
load_balancing_267,3600.03,3600.02,3600.03,3600.02
load_balancing_2670,3600.02,3047.85,3286.64,3400.74
load_balancing_2671,396.02,354.72,322.03,404.4
load_balancing_2673,2839.23,2887.3,2482.59,3243.73
load_balancing_2674,2961.11,2985.71,2805.39,2854.19
load_balancing_2675,1781.58,1616.24,1597.07,1631.5
load_balancing_2678,2162.19,1770.24,3600.03,1732.38
load_balancing_2679,191.92,271.71,3600.02,2491.04
load_balancing_268,487.15,510.75,409.37,504.31
load_balancing_2682,692.36,653.67,551.22,620.88
load_balancing_2683,1322.81,1177.03,933.43,1037.17
load_balancing_2684,2705.11,2549.46,2355.03,3164.37
load_balancing_2686,692.34,687.88,549.27,656.81
load_balancing_2688,3600.04,3600.03,3600.03,3600.01
load_balancing_2689,815.81,897.07,742.6,831.53
load_balancing_269,3600.02,3600.02,3600.04,3600.02
load_balancing_2690,2961.87,3600.03,2827.11,3600.03
load_balancing_2691,649.56,654.63,598.23,682.06
load_balancing_2692,1474.72,1265.8,1020.93,1371.42
load_balancing_2694,736.44,778.96,688.6,724.44
load_balancing_2695,3600.03,3600.02,3052.45,3113.01
load_balancing_2696,454.69,428.76,394.07,445.89
load_balancing_2698,282.75,311.25,414.93,275.75
load_balancing_27,478.19,471.24,457.97,388.27
load_balancing_270,467.79,432.0,379.67,459.11
load_balancing_2700,704.92,728.45,600.1,759.21
load_balancing_2701,387.59,386.37,360.8,374.55
load_balancing_2702,523.28,562.29,542.38,577.56
load_balancing_2703,2769.71,2370.26,1797.72,3205.08
load_balancing_2705,3600.02,3600.03,3331.58,3600.04
load_balancing_2706,2606.2,3259.85,3415.99,2933.09
load_balancing_2707,267.75,209.66,420.52,302.89
load_balancing_2709,2298.7,2227.28,2015.01,3103.48
load_balancing_2711,839.61,707.04,760.74,745.69
load_balancing_2713,3128.38,3600.04,3324.97,3182.09
load_balancing_2714,2909.27,3436.02,2327.05,2675.22
load_balancing_2715,640.88,586.43,592.59,681.9
load_balancing_2716,885.25,745.55,779.17,836.44
load_balancing_2717,835.96,590.91,654.4,718.25
load_balancing_272,1232.91,1499.03,1248.54,1270.96
load_balancing_2721,1319.7,1113.11,1136.35,1282.31
load_balancing_2722,924.48,840.95,740.65,841.71
load_balancing_2723,2332.13,2917.66,2632.89,2300.3
load_balancing_2724,3600.03,3600.03,3600.04,3600.02
load_balancing_2725,3247.45,3600.02,3600.02,2698.81
load_balancing_2726,785.24,620.79,764.13,630.74
load_balancing_2728,964.27,687.58,856.96,780.22
load_balancing_2729,854.27,858.39,1386.55,959.5
load_balancing_2730,292.23,278.43,345.76,269.25
load_balancing_2731,3600.06,3600.04,3460.05,3013.65
load_balancing_2732,1465.84,1187.08,1264.64,1548.49
load_balancing_2733,3600.03,3228.57,3348.13,3458.47
load_balancing_2734,882.02,608.07,656.49,918.4
load_balancing_2735,1303.49,1234.53,1223.8,1532.49
load_balancing_2736,322.06,155.07,271.55,220.93
load_balancing_2738,3397.65,3600.03,3330.89,3600.03
load_balancing_2739,552.56,508.3,534.91,578.03
load_balancing_274,3100.55,3190.16,2910.23,2956.8
load_balancing_2741,1135.58,1068.1,1567.6,1028.77
load_balancing_2742,331.97,377.12,361.39,324.9
load_balancing_2743,213.3,216.33,307.22,217.73
load_balancing_2744,216.39,224.26,333.63,221.17
load_balancing_2746,163.46,173.43,148.35,148.79
load_balancing_2747,795.7,730.28,679.94,768.36
load_balancing_2748,257.86,193.15,335.73,269.4
load_balancing_2751,359.83,344.1,325.05,312.08
load_balancing_2752,2651.01,2048.71,2086.07,2351.48
load_balancing_2753,1790.22,1718.9,1054.56,1585.62
load_balancing_2755,3600.02,3600.02,3600.02,2603.7
load_balancing_2756,2773.36,2961.7,2001.54,2738.36
load_balancing_2757,1547.35,1550.77,1523.16,1800.98
load_balancing_2759,1125.81,865.27,768.68,914.31
load_balancing_276,531.9,542.13,415.08,512.5
load_balancing_2760,3600.02,552.39,3600.03,3600.03
load_balancing_2761,754.81,737.77,721.59,695.51
load_balancing_2762,204.67,169.98,278.02,307.74
load_balancing_2763,1207.02,1100.84,964.14,1041.42
load_balancing_2764,361.57,338.65,245.33,236.09
load_balancing_2765,195.93,157.74,164.52,197.89
load_balancing_2766,1069.8,882.12,911.89,888.79
load_balancing_2767,2919.62,2776.39,2528.43,3600.04
load_balancing_2768,479.32,491.17,403.48,476.48
load_balancing_2769,3255.43,2716.53,3166.87,2604.74
load_balancing_277,878.34,684.13,872.37,778.92
load_balancing_2770,2333.0,1157.55,3600.02,2189.54
load_balancing_2771,3352.94,2726.03,1859.01,2630.98
load_balancing_2772,979.5,761.62,699.43,850.36
load_balancing_2773,2826.28,2771.02,2766.03,2745.77
load_balancing_2774,1527.8,2400.68,1774.81,2475.46
load_balancing_2775,1054.49,1052.78,854.28,937.56
load_balancing_2776,915.79,929.28,908.63,858.97
load_balancing_2778,1830.62,1862.4,1714.6,2065.18
load_balancing_2779,2375.06,2157.73,2167.22,2334.78
load_balancing_278,1163.83,1216.75,1038.51,1196.25
load_balancing_2780,248.93,242.21,360.88,256.87
load_balancing_2781,535.38,1623.33,1801.09,630.26
load_balancing_2782,975.52,930.77,861.78,887.15
load_balancing_2783,811.13,754.8,891.92,841.69
load_balancing_2784,721.39,609.38,1038.74,641.27
load_balancing_2786,1420.05,1416.24,1096.5,1297.22
load_balancing_2787,395.8,302.33,404.92,352.43
load_balancing_2788,874.27,1772.86,995.58,847.67
load_balancing_279,2686.61,2342.61,2001.87,2090.06
load_balancing_2790,223.46,158.64,231.23,208.22
load_balancing_2791,1619.98,2218.56,2149.38,1952.32
load_balancing_2792,770.59,661.92,654.83,682.47
load_balancing_2793,1464.29,1658.49,1562.98,2674.14
load_balancing_2794,2122.82,1784.7,2084.82,2419.4
load_balancing_2795,503.04,650.61,370.48,433.8
load_balancing_2796,3600.04,150.79,1439.05,210.48
load_balancing_2798,3054.65,2848.06,2589.64,2884.63
load_balancing_2799,838.34,491.98,718.08,523.19
load_balancing_28,3600.02,3600.02,3600.03,3551.37
load_balancing_280,890.54,1009.01,804.4,1253.14
load_balancing_2800,1073.69,973.91,1222.66,934.57
load_balancing_2803,2333.82,2466.91,1966.96,2376.27
load_balancing_2804,531.93,470.11,415.11,472.97
load_balancing_2805,1333.63,431.8,1638.39,623.7
load_balancing_2806,1983.56,1954.49,1580.01,1746.88
load_balancing_2808,1401.77,1255.14,1415.02,1818.42
load_balancing_281,539.28,342.28,409.15,587.86
load_balancing_2810,3444.8,3348.84,3304.39,3550.67
load_balancing_2811,3337.98,3517.27,3540.18,3600.02
load_balancing_2813,560.06,559.05,556.72,593.21
load_balancing_2815,384.8,472.31,299.4,385.47
load_balancing_2817,934.37,1115.71,933.81,1066.99
load_balancing_2818,593.34,506.26,533.86,564.65
load_balancing_282,1706.52,849.96,803.29,1421.72
load_balancing_2821,2142.34,2308.96,1676.19,2001.17
load_balancing_2824,628.46,555.26,543.36,671.14
load_balancing_2825,259.69,164.31,258.65,263.98
load_balancing_2826,1303.38,1365.92,1126.38,1202.84
