File Name,default,SubMipHeurLevel-1,StrongBranching-0,StrongBranching-1
load_balancing_1591,2449.64,2405.16,2189.54,1930.07
load_balancing_1592,1468.03,1947.6,2987.46,1361.92
load_balancing_1593,1216.84,1021.45,913.23,1402.16
load_balancing_1594,1144.48,934.13,907.34,1004.82
load_balancing_1595,2668.56,1932.14,1693.68,1744.95
load_balancing_1596,1539.8,1325.23,1027.72,1416.74
load_balancing_1597,1029.3,534.48,569.11,613.62
load_balancing_1598,1633.73,1612.69,1485.83,1597.59
load_balancing_1599,673.23,855.36,823.37,667.36
load_balancing_160,655.95,549.8,740.81,658.36
load_balancing_1600,3060.95,2520.39,2587.68,2530.27
load_balancing_1603,2723.81,2104.77,2285.37,2163.86
load_balancing_1604,915.75,777.75,921.52,1237.01
load_balancing_1605,638.96,676.72,594.53,584.93
load_balancing_1606,320.16,353.12,388.36,355.72
load_balancing_1607,3600.05,3600.04,3337.85,3025.56
load_balancing_1609,1752.09,2200.0,1385.19,1532.99
load_balancing_161,908.63,1044.71,809.48,778.39
load_balancing_1611,3119.55,3570.65,3600.02,3508.78
load_balancing_1612,615.26,607.11,405.59,574.48
load_balancing_1613,1705.95,468.44,561.64,557.16
load_balancing_1614,826.11,644.13,712.51,720.45
load_balancing_1615,795.97,830.58,770.29,803.75
load_balancing_1617,664.73,719.04,801.19,671.58
load_balancing_1618,1584.28,1730.14,1431.98,1494.43
load_balancing_1619,468.13,492.77,609.13,459.04
load_balancing_162,348.79,1161.11,833.62,353.15
load_balancing_1620,1819.4,3012.89,1458.66,1795.31
load_balancing_1622,3600.02,3600.03,2231.2,3600.02
load_balancing_1624,1493.28,902.47,930.5,1376.36
load_balancing_1625,1750.6,2248.62,1243.28,2003.0
load_balancing_1626,666.44,572.45,482.84,656.76
load_balancing_1627,767.88,710.27,888.37,766.64
load_balancing_1628,3600.02,2900.91,3219.7,3035.73
load_balancing_163,3600.02,3600.05,3600.02,3600.05
load_balancing_1630,761.57,829.56,735.98,807.39
load_balancing_1631,1123.05,1066.75,1038.0,1149.7
load_balancing_1632,1028.58,945.82,867.91,995.01
load_balancing_1634,756.52,727.81,659.16,659.96
load_balancing_1635,336.38,346.55,364.63,309.65
load_balancing_1637,389.62,388.8,338.61,377.39
load_balancing_1638,1329.32,1422.65,1413.86,1556.39
load_balancing_1639,648.64,515.99,538.79,595.29
load_balancing_164,467.54,499.2,483.28,528.32
load_balancing_1640,3035.09,3557.68,3031.11,3237.91
load_balancing_1641,2935.99,2705.39,2885.01,3015.17
load_balancing_1642,2115.99,1957.32,2365.54,2150.64
load_balancing_1644,355.35,311.12,296.41,398.93
load_balancing_1645,793.58,837.81,735.21,843.26
load_balancing_1648,3600.02,2143.91,3600.02,1402.09
load_balancing_165,836.27,1003.53,705.33,880.01
load_balancing_1651,1806.48,1979.82,1351.43,1796.43
load_balancing_1652,3600.03,3034.29,2214.05,3535.73
load_balancing_1655,1690.22,2287.78,1463.45,2016.1
load_balancing_1656,3080.44,3600.03,3100.98,3058.44
load_balancing_1658,215.46,184.7,189.0,208.39
load_balancing_166,2073.91,3600.02,3600.02,1872.6
load_balancing_1660,348.21,323.73,319.89,209.47
load_balancing_1661,516.17,503.44,549.16,493.33
load_balancing_1663,947.13,923.48,1294.24,995.58
load_balancing_1664,543.17,673.35,607.67,559.16
load_balancing_1665,269.98,191.8,318.64,249.91
load_balancing_1666,810.31,726.56,977.33,846.03
load_balancing_1667,402.18,363.67,349.11,377.81
load_balancing_1668,3252.5,3179.39,2768.26,3600.02
load_balancing_1669,1101.07,883.34,1029.2,1128.26
load_balancing_167,1684.5,1757.83,1730.04,1787.97
load_balancing_1672,2388.76,2423.12,2167.62,2388.6
load_balancing_1673,540.82,545.27,482.4,504.29
load_balancing_1674,250.56,255.74,323.65,363.42
load_balancing_1675,836.57,737.44,1264.87,646.39
load_balancing_1677,1089.85,1863.68,1227.64,1106.76
load_balancing_1678,310.23,282.68,376.38,397.65
load_balancing_1679,329.18,345.92,280.88,315.36
load_balancing_1680,653.49,3600.03,3600.02,675.88
load_balancing_1681,1874.24,3202.87,3246.08,3335.89
load_balancing_1683,567.4,579.53,562.0,567.71
load_balancing_1684,1692.42,1384.43,1562.89,1453.97
load_balancing_1685,763.18,700.0,754.18,659.59
load_balancing_1686,2730.76,2307.93,2267.21,2268.8
load_balancing_1687,802.29,756.92,493.85,629.91
load_balancing_1688,3600.04,3600.03,3600.03,3600.04
load_balancing_1689,3600.02,3442.53,2802.14,3600.04
load_balancing_169,3600.03,433.48,3600.03,3600.02
load_balancing_1690,2259.67,2456.04,1943.82,1674.27
load_balancing_1691,3600.03,3600.02,3234.86,3600.03
load_balancing_1693,167.88,186.61,191.45,155.7
load_balancing_1695,295.48,283.57,342.17,313.58
load_balancing_1696,1939.97,1966.63,653.35,689.63
load_balancing_1697,2931.31,3137.17,1848.26,2746.32
load_balancing_1698,386.08,278.47,317.21,388.59
load_balancing_1701,183.87,225.95,226.6,284.25
load_balancing_1703,872.28,1020.68,936.25,746.4
load_balancing_1705,240.09,239.53,254.69,216.12
load_balancing_1706,557.76,471.39,443.67,478.24
load_balancing_1707,3600.02,3584.27,3600.03,3600.03
load_balancing_1708,3600.02,3179.17,2508.17,3234.4
load_balancing_1709,1365.15,1238.84,1160.69,1898.74
load_balancing_1710,655.52,854.22,559.15,767.7
load_balancing_1711,982.89,930.4,830.22,842.15
load_balancing_1712,520.51,478.13,451.71,459.99
load_balancing_1715,407.85,419.9,428.69,362.86
load_balancing_1717,429.09,423.02,449.82,425.99
load_balancing_1718,403.89,404.01,346.46,370.61
load_balancing_1719,1862.11,2886.66,2141.56,1856.14
load_balancing_1720,1332.04,1244.18,1245.77,1288.42
load_balancing_1721,1725.59,1853.42,1883.09,1732.96
load_balancing_1722,3600.04,3600.02,3600.02,3600.05
load_balancing_1723,1163.11,792.06,773.64,1060.4
load_balancing_1724,3600.02,2760.75,2922.38,3410.97
load_balancing_1725,1337.63,1463.13,1438.48,1353.25
load_balancing_1727,1029.45,1044.54,795.04,933.38
load_balancing_1729,1925.06,1684.88,1630.29,1667.5
load_balancing_173,639.61,559.24,495.5,577.66
load_balancing_1731,999.33,1346.04,1685.77,1132.98
load_balancing_1732,2388.39,1968.55,1968.02,2356.98
load_balancing_1733,1475.99,1840.9,1513.37,1540.72
load_balancing_1734,3600.02,409.98,3600.02,3600.04
load_balancing_1735,492.56,457.61,438.75,486.72
load_balancing_1736,3600.03,3600.05,3600.02,3600.02
load_balancing_1737,775.95,756.99,649.03,744.87
load_balancing_1739,848.51,882.98,1098.77,1014.59
load_balancing_174,2357.42,1595.27,2398.03,2119.44
load_balancing_1742,1691.94,1639.09,1828.97,1990.1
load_balancing_1744,1280.09,2161.6,1704.76,1984.67
load_balancing_1745,1448.31,1422.81,1286.05,1319.69
load_balancing_1746,1095.15,1024.64,1018.72,914.55
load_balancing_1749,455.02,513.84,447.64,490.32
load_balancing_1750,3600.03,3340.54,3308.25,3381.85
load_balancing_1752,2417.92,2179.61,2011.41,2389.45
load_balancing_1753,3120.17,3195.43,2853.18,2837.92
load_balancing_1754,1126.1,1082.84,1013.34,1273.42
load_balancing_1755,262.75,257.22,355.3,223.02
load_balancing_1757,397.99,257.09,471.14,302.06
load_balancing_1758,1176.93,1243.95,1310.82,1248.0
load_balancing_1760,893.83,790.52,762.23,837.98
load_balancing_1761,3600.02,646.49,1548.04,3600.03
load_balancing_1762,364.72,428.65,439.83,350.96
load_balancing_1763,2318.22,2831.23,2177.9,2326.02
load_balancing_1764,2985.1,3329.57,3262.9,3600.04
load_balancing_1765,600.51,361.58,401.33,513.62
load_balancing_1766,3468.95,2899.3,2915.09,2978.12
load_balancing_1768,3600.04,3149.29,2765.38,3600.04
load_balancing_1769,765.5,859.24,628.03,804.68
load_balancing_177,863.36,698.27,1212.12,840.57
load_balancing_1771,791.64,903.75,772.32,828.4
load_balancing_1772,566.76,648.46,464.37,723.07
load_balancing_1773,785.4,689.94,627.26,759.14
load_balancing_1774,1047.61,1006.36,1046.72,954.6
load_balancing_1776,382.86,423.04,325.82,364.74
load_balancing_1777,1082.6,1367.48,1162.63,1309.88
load_balancing_1778,3600.03,3333.5,2217.31,3234.81
load_balancing_1779,408.3,295.11,380.12,689.35
load_balancing_1781,1894.5,1670.67,1642.66,1883.02
load_balancing_1782,344.23,258.42,414.27,458.59
load_balancing_1784,2325.26,2878.66,2592.73,2919.7
load_balancing_1785,954.43,1060.47,768.03,886.52
load_balancing_1788,3600.03,3600.02,3600.02,3600.02
load_balancing_1789,2183.98,728.58,3600.04,1111.21
load_balancing_179,845.94,819.3,997.94,848.94
load_balancing_1790,3600.02,2961.9,2839.11,3358.64
load_balancing_1791,397.68,377.51,346.69,364.39
load_balancing_1793,1758.33,1853.47,1791.93,1969.57
load_balancing_1794,395.62,470.08,342.0,357.94
load_balancing_1796,1111.66,1094.79,903.5,1399.3
load_balancing_1798,796.31,864.96,761.79,865.3
load_balancing_1799,1029.09,884.81,780.89,957.08
load_balancing_1800,1161.56,1060.05,827.43,1743.73
load_balancing_1801,3038.32,2045.68,1783.21,2486.13
load_balancing_1802,1346.98,1227.44,1273.0,1266.25
load_balancing_1803,1838.95,3587.92,1572.18,1512.92
load_balancing_1804,926.07,746.09,771.94,1431.37
load_balancing_1805,534.18,464.57,411.18,440.27
load_balancing_1806,2911.73,2527.82,2854.88,3259.59
load_balancing_1807,2335.29,2732.98,2300.93,2887.45
load_balancing_1809,1296.9,2453.03,1669.57,1476.36
load_balancing_181,759.66,831.26,726.69,826.75
load_balancing_1810,1672.8,1409.06,2053.05,1989.84
load_balancing_1811,607.51,673.23,601.18,638.48
load_balancing_1812,1860.99,1948.97,1767.81,1848.39
load_balancing_1814,185.85,218.97,190.19,181.27
load_balancing_1815,339.31,299.75,436.65,317.96
load_balancing_1817,1750.12,1798.53,1408.36,1848.59
load_balancing_1818,1252.47,1393.13,1429.65,1209.65
load_balancing_1819,658.03,634.05,639.14,564.19
load_balancing_182,3510.86,3048.2,3060.19,3600.02
load_balancing_1821,317.57,212.76,264.51,221.62
load_balancing_1822,501.14,610.97,565.42,477.82
load_balancing_1823,981.8,953.39,943.42,872.86
load_balancing_1824,838.79,832.04,553.7,798.26
load_balancing_1825,891.45,929.57,757.33,830.56
load_balancing_1826,3600.02,1336.21,1813.18,2114.83
load_balancing_1827,632.98,603.14,451.49,686.7
load_balancing_1828,633.2,666.74,614.27,611.2
load_balancing_1829,676.52,664.92,719.99,735.0
load_balancing_183,734.32,664.78,693.99,686.99
load_balancing_1830,881.48,884.59,745.3,901.94
load_balancing_1831,3163.61,3238.15,3600.04,3151.64
load_balancing_1833,2798.14,3336.49,2067.58,2788.12
load_balancing_1835,649.48,555.15,517.9,750.24
load_balancing_1836,749.19,732.23,727.12,712.53
load_balancing_1837,1662.32,1614.59,1749.09,1774.45
load_balancing_1838,377.87,190.41,203.21,156.93
load_balancing_1839,450.59,387.56,469.92,420.84
load_balancing_1840,941.39,984.29,928.01,1128.49
load_balancing_1843,1603.41,1570.68,1687.37,1718.51
load_balancing_1846,967.07,1032.14,953.44,878.68
load_balancing_1847,929.84,931.25,1134.96,897.15
load_balancing_1848,1340.14,1158.54,940.82,3600.02
load_balancing_1849,991.77,1087.25,1176.03,1007.73
load_balancing_185,3600.02,3600.03,2769.02,3076.35
load_balancing_1850,643.77,587.07,638.98,499.52
load_balancing_1851,2897.09,3154.03,3007.79,2940.74
load_balancing_1853,1836.85,2044.0,2037.07,2198.66
load_balancing_1854,1297.73,1129.73,1187.48,1184.52
load_balancing_1855,406.58,368.63,431.34,490.43
load_balancing_1856,1100.28,920.49,723.04,681.03
load_balancing_1858,660.54,186.56,1152.69,1046.57
load_balancing_1859,3600.04,3600.04,3600.04,3600.02
load_balancing_1860,2202.1,2460.07,2095.91,1068.33
load_balancing_1861,472.42,403.2,382.75,423.51
load_balancing_1862,358.55,393.34,2436.69,327.03
load_balancing_1863,459.61,483.25,687.89,568.99
load_balancing_1865,1012.33,988.85,929.58,1336.74
load_balancing_1867,2604.15,2895.24,2024.09,3308.86
load_balancing_1868,522.32,556.14,508.94,476.2
load_balancing_1869,3114.03,3263.97,3266.83,2935.12
load_balancing_187,2754.86,2308.82,1380.09,1965.03
load_balancing_1870,1734.21,1881.33,1876.16,1874.24
load_balancing_1872,2001.01,1938.08,3235.65,2046.97
load_balancing_1873,1684.62,2833.62,2197.84,2553.39
load_balancing_1874,280.14,350.79,262.13,380.97
load_balancing_1875,238.46,189.35,307.86,215.71
load_balancing_1876,2695.72,2183.7,2245.1,2677.97
load_balancing_1877,888.45,899.67,978.64,922.82
load_balancing_1878,416.61,455.49,486.65,3600.02
load_balancing_1879,2587.02,2658.73,2243.6,2843.66
load_balancing_1880,1850.81,1147.92,1699.85,1068.95
load_balancing_1881,457.12,468.15,428.45,345.41
load_balancing_1882,3600.02,2136.33,3600.02,1998.05
load_balancing_1883,887.39,3600.03,831.01,784.55
load_balancing_1884,920.71,802.21,924.89,887.9
load_balancing_1885,3177.62,3274.12,3018.99,2870.08
load_balancing_1887,855.6,796.37,793.41,836.92
load_balancing_1889,769.16,867.4,851.38,872.22
load_balancing_189,2502.11,1564.59,1431.56,2564.55
load_balancing_1893,3600.03,3554.46,2810.17,3187.21
load_balancing_1894,788.14,705.51,1030.45,868.83
load_balancing_1897,2101.23,2182.66,1487.05,1657.18
load_balancing_1898,586.5,583.81,671.54,3600.03
load_balancing_1899,282.54,244.59,317.34,255.02
load_balancing_19,509.16,408.53,400.17,472.05
load_balancing_190,3600.03,3600.03,3124.04,3427.46
load_balancing_1900,601.01,573.45,2272.29,1429.96
load_balancing_1901,278.8,277.7,344.21,255.24
load_balancing_1902,919.07,681.04,775.79,844.72
load_balancing_1903,1436.49,1377.34,1341.62,1375.09
load_balancing_1905,257.52,226.64,241.45,246.25
load_balancing_1906,1640.13,1661.93,1512.13,1855.11
load_balancing_1907,3490.55,3600.02,2359.24,2430.53
load_balancing_1908,2020.88,2936.96,1823.51,2411.18
load_balancing_1909,1665.44,1547.85,1495.32,1618.92
load_balancing_191,1967.34,2142.36,2129.84,2388.43
load_balancing_1910,527.4,682.66,439.26,483.33
load_balancing_1911,1524.19,1642.19,1639.01,1681.08
load_balancing_1912,3479.2,3174.75,3261.37,3321.14
load_balancing_1915,2038.82,1926.83,1655.9,1851.97
load_balancing_1917,249.9,243.19,341.97,218.04
load_balancing_1919,240.32,382.78,309.35,278.81
load_balancing_192,511.02,534.88,509.67,628.68
load_balancing_1920,3600.03,2939.8,3600.03,3600.03
load_balancing_1922,847.69,791.72,657.13,831.52
load_balancing_1923,190.4,362.82,238.21,176.81
load_balancing_1924,3600.02,3531.26,3600.03,2932.53
load_balancing_1925,1227.21,1294.47,1268.25,1321.77
load_balancing_1927,206.33,225.71,226.88,210.2
load_balancing_193,480.08,404.74,363.44,371.72
load_balancing_1930,2817.78,2590.31,2312.82,2650.53
load_balancing_1931,644.08,599.45,670.55,711.71
load_balancing_1932,498.05,492.26,491.89,534.68
load_balancing_1934,1202.61,1457.27,1205.53,938.63
load_balancing_1935,790.8,662.72,512.5,772.7
load_balancing_1936,1140.92,1038.36,889.98,1030.13
load_balancing_1938,346.66,283.6,432.0,410.78
load_balancing_1939,3209.89,3600.03,3600.02,639.48
load_balancing_194,2463.51,1413.15,1371.47,1461.96
load_balancing_1941,1053.57,1033.87,1081.04,933.14
load_balancing_1942,2684.1,2101.5,2789.01,3499.14
load_balancing_1943,3600.04,3079.86,2388.54,2014.99
load_balancing_1944,713.59,606.41,538.92,612.69
load_balancing_1945,3600.03,3600.04,3549.77,3600.05
load_balancing_1946,3600.03,1450.29,1206.12,1744.6
load_balancing_1947,3279.59,2849.3,2123.08,2902.06
load_balancing_1948,694.73,705.76,688.06,684.95
load_balancing_1949,3203.21,3600.03,3600.03,3337.2
load_balancing_195,1267.61,1238.8,1124.77,1082.16
load_balancing_1951,1084.7,1107.15,964.42,1294.75
load_balancing_1952,3207.28,3234.76,3060.6,3186.14
load_balancing_1953,1035.56,1110.75,802.5,1133.62
load_balancing_1956,3087.86,2567.2,2119.49,2923.27
load_balancing_1957,1077.53,1102.0,1048.42,965.75
load_balancing_196,637.15,602.33,724.46,630.83
load_balancing_1960,2530.39,2359.0,2500.08,2274.35
load_balancing_1961,268.69,191.46,812.3,276.43
load_balancing_1962,1799.89,1628.19,1427.49,1445.93
load_balancing_1963,3600.03,3589.96,3600.02,3345.9
load_balancing_1964,3600.04,3453.03,3105.3,3600.03
load_balancing_1965,201.94,241.05,277.89,177.28
load_balancing_1966,706.91,829.41,585.86,679.17
load_balancing_1967,3065.25,3097.05,3512.64,3406.56
load_balancing_1968,320.43,226.8,322.81,402.93
load_balancing_1969,935.5,846.95,958.1,859.06
load_balancing_197,315.85,312.87,434.77,457.44
load_balancing_1970,1868.0,1872.09,1141.74,1865.35
load_balancing_1971,727.58,657.23,765.39,739.26
load_balancing_1973,2030.14,1585.88,1530.05,1118.87
load_balancing_1974,3600.02,3600.02,3143.68,3128.17
load_balancing_1975,313.57,257.41,428.65,269.36
load_balancing_1976,1547.91,1482.26,1051.2,1397.69
load_balancing_1978,1576.33,952.32,2318.98,3277.98
load_balancing_1979,522.27,538.97,421.5,626.87
load_balancing_198,953.23,1064.84,1108.75,1059.37
load_balancing_1981,2634.68,3600.04,2455.82,3234.41
load_balancing_1983,1235.05,1064.22,1082.04,1694.32
load_balancing_1986,1074.58,1246.96,1291.88,1085.21
load_balancing_1987,477.44,270.93,425.13,435.1
load_balancing_1988,3170.74,3600.05,3600.02,3600.02
load_balancing_199,215.16,185.25,248.78,188.12
load_balancing_1990,1798.81,1193.55,1128.03,1565.53
load_balancing_1991,830.51,733.82,698.77,807.39
load_balancing_1995,2593.73,2471.15,2602.5,2370.51
load_balancing_1997,1947.52,2197.58,1835.38,2108.68
load_balancing_1998,2871.23,3062.9,2753.57,2633.18
load_balancing_1999,3217.44,2148.69,2512.06,3139.09
load_balancing_2,3600.02,3600.02,3600.03,3583.39
load_balancing_20,351.09,205.88,290.41,226.26
load_balancing_200,1163.56,1164.34,1094.22,795.82
load_balancing_2000,322.11,346.84,342.16,226.95
load_balancing_2001,3600.04,3600.02,2897.76,3570.65
load_balancing_2002,407.53,432.75,470.03,435.35
load_balancing_2003,871.67,1010.11,898.96,850.08
load_balancing_2004,3600.02,417.31,3600.03,3600.03
load_balancing_2005,3594.98,3600.02,3065.25,3467.05
load_balancing_2006,3311.96,3600.02,3371.17,3471.99
load_balancing_2007,705.66,728.65,1135.35,666.39
load_balancing_2008,525.34,389.69,426.52,576.61
load_balancing_2009,720.06,714.23,616.12,690.62
load_balancing_201,1952.3,1923.76,1969.8,1972.67
load_balancing_2010,268.7,347.48,323.18,691.74
load_balancing_2011,3600.02,2127.62,3600.02,3600.03
load_balancing_2012,1197.96,1215.39,1577.52,1126.96
load_balancing_2013,184.1,157.09,311.07,265.55
load_balancing_2014,327.16,314.48,421.94,174.22
load_balancing_2017,3600.03,3600.03,3600.04,3600.03
load_balancing_2018,2926.36,3600.02,3438.38,2438.77
load_balancing_202,156.79,175.43,235.21,155.47
load_balancing_2020,3600.03,3600.03,3524.25,3600.03
load_balancing_2021,3600.03,3600.03,2712.8,3600.02
load_balancing_2022,3600.02,3600.03,3600.02,3600.02
load_balancing_2023,1152.98,1044.56,1185.77,986.45
load_balancing_2024,714.82,832.66,887.59,779.56
load_balancing_2025,1811.06,1716.62,2158.95,2792.5
load_balancing_2027,3118.12,2999.94,2860.0,2964.68
load_balancing_2028,984.36,1132.79,1066.24,1118.75
load_balancing_2029,1207.76,1263.76,1444.25,1227.42
load_balancing_2030,270.32,286.87,324.02,330.29
load_balancing_2031,661.85,778.5,754.82,734.8
load_balancing_2032,3302.32,3228.48,2714.53,3487.28
load_balancing_2033,284.12,414.6,421.39,470.55
load_balancing_2035,1083.29,1105.86,966.96,1066.93
load_balancing_2038,266.08,253.39,300.59,239.68
load_balancing_2039,2964.54,2912.59,2293.26,2967.02
load_balancing_204,3399.25,3419.87,2591.11,3039.17
load_balancing_2040,337.18,355.6,320.65,301.95
load_balancing_2043,2104.76,1989.35,1553.18,2689.31
load_balancing_2044,296.94,326.66,433.63,301.18
load_balancing_2045,1301.8,1479.18,1346.5,1263.3
load_balancing_2046,3022.0,3016.75,2793.34,2670.06
load_balancing_2047,917.25,1747.29,1719.56,934.91
load_balancing_2048,3600.03,3600.03,3485.94,3600.02
load_balancing_2049,549.55,607.94,702.97,665.41
load_balancing_205,3374.38,3035.01,3600.02,3600.05
load_balancing_2051,3156.73,3600.05,2636.81,3186.55
load_balancing_2052,2497.92,2895.6,2221.81,2478.44
load_balancing_2054,396.27,372.44,353.15,378.76
load_balancing_2055,3083.86,2788.07,2327.03,2605.66
load_balancing_2057,3600.04,3600.03,3526.58,3516.17
load_balancing_2058,1534.05,1273.41,1335.54,1455.67
load_balancing_206,389.16,382.17,408.79,399.21
load_balancing_2061,1385.12,1093.19,2245.52,1633.61
load_balancing_2062,216.95,207.25,255.34,222.05
load_balancing_2063,3600.03,3600.03,3600.04,3124.09
load_balancing_2065,1286.23,1210.06,1196.6,1140.39
load_balancing_2066,2734.4,2454.74,2377.1,2214.2
load_balancing_2067,1406.56,1570.33,1045.38,1176.22
load_balancing_2069,2890.9,2519.32,2621.25,2188.24
load_balancing_207,2060.62,2885.27,2701.59,2971.05
load_balancing_2070,364.92,342.65,381.46,356.75
load_balancing_2071,449.41,418.48,380.41,440.31
load_balancing_2072,830.68,864.19,910.81,1085.2
load_balancing_2073,152.62,134.82,153.06,152.01
load_balancing_2074,2469.24,2449.17,2505.6,2467.08
load_balancing_2075,414.72,368.48,365.28,474.77
load_balancing_2076,672.31,501.82,747.63,646.68
load_balancing_2077,449.87,425.55,354.62,419.96
load_balancing_2078,2484.13,2227.73,1442.54,2115.33
load_balancing_2081,1533.76,1718.12,1306.6,1446.47
load_balancing_2082,561.68,479.86,543.11,511.43
load_balancing_2084,3600.04,3158.66,2728.7,2451.3
load_balancing_2085,309.17,276.53,352.13,298.09
load_balancing_2086,3600.01,3600.02,1616.83,2890.37
load_balancing_2088,467.71,502.91,886.94,856.84
load_balancing_2089,2683.99,2674.44,2310.44,2468.68
load_balancing_209,3600.02,3600.04,3600.03,3594.96
load_balancing_2091,3600.03,3206.16,3600.02,3600.02
load_balancing_2092,1008.88,1001.68,1045.31,931.24
load_balancing_2093,3600.02,2485.87,3600.02,3600.03
load_balancing_2095,965.15,1036.07,955.49,1337.13
load_balancing_2096,1718.8,2210.64,1377.25,2364.48
load_balancing_2099,1432.51,1332.06,1217.0,1486.17
load_balancing_21,2967.59,2470.37,1842.46,2568.37
load_balancing_210,3600.03,3600.03,3185.03,3600.04
load_balancing_2100,223.46,181.31,259.52,400.57
load_balancing_2101,1105.13,1196.42,994.78,1097.73
load_balancing_2103,1447.57,1787.81,1069.12,1299.32
load_balancing_2105,1227.34,1242.61,1151.53,1262.16
load_balancing_2106,3205.54,3600.02,3600.03,2385.3
load_balancing_2107,2039.79,1651.39,1459.92,1981.14
load_balancing_2109,3600.04,3600.03,3122.55,3600.04
load_balancing_2110,3600.02,3600.02,3600.02,3600.03
load_balancing_2111,608.59,668.09,769.26,637.21
load_balancing_2112,3600.01,517.67,2229.77,1800.18
load_balancing_2113,3600.03,3600.03,3600.02,3451.04
load_balancing_2116,963.26,874.0,907.25,988.51
load_balancing_2117,3600.03,3600.03,3600.02,3509.02
load_balancing_2119,388.67,452.98,456.89,492.74
load_balancing_212,1123.47,1159.5,1045.58,1131.48
load_balancing_2120,587.39,425.33,558.38,581.95
load_balancing_2122,570.44,609.19,555.5,573.9
load_balancing_2123,1034.45,1016.08,1146.7,1189.94
load_balancing_2124,912.15,1104.01,905.24,933.62
load_balancing_2125,636.16,696.24,653.46,801.04
load_balancing_2126,1369.32,1138.28,1012.54,1210.32
load_balancing_2127,3600.03,3600.03,3600.02,3600.02
load_balancing_2128,659.47,615.28,489.18,676.79
load_balancing_2130,1307.37,1493.99,1105.37,1320.14
load_balancing_2134,1195.76,448.6,975.23,460.92
load_balancing_2135,1146.04,1253.91,1073.15,1249.8
load_balancing_2136,571.03,525.2,493.34,594.45
load_balancing_2137,630.2,529.76,586.26,532.39
load_balancing_2139,453.28,295.71,432.54,405.91
load_balancing_214,1340.96,1203.98,1364.93,1116.98
load_balancing_2140,3266.77,3132.38,3142.75,3410.58
load_balancing_2141,379.05,387.23,413.19,404.53
load_balancing_2142,2429.65,2281.51,2668.35,1653.47
load_balancing_2143,198.42,173.6,267.14,292.42
load_balancing_2145,511.99,383.89,416.15,487.75
load_balancing_2146,3268.13,3600.03,3385.99,3600.03
load_balancing_2147,3600.03,3600.02,3081.7,3600.03
load_balancing_2149,460.17,474.05,542.07,460.23
load_balancing_215,3055.53,2725.22,2418.42,2691.05
load_balancing_2150,1087.7,952.43,826.16,954.52
load_balancing_2151,2581.59,2098.02,3070.34,2810.27
load_balancing_2154,3600.03,3385.36,3600.03,3600.02
load_balancing_2155,586.74,447.64,439.64,546.46
load_balancing_2156,313.55,353.69,334.13,377.58
load_balancing_2157,3600.02,3600.04,3600.03,3600.02
load_balancing_2159,329.61,332.1,297.07,307.64
load_balancing_216,448.69,488.58,423.74,429.71
load_balancing_2160,544.8,625.26,693.31,570.38
load_balancing_2161,777.41,758.96,574.72,773.24
load_balancing_2162,889.98,867.14,837.61,874.28
load_balancing_2163,2922.08,2946.83,3288.93,3546.97
load_balancing_2164,147.89,319.53,357.78,387.0
load_balancing_2165,334.96,357.95,368.38,333.99
load_balancing_2166,3117.1,2847.58,2948.22,2901.81
load_balancing_2167,731.36,692.47,680.65,792.58
load_balancing_2168,1419.85,1170.34,1432.65,2182.58
load_balancing_2169,3600.02,3600.02,3600.03,3600.02
load_balancing_2170,2892.2,2538.0,2635.16,2543.26
load_balancing_2171,3473.98,2742.34,2498.15,3348.42
load_balancing_2172,292.24,163.19,263.99,301.45
load_balancing_2173,497.08,494.9,479.32,351.97
load_balancing_2174,416.64,443.9,451.1,383.13
load_balancing_2175,1213.47,937.54,837.1,1332.86
load_balancing_2177,1044.57,896.21,947.76,922.47
load_balancing_2179,192.42,289.15,293.48,202.68
load_balancing_218,971.16,888.42,816.09,893.68
load_balancing_2180,367.58,364.32,310.07,341.41
load_balancing_2181,837.73,513.14,375.97,438.5
load_balancing_2183,621.9,494.9,513.2,607.31
load_balancing_2184,1834.76,1720.25,1542.77,1659.3
load_balancing_2185,821.15,790.81,698.43,657.7
load_balancing_2186,3600.04,3600.02,3595.98,3600.03
load_balancing_2187,582.64,584.53,598.8,559.98
load_balancing_2188,3600.02,1819.41,3600.03,3422.94
load_balancing_2189,485.38,529.8,424.02,455.34
load_balancing_219,2793.69,2367.43,3230.26,2295.17
load_balancing_2190,2807.25,2747.15,2432.99,2453.88
load_balancing_2191,2048.24,1909.08,1925.37,2157.2
load_balancing_2192,673.81,790.9,661.24,621.36
load_balancing_2193,1222.3,1283.29,1173.11,1137.03
load_balancing_2194,1325.79,1212.59,999.97,1342.61
load_balancing_2195,3046.23,2170.49,1775.42,1958.77
load_balancing_2196,703.72,675.8,574.8,771.33
load_balancing_2197,1121.43,966.56,974.72,903.13
load_balancing_2198,1081.36,946.51,1156.16,1129.38
load_balancing_2199,3481.71,3091.3,2251.6,2459.97
load_balancing_22,353.47,317.9,443.1,343.06
load_balancing_220,2038.44,2278.28,2373.84,2191.73
load_balancing_2200,841.08,860.69,757.54,959.39
load_balancing_2201,371.56,529.32,487.53,325.91
load_balancing_2202,3600.04,3600.03,3457.34,3516.29
load_balancing_2203,3600.03,3031.41,2461.23,3439.51
load_balancing_2204,677.73,688.65,630.95,586.14
load_balancing_2205,804.89,753.64,726.85,798.37
